CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_decomonteiro_output_11_am,Source,UpdatedGeocoding,TimeTaken,TransactionId,Version,ErrorMessage,Latitude,Longitude,MatchType,MatchedLocationType,FeatureMatchingResultType,InterpolationType,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,GeocodeQualityType,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,FeatureMatchingResultTypeTieBreakingNotes,TieHandlingStrategyType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType,,,,,,,
'108,HIDALGO COUNTY,'01,'108914,LA VILLA ISD,INDEPENDENT,P O BOX 9,LA VILLA,TX,78562-0009,500 E 9TH ST,LA VILLA,TX,78562-0009,(956) 262-4755,(956) 262-7323,judith.solis@lavillaisd.org,www.lavillaisd.org,MS JUDITH M SOLIS   ,604,'108914003,LA VILLA J J A E P H S,JJAEP INSTRUCTIONAL,,P O BOX 9,LA VILLA,TX,78562,500 E 9TH ST,LA VILLA,TX,78562-0009,(956) 262-4755,(956) 262-7323,janie.farias@lavillaisd.org,,    ,'09-12,0,Active,2002-10-04,3/14/2015 5:35:17 AM,383,USCGeocoder,1,31,072a0c78-906b-4041-9cda-d1db80723ebd,4.01,,26.296825,-97.926124,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,10,POBoxZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108914,LA VILLA ISD,INDEPENDENT,P O BOX 9,LA VILLA,TX,78562-0009,500 E 9TH ST,LA VILLA,TX,78562-0009,(956) 262-4755,(956) 262-7323,judith.solis@lavillaisd.org,www.lavillaisd.org,MS JUDITH M SOLIS   ,604,'108914041,LA VILLA MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 9,LA VILLA,TX,78562-0009,500 E 9TH ST,LA VILLA,TX,78562-0009,(956) 262-4760,(956) 262-5243,vgomez@lavillaisd.org,www.lavillaisd.org,MRS MARIBELLE ELIZONDO   ,'06-08,132,Active,1991-01-07,3/14/2015 5:35:17 AM,384,USCGeocoder,1,31,45891b7c-1bd8-484d-a7b8-5b098a2ed381,4.01,,26.296825,-97.926124,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,10,POBoxZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108914,LA VILLA ISD,INDEPENDENT,P O BOX 9,LA VILLA,TX,78562-0009,500 E 9TH ST,LA VILLA,TX,78562-0009,(956) 262-4755,(956) 262-7323,judith.solis@lavillaisd.org,www.lavillaisd.org,MS JUDITH M SOLIS   ,604,'108914101,JOSE BERNABE MUNOZ EL,REGULAR INSTRUCTIONAL,,P O BOX 9,LA VILLA,TX,78562-0009,810 N COTTONWOOD,LA VILLA,TX,78562-0009,(956) 262-9357,(956) 262-9452,msegura@lavillaisd.org,lavillaisd.org,MRS MARICELA OLIVAREZ   ,'PK-05,322,Active,1991-01-07,3/14/2015 5:35:17 AM,385,USCGeocoder,1,31,08d8ac47-f21d-4fd3-be2c-86e46984d883,4.01,,26.296483,-97.924732,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,10,POBoxZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108915,MONTE ALTO ISD,INDEPENDENT,25149 1ST ST,MONTE ALTO,TX,78538-9719,25149 1ST ST,MONTE ALTO,TX,78538-9719,(956) 262-1381 ext:6117,(956) 262-5535,oliviaalmanza@montealtoisd.org,www.montealtoisd.org,MRS OLIVIA ALMANZA   ,1049,'108915001,MONTE ALTO H S,REGULAR INSTRUCTIONAL,,25149 1ST ST,MONTE ALTO,TX,78538-9719,25149 1ST ST,MONTE ALTO,TX,78538-9719,(956) 262-1381 ext:6117,(956) 262-5535,sabrinafranco@montealtoisd.org,www.montealtoisd.org,MRS SABRINA FRANCO   ,'09-12,268,Active,08/24/2009,3/14/2015 5:35:17 AM,386,USCGeocoder,1,47,f058923c-a0cd-4bf1-9c7c-7aa78da7309b,4.01,,26.37393,-97.978232,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108915,MONTE ALTO ISD,INDEPENDENT,25149 1ST ST,MONTE ALTO,TX,78538-9719,25149 1ST ST,MONTE ALTO,TX,78538-9719,(956) 262-1381 ext:6117,(956) 262-5535,oliviaalmanza@montealtoisd.org,www.montealtoisd.org,MRS OLIVIA ALMANZA   ,1049,'108915041,JOSE BORREGO MIDDLE,REGULAR INSTRUCTIONAL,,25149 FIRST ST,MONTE ALTO,TX,78538-9719,25149 FIRST ST,MONTE ALTO,TX,78538-9719,(956) 262-1374,(956) 262-5535,jimmypadilla@montealtoisd.org,www.montealtoisd.org,MR JIMMY PADILLA   ,'06-08,216,Active,1996-01-07,3/14/2015 5:35:17 AM,387,USCGeocoder,1,63,95601d74-5f27-4d97-837b-d9eee0d3cc50,4.01,,26.37393,-97.978232,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108915,MONTE ALTO ISD,INDEPENDENT,25149 1ST ST,MONTE ALTO,TX,78538-9719,25149 1ST ST,MONTE ALTO,TX,78538-9719,(956) 262-1381 ext:6117,(956) 262-5535,oliviaalmanza@montealtoisd.org,www.montealtoisd.org,MRS OLIVIA ALMANZA   ,1049,'108915045,HIDALGO CO J J A E P,JJAEP INSTRUCTIONAL,,RT 1 BOX 116,EDCOUCH,TX,78538-9719,100 N CLOSNER,EDINBURG,TX,78539-3557, , ,,,    ,'06-08,0,Active,1996-01-08,3/14/2015 5:35:17 AM,388,USCGeocoder,1,16,3247e2c5-6fef-4072-a9d2-a4b7e1a196f2,4.01,,26.3013968396,-98.1622303779,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,97.0414201183,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,6438.4705577,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108915,MONTE ALTO ISD,INDEPENDENT,25149 1ST ST,MONTE ALTO,TX,78538-9719,25149 1ST ST,MONTE ALTO,TX,78538-9719,(956) 262-1381 ext:6117,(956) 262-5535,oliviaalmanza@montealtoisd.org,www.montealtoisd.org,MRS OLIVIA ALMANZA   ,1049,'108915101,MONTE ALTO EL,REGULAR INSTRUCTIONAL,,25149 FIRST ST,MONTE ALTO,TX,78538-9719,25149 FIRST ST,MONTE ALTO,TX,78538-9719,(956) 262-1601,(956) 262-5535,anazepeda@montealtoisd.org,www.montealtoisd.org,MRS ANA ZEPEDA   ,'EE-05,565,Active, ,3/14/2015 5:35:17 AM,389,USCGeocoder,1,47,0b8a1f58-0a71-4c4f-9f48-126409c73538,4.01,,26.37393,-97.978232,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108916,VALLEY VIEW ISD,INDEPENDENT,9701 S JACKSON RD,PHARR,TX,78577,9701 S JACKSON RD,PHARR,TX,78577,(956) 340-1000,(956) 843-5002,rramirez@vviewisd.net,www.vviewisd.net,MR ROLANDO RAMIREZ   ,4484,'108916001,VALLEY VIEW H S,REGULAR INSTRUCTIONAL,,9701 S JACKSON RD,PHARR,TX,78577-9705,9701 S JACKSON RD,PHARR,TX,78577,(956) 340-1500,(956) 843-8195,mmluna@vviewisd.net,www.vviewisd.net,MR JESUS GARZA   ,'09-12,1107,Active,1978-01-09,3/14/2015 5:35:17 AM,390,USCGeocoder,1,31,bfdb82eb-bdf2-4742-89d7-4ace170cc791,4.01,,26.110451,-98.218434,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108916,VALLEY VIEW ISD,INDEPENDENT,9701 S JACKSON RD,PHARR,TX,78577,9701 S JACKSON RD,PHARR,TX,78577,(956) 340-1000,(956) 843-5002,rramirez@vviewisd.net,www.vviewisd.net,MR ROLANDO RAMIREZ   ,4484,'108916003,VALLEY VIEW J J A E P,JJAEP INSTRUCTIONAL,,9701 S JACKSON RD,PHARR,TX,78577,9701 S JACKSON RD,PHARR,TX,78577,(956) 843-3025,(956) 843-8688,rramirez@vviewisd.net,www.vview.net,    ,'09-12,-1,Active,1998-01-07,3/14/2015 5:35:17 AM,391,USCGeocoder,1,31,fa2183e8-b73f-4819-a4b2-eb52fb02108e,4.01,,26.110451,-98.218434,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108916,VALLEY VIEW ISD,INDEPENDENT,9701 S JACKSON RD,PHARR,TX,78577,9701 S JACKSON RD,PHARR,TX,78577,(956) 340-1000,(956) 843-5002,rramirez@vviewisd.net,www.vviewisd.net,MR ROLANDO RAMIREZ   ,4484,'108916041,VALLEY VIEW EARLY COLLEGE CAMPUS,REGULAR INSTRUCTIONAL,,9701 S JACKSON RD,PHARR,TX,78577-9705,9701 S JACKSON RD,PHARR,TX,78577,(956) 340-1200,(956) 213-8438,macastillo@vviewisd.net,www.vviewisd.net,MS TAMMIE GARCIA   ,'08-09,608,Active,1978-01-09,3/14/2015 5:35:17 AM,392,USCGeocoder,1,31,6e9a6442-d609-4a6a-952d-9798387489bc,4.01,,26.110451,-98.218434,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108916,VALLEY VIEW ISD,INDEPENDENT,9701 S JACKSON RD,PHARR,TX,78577,9701 S JACKSON RD,PHARR,TX,78577,(956) 340-1000,(956) 843-5002,rramirez@vviewisd.net,www.vviewisd.net,MR ROLANDO RAMIREZ   ,4484,'108916042,VALLEY VIEW J H,REGULAR INSTRUCTIONAL,,9701 S JACKSON RD,PHARR,TX,78577,9701 S JACKSON RD,PHARR,TX,78577,(956) 340-1300,(956) 843-3031,fbarroso@vviewisd.net,www.vviewisd.net,MS CLAUDIA CORONADO   ,'06-07,662,Active,08/25/2008,3/14/2015 5:35:17 AM,393,USCGeocoder,1,31,546b0c5b-e561-41c6-aabd-8787db3c8ce2,4.01,,26.110451,-98.218434,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108916,VALLEY VIEW ISD,INDEPENDENT,9701 S JACKSON RD,PHARR,TX,78577,9701 S JACKSON RD,PHARR,TX,78577,(956) 340-1000,(956) 843-5002,rramirez@vviewisd.net,www.vviewisd.net,MR ROLANDO RAMIREZ   ,4484,'108916102,VALLEY VIEW EL,REGULAR INSTRUCTIONAL,,9701 S JACKSON RD,PHARR,TX,78577-9705,9701 S JACKSON RD,PHARR,TX,78577,(956) 340-1450,(956) 843-8526,jcerda@vviewisd.net,www.vviewisd.net,MR JESUS CERDA   ,'EE-04,461,Active,1978-01-09,3/14/2015 5:35:17 AM,394,USCGeocoder,1,31,12a52fbd-4723-4afb-82ba-043d5926e453,4.01,,26.110451,-98.218434,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108916,VALLEY VIEW ISD,INDEPENDENT,9701 S JACKSON RD,PHARR,TX,78577,9701 S JACKSON RD,PHARR,TX,78577,(956) 340-1000,(956) 843-5002,rramirez@vviewisd.net,www.vviewisd.net,MR ROLANDO RAMIREZ   ,4484,'108916103,VALLEY VIEW NORTH EL,REGULAR INSTRUCTIONAL,,9701 S JACKSON RD,PHARR,TX,78577-9705,9701 S JACKSON RD,PHARR,TX,78577-9705,(956) 340-1600,(956) 783-1163,mleal@vviewisd.net,www.vviewisd.net,MRS MARINA LEAL   ,'PK-04,511,Active,1978-01-09,3/14/2015 5:35:17 AM,395,USCGeocoder,1,31,034bc955-b97a-4a57-9a06-ad84014e0f05,4.01,,26.110451,-98.218434,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108916,VALLEY VIEW ISD,INDEPENDENT,9701 S JACKSON RD,PHARR,TX,78577,9701 S JACKSON RD,PHARR,TX,78577,(956) 340-1000,(956) 843-5002,rramirez@vviewisd.net,www.vviewisd.net,MR ROLANDO RAMIREZ   ,4484,'108916104,WILBUR E LUCAS EL,REGULAR INSTRUCTIONAL,,9701 S JACKSON RD,PHARR,TX,78577,9701 S JACKSON RD,PHARR,TX,78577,(956) 340-1700,(956) 843-3039,rgomez@vviewisd.net,www.vviewisd.net,DR ROSEMARIE GOMEZ   ,'PK-04,422,Active,2002-05-06,3/14/2015 5:35:17 AM,396,USCGeocoder,1,47,33e8de32-f826-40b8-9cc5-8467dc0b9220,4.01,,26.110451,-98.218434,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108916,VALLEY VIEW ISD,INDEPENDENT,9701 S JACKSON RD,PHARR,TX,78577,9701 S JACKSON RD,PHARR,TX,78577,(956) 340-1000,(956) 843-5002,rramirez@vviewisd.net,www.vviewisd.net,MR ROLANDO RAMIREZ   ,4484,'108916105,VALLEY VIEW SOUTH EL,REGULAR INSTRUCTIONAL,,9701 S JACKSON RD,PHARR,TX,78577,9701 S JACKSON RD,PHARR,TX,78577,(956) 340-1650,(956) 843-7787,nemontemayor@vviewisd.net,www.vviewisd.net,MRS NANCY E MONTEMAYOR   ,'PK-04,374,Active,04/24/2006,3/14/2015 5:35:17 AM,397,USCGeocoder,1,31,b5e02d98-6253-4ff9-8f63-81edb1a2299f,4.01,,26.110451,-98.218434,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108916,VALLEY VIEW ISD,INDEPENDENT,9701 S JACKSON RD,PHARR,TX,78577,9701 S JACKSON RD,PHARR,TX,78577,(956) 340-1000,(956) 843-5002,rramirez@vviewisd.net,www.vviewisd.net,MR ROLANDO RAMIREZ   ,4484,'108916106,VALLEY VIEW 5TH GRADE CAMPUS,REGULAR INSTRUCTIONAL,,9701 S JACKSON RD,PHARR,TX,78577,9701 S JACKSON RD,PHARR,TX,78577,(956) 340-1400,(956) 843-3756,adelacerda@vviewisd.net,www.vviewisd.net,MR ANTONIO DE LA CERDA   ,'05,-1,Active,2010-10-06,3/14/2015 5:35:17 AM,398,USCGeocoder,1,31,01933dfb-b809-47aa-8082-a8551588c1a2,4.01,,26.110451,-98.218434,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'109,HILL COUNTY,'12,'109901,ABBOTT ISD,INDEPENDENT,P O BOX 226,ABBOTT,TX,76621-0226,219 S FIRST ST,ABBOTT,TX,76621-0226,(254) 582-3011,(254) 582-5430,ricky.edison@abbottisd.org,www.abbottisd.org,RICHARD EDISON   ,264,'109901001,ABBOTT SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 226,ABBOTT,TX,76621-0226,219 S FIRST ST,ABBOTT,TX,76621-0226,(254) 582-3011,(254) 582-5430,aprille.kaska@abbottisd.org,www.abbottisd.org,ERIC PUSTEJOVSKY   ,'PK-12,264,Active, ,3/14/2015 5:35:17 AM,399,USCGeocoder,1,78,e68689fb-41cb-48a8-8972-d04e2e9b891d,4.01,,31.883161,-97.076671,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'109,HILL COUNTY,'12,'109901,ABBOTT ISD,INDEPENDENT,P O BOX 226,ABBOTT,TX,76621-0226,219 S FIRST ST,ABBOTT,TX,76621-0226,(254) 582-3011,(254) 582-5430,ricky.edison@abbottisd.org,www.abbottisd.org,RICHARD EDISON   ,264,'109901010,HILL CO J J A E P,JJAEP INSTRUCTIONAL,,P O BOX 397,HILLSBORO,TX,76645,200 LINE ST,HILLSBORO,TX,76645,(254) 582-3814,(254) 582-0874,ricky.edison@abbottisd.org,,    ,'06-12,0,Active,1998-01-01,3/14/2015 5:35:17 AM,400,USCGeocoder,1,16,de3eb054-fe8d-4594-84ff-c3d171c1d82e,4.01,,32.0069725969,-97.1373511082,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,1324.87088991,Meters,3,StreetSegmentInterpolation,,,,,,,
'109,HILL COUNTY,'12,'109902,BYNUM ISD,INDEPENDENT,P O BOX 68,BYNUM,TX,76631-0068,704 TOLIVER ST,BYNUM,TX,76631-0068,(254) 623-4251,(254) 623-4290,lmynarcik@bynumisd.net,www.bynumisd.net,MR LARRY MYNARCIK   ,208,'109902001,BYNUM SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 68,BYNUM,TX,76631-0068,704 TOLIVER,BYNUM,TX,76631-0068,(254) 623-4251,(254) 623-4290,glangford@bynumisd.net,www.bynumisd.net,MRS AMY J FELLER   ,'EE-12,208,Active, ,3/14/2015 5:35:17 AM,401,USCGeocoder,1,31,580b230a-f551-4760-9d14-4cbbf9382776,4.01,,31.967723,-97.000776,Relaxed,,,,,,,ManuallyChangedByAndreM,,,,,,,,,,,,,,,,,
'109,HILL COUNTY,'12,'109902,BYNUM ISD,INDEPENDENT,P O BOX 68,BYNUM,TX,76631-0068,704 TOLIVER ST,BYNUM,TX,76631-0068,(254) 623-4251,(254) 623-4290,lmynarcik@bynumisd.net,www.bynumisd.net,MR LARRY MYNARCIK   ,208,'109902012,HILL CO JJAEP,JJAEP INSTRUCTIONAL,,P O BOX 892,HILLSBORO,TX,76645,401 W WALNUT,HILLSBORO,TX,76645,(254) 582-9553,(254) 582-4015,glangford@bynumisd.net,,MRS AMY FELLER   ,'06-12,0,Active,08/22/2011,3/14/2015 5:35:17 AM,402,USCGeocoder,1,16,0429db28-09ae-4a31-8540-b18bbbb5d4d8,4.01,,32.008256799,-97.136186431,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,97.0414201183,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2324.6289304,Meters,3,StreetSegmentInterpolation,,,,,,,
'109,HILL COUNTY,'12,'109903,COVINGTON ISD,INDEPENDENT,501 N MAIN ST,COVINGTON,TX,76636-0067,501 N MAIN ST,COVINGTON,TX,76636,(254) 854-2215 ext:12  ,(254) 854-2272,diane.innis@covingtonisd.org,www.covingtonisd.org,DIANE INNIS   ,297,'109903001,COVINGTON SCHOOL,REGULAR INSTRUCTIONAL,,501 N MAIN ST,COVINGTON,TX,76636,501 N MAIN ST,COVINGTON,TX,76636,(254) 854-2215,(254) 854-2272,diane.innis@covingtonisd.org,www.covingtonisd.org,LESLIE EDENS   SHERRY ABBOTT   ,'EE-12,297,Active, ,3/14/2015 5:35:17 AM,403,USCGeocoder,1,47,ee73e367-dea4-4496-b773-e3d7b2e5470d,4.01,,32.182487,-97.25724,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'109,HILL COUNTY,'12,'109904,HILLSBORO ISD,INDEPENDENT,121 E FRANKLIN ST,HILLSBORO,TX,76645-2137,121 E FRANKLIN ST,HILLSBORO,TX,76645-2137,(254) 582-8585,(254) 582-4165,district@hillsboroisd.org,www.hillsboroisd.org,KELLY HESTAND   ,2018,'109904001,HILLSBORO H S,REGULAR INSTRUCTIONAL,,1600 ABBOTT AVE,HILLSBORO,TX,76645-3331,1600 ABBOTT AVE,HILLSBORO,TX,76645-3331,(254) 582-4100,(254) 582-4108,mcewen@hillsboroisd.org,www.hillsboroisd.org,MR TOMMY MCEWEN   ,'09-12,475,Active, ,3/14/2015 5:35:17 AM,404,USCGeocoder,1,16,1c7de468-3a5f-45c0-9702-87e64085e6c5,4.01,,31.992791176,-97.1296622079,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,935.902125426,Meters,3,StreetSegmentInterpolation,,,,,,,
'109,HILL COUNTY,'12,'109904,HILLSBORO ISD,INDEPENDENT,121 E FRANKLIN ST,HILLSBORO,TX,76645-2137,121 E FRANKLIN ST,HILLSBORO,TX,76645-2137,(254) 582-8585,(254) 582-4165,district@hillsboroisd.org,www.hillsboroisd.org,KELLY HESTAND   ,2018,'109904010,HILL CO J J A E P,JJAEP INSTRUCTIONAL,,121 E FRANKLIN ST,HILLSBORO,TX,76645-2137,121 E FRANKLIN ST,HILLSBORO,TX,76645-2137,(254) 582-9953,(254) 582-4015,district@hillsboroisd.org,,    ,'06-12,6,Active,1998-01-01,3/14/2015 5:35:17 AM,405,USCGeocoder,1,16,07b27eb9-9c37-408b-a467-f2db2bd3d290,4.01,,32.0118822734,-97.1287443502,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,3575.97025713,Meters,3,StreetSegmentInterpolation,,,,,,,
'109,HILL COUNTY,'12,'109904,HILLSBORO ISD,INDEPENDENT,121 E FRANKLIN ST,HILLSBORO,TX,76645-2137,121 E FRANKLIN ST,HILLSBORO,TX,76645-2137,(254) 582-8585,(254) 582-4165,district@hillsboroisd.org,www.hillsboroisd.org,KELLY HESTAND   ,2018,'109904041,HILLSBORO J H,REGULAR INSTRUCTIONAL,,210 E WALNUT ST,HILLSBORO,TX,76645-3333,210 E WALNUT ST,HILLSBORO,TX,76645-3333,(254) 582-4120,(254) 582-4122,,www.hillsboroisd.org,MS CATHRYN PATTERSON   ,'07-08,291,Active, ,3/14/2015 5:35:17 AM,406,USCGeocoder,1,31,11e91116-d380-4137-b142-91f1163868ab,4.01,,32.0086024655,-97.1300324286,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,3520.77739676,Meters,3,StreetSegmentInterpolation,,,,,,,
'109,HILL COUNTY,'12,'109904,HILLSBORO ISD,INDEPENDENT,121 E FRANKLIN ST,HILLSBORO,TX,76645-2137,121 E FRANKLIN ST,HILLSBORO,TX,76645-2137,(254) 582-8585,(254) 582-4165,district@hillsboroisd.org,www.hillsboroisd.org,KELLY HESTAND   ,2018,'109904101,FRANKLIN EL,REGULAR INSTRUCTIONAL,,103 COUNTRY CLUB RD,HILLSBORO,TX,76645-2209,103 COUNTRY CLUB RD,HILLSBORO,TX,76645-2209,(254) 582-4130,(254) 582-4133,,www.hillsboroisd.org,MR PAT AUTRY   ,'EE-PK,197,Active, ,3/14/2015 5:35:17 AM,407,USCGeocoder,1,16,3b177af4-8bbf-40ba-b461-a0365a0cf310,4.01,,32.0117698116,-97.1171342564,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,3984.23843324,Meters,3,StreetSegmentInterpolation,,,,,,,
'109,HILL COUNTY,'12,'109904,HILLSBORO ISD,INDEPENDENT,121 E FRANKLIN ST,HILLSBORO,TX,76645-2137,121 E FRANKLIN ST,HILLSBORO,TX,76645-2137,(254) 582-8585,(254) 582-4165,district@hillsboroisd.org,www.hillsboroisd.org,KELLY HESTAND   ,2018,'109904104,HILLSBORO EL,REGULAR INSTRUCTIONAL,,115 JANE LN,HILLSBORO,TX,76645-2673,115 JANE LN,HILLSBORO,TX,76645-2673,(254) 582-4140,(254) 582-4145,,www.hillsboroisd.org,MS ROBIN RALSTON   ,'KG-02,464,Active, ,3/14/2015 5:35:17 AM,408,USCGeocoder,1,78,ce4e8afe-36c4-4547-a553-aeba7ba7b654,4.01,,32.0157023053,-97.0999575704,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2553.45537992,Meters,3,StreetSegmentInterpolation,,,,,,,
