CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_gb9259_output_09_gm,Source,UpdatedGeocoding,TimeTaken,TransactionId,Version,ErrorMessage,Latitude,Longitude,MatchType,MatchedLocationType,FeatureMatchingResultType,InterpolationType,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,GeocodeQualityType,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,FeatureMatchingResultTypeTieBreakingNotes,TieHandlingStrategyType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912171,HENDERSON J EL,REGULAR INSTRUCTIONAL,,1800 DISMUKE,HOUSTON,TX,77023-4753,1800 DISMUKE,HOUSTON,TX,77023-4753,(713) 924-1730,(713) 924-1735,hgarcia@houstonisd.org,www.houstonisd.org,MS HERLINDA GARCIA   ,'EE-05,800,Active, ,2015-03-14T05:35:13,410,USCGeocoder,1,16,aef9c2c7-24b9-4d07-ae06-794d0a2c60f4,4.01,,29.7229384257,-95.3204147902,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,19245.7654139,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912172,HENDERSON N EL,REGULAR INSTRUCTIONAL,,701 SOLO ST,HOUSTON,TX,77020-7213,701 SOLO ST,HOUSTON,TX,77020-7213,(713) 671-4195,(713) 671-4197,rcabrer4@houstonisd.org,www.houstonisd.org,MS ROSA M CABRERA THOMPSON   ,'EE-06,334,Active, ,2015-03-14T05:35:13,411,USCGeocoder,1,31,4ab33d3a-723b-4def-9448-37805cfa4822,4.01,,29.7692012179,-95.3214127806,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,17870.5259418,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912173,HEROD EL,REGULAR INSTRUCTIONAL,,5627 JASON ST,HOUSTON,TX,77096-2110,5627 JASON ST,HOUSTON,TX,77096-2110,(713) 778-3315,(713) 778-3317,LMCMANUS@houstonisd.org,www.houstonisd.org,MS LISA MCMANUS   ,'EE-05,804,Active, ,2015-03-14T05:35:13,412,USCGeocoder,1,16,8dba284f-7b9e-44e1-95ab-56572b07c26c,4.01,,29.6834924348,-95.4877875964,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,29119.7310686,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912174,HIGHLAND HTS EL,REGULAR INSTRUCTIONAL,CAMPUS CHARTER,865 PAUL QUINN ST,HOUSTON,TX,77091-4154,865 PAUL QUINN ST,HOUSTON,TX,77091-4154,(713) 696-2920,(713) 696-2922,wprice1@houstonisd.org,www.houstonisd.org,MS WYANTHIA T PRICE-SIMMONS   ,'EE-05,567,Active, ,2015-03-14T05:35:13,413,USCGeocoder,1,16,190ded0f-78ca-40ef-8bf4-0b2864de49b7,4.01,,29.8491359375,-95.4208259591,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,26758.8068805,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912175,HOBBY EL,REGULAR INSTRUCTIONAL,,4021 WOODMONT DR,HOUSTON,TX,77045-3515,4021 WOODMONT DR,HOUSTON,TX,77045-3515,(713) 434-5650,(713) 434-5652,SGITTENS@houstonisd.org,www.houstonisd.org,MR STEPHEN M GITTENS   ,'EE-05,845,Active, ,2015-03-14T05:35:13,414,USCGeocoder,1,31,aa946a3b-d2a4-4814-81f1-16e4f0423c98,4.01,,29.6358487673,-95.437810734,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,1311.19892326,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912178,HORN EL,REGULAR INSTRUCTIONAL,,4530 HOLLY ST,BELLAIRE,TX,77401-5803,4530 HOLLY ST,BELLAIRE,TX,77401-5803,(713) 295-5264,(713) 295-5286,sharring@houstonisd.org,www.houstonisd.org,MS SARAH HARRINGTON   ,'EE-05,860,Active, ,2015-03-14T05:35:13,415,USCGeocoder,1,16,348aca0c-5627-4dbe-9009-3c52feddc75f,4.01,,29.6932452423,-95.4524060277,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,8933.47162131,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912179,MCGOWEN EL,REGULAR INSTRUCTIONAL,,6820 HOMESTEAD RD,HOUSTON,TX,77028-5045,6820 HOMESTEAD RD,HOUSTON,TX,77028-5045,(713) 636-6979,(713) 636-6983,DARREOL2@houstonisd.org,www.houstonisd.org,MS DANA N ARREOLA   ,'EE-05,446,Active, ,2015-03-14T05:35:13,416,USCGeocoder,1,16,9316d6a5-8e9f-4a34-8871-9de35413f0f5,4.01,,29.8205632257,-95.2999033352,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,39416.3541325,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912180,ISAACS EL,REGULAR INSTRUCTIONAL,,3830 PICKFAIR ST,HOUSTON,TX,77026-3968,3830 PICKFAIR ST,HOUSTON,TX,77026-3968,(713) 671-4120,(713) 671-4122,rcumings@houstonisd.org,www.houstonisd.org,ROSEMARIE G CUMINGS   ,'EE-05,400,Active, ,2015-03-14T05:35:13,417,USCGeocoder,1,16,50fff2e6-26b9-40b1-939e-1f72b11d64ea,4.01,,29.79482548,-95.3182383463,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,11755.6772819,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912181,JANOWSKI EL,REGULAR INSTRUCTIONAL,,7500 BAUMAN RD,HOUSTON,TX,77022-6125,7500 BAUMAN RD,HOUSTON,TX,77022-6125,(713) 696-2844,(713) 696-2847,mbazan1@houstonisd.org,www.houstonisd.org,MS MYRNA BAZAN   ,'EE-05,646,Active, ,2015-03-14T05:35:13,418,USCGeocoder,1,16,ecb6a0b6-6c79-4c87-9c96-b988a696b074,4.01,,29.8293912622,-95.3713378187,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2306.92992851,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912182,JEFFERSON EL,REGULAR INSTRUCTIONAL,,5000 SHARMAN ST,HOUSTON,TX,77009-2651,5000 SHARMAN ST,HOUSTON,TX,77009-2651,(713) 696-2777,(713) 696-2784,ssaenzph@houstonisd.org,www.houstonisd.org,MS SIOMARA SAENZ-PHILLIPS   ,'EE-05,459,Active, ,2015-03-14T05:35:13,419,USCGeocoder,1,31,beef708f-5664-482f-96a5-448c74ca28b0,4.01,,29.8053493294,-95.370677169,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,24641.5763044,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912185,KASHMERE GARDENS EL,REGULAR INSTRUCTIONAL,,4901 LOCKWOOD DR,HOUSTON,TX,77026-2942,4901 LOCKWOOD DR,HOUSTON,TX,77026-2997,(713) 671-4160,(713) 671-4163,krangel@houstonisd.org,www.houstonisd.org,MS KRISTI G RANGEL   ,'EE-06,417,Active, ,2015-03-14T05:35:13,420,USCGeocoder,1,47,d8a5f23e-2ff0-4daa-8302-eefe8ff10987,4.01,,29.8052502627,-95.3179940571,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,20074.6458781,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912186,ROBINSON EL,REGULAR INSTRUCTIONAL,,12425 WOODFOREST BLVD,HOUSTON,TX,77013-6110,12425 WOODFOREST BLVD,HOUSTON,TX,77013-6110,(713) 450-7107,(713) 450-7129,TSANDER2@houstonisd.org,www.houstonisd.org,MR TERRENCE M SANDERS   ,'PK-05,725,Active,1989-07-01,2015-03-14T05:35:13,421,USCGeocoder,1,16,1709e278-11d6-4ee8-b058-2d5fad729c37,4.01,,29.7886708922,-95.213084516,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,88.7573964497,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,18180.7173502,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912187,KELSO EL,REGULAR INSTRUCTIONAL,,5800 SOUTHMUND ST,HOUSTON,TX,77033-1832,5800 SOUTHMUND ST,HOUSTON,TX,77033-1832,(713) 845-7451,(713) 643-3823,Csmith4@houstonisd.org,www.houstonisd.org,MS CONNIE M SMITH   ,'EE-05,436,Active, ,2015-03-14T05:35:13,422,USCGeocoder,1,0,77ebe50c-fe1b-453d-b3f5-223b14ffef78,4.01,,29.6819554471,-95.3337473373,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,23752.1945465,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912188,KENNEDY EL,REGULAR INSTRUCTIONAL,,306 CROSSTIMBERS ST,HOUSTON,TX,77022-3931,306 CROSSTIMBERS ST,HOUSTON,TX,77022-3931,(713) 696-2686,(713) 696-2689,dlum@houstonisd.org,www.houstonisd.org,MS DIANA LUM   ,'EE-06,800,Active, ,2015-03-14T05:35:13,423,USCGeocoder,1,31,60d1cacd-d6cc-472b-afe8-f51db70b3278,4.01,,29.8283171299,-95.3975311106,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4737.50299268,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912189,KOLTER EL,REGULAR INSTRUCTIONAL,,9710 RUNNYMEADE DR,HOUSTON,TX,77096-4220,9710 RUNNYMEADE DR,HOUSTON,TX,77096-4220,(713) 726-3630,(713) 726-3663,sshetzer@houstonisd.org,www.houstonisd.org,MR STEVEN D SHETZER   ,'EE-05,662,Active, ,2015-03-14T05:35:13,424,USCGeocoder,1,47,f2ca04c8-fbf8-4df6-8228-64ac14026837,4.01,,29.6748650757,-95.4678173119,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,3567.73897435,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912192,LANTRIP EL,REGULAR INSTRUCTIONAL,,100 TELEPHONE RD,HOUSTON,TX,77023-1834,100 TELEPHONE RD,HOUSTON,TX,77023-1834,(713) 924-1670,(713) 924-1672,mstrickl@houstonisd.org,www.houstonisd.org,MS MAGDALENA V STRICKLAND   ,'EE-06,801,Active, ,2015-03-14T05:35:13,425,USCGeocoder,1,47,d33564aa-ba99-49b7-b38e-0e42b4734ba8,4.01,,29.7404670754,-95.3351410571,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,19541.8577943,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912194,LEWIS EL,REGULAR INSTRUCTIONAL,,6745 TIPPERARY,HOUSTON,TX,77061-2101,6745 TIPPERARY,HOUSTON,TX,77061-2101,(713) 845-7453,(713) 649-5574,twoods2@houstonisd.org,www.houstonisd.org,MS TONYA WOODS   ,'01-05,913,Active, ,2015-03-14T05:35:13,426,USCGeocoder,1,16,ded0069e-099b-4eba-8d98-f750ac7eecf9,4.01,,29.6647730735,-95.2831557255,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,97.0414201183,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2064.31121195,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912195,LOCKHART EL,REGULAR INSTRUCTIONAL,,3200 ROSEDALE ST,HOUSTON,TX,77004-6211,3200 ROSEDALE ST,HOUSTON,TX,77004-6211,(713) 942-1950,(713) 942-1953,MCOOPER2@houstonisd.org,www.houstonisd.org,MS MONICA COOPER   ,'EE-05,733,Active, ,2015-03-14T05:35:13,427,USCGeocoder,1,31,2a4711f5-6581-4fa5-bd15-e511577faf28,4.01,,29.7175175418,-95.3660377389,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,27789.236818,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912196,LONGFELLOW EL,REGULAR INSTRUCTIONAL,,3617 NORRIS,HOUSTON,TX,77025-3699,3617 NORRIS,HOUSTON,TX,77025-3699,(713) 295-5268,(713) 295-5257,NPEREZGW@houstonisd.org,www.houstonisd.org,MS NORMA PEREZ-GWEN   ,'EE-05,732,Active, ,2015-03-14T05:35:13,428,USCGeocoder,1,47,95cd2704-7678-421d-a3fb-62a54c68e0dc,4.01,,29.6876217334,-95.4329543302,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,97.0414201183,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2867.07840298,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912197,LOOSCAN EL,REGULAR INSTRUCTIONAL,,3800 ROBERTSON ST,HOUSTON,TX,77009-4959,3800 ROBERTSON ST,HOUSTON,TX,77009-4959,(713) 696-2760,(713) 696-2765,kstanle1@houstonisd.org,www.houstonisd.org,MS KIMBERLY S STANLEY MARTIN   ,'EE-05,485,Active, ,2015-03-14T05:35:13,429,USCGeocoder,1,16,6b4bf40f-10e6-4174-b180-9289a9b3569e,4.01,,29.7952111065,-95.3580963191,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,20172.7266081,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912198,LOVE EL,REGULAR INSTRUCTIONAL,,1120 W 13TH ST,HOUSTON,TX,77008-6627,1120 W 13TH ST,HOUSTON,TX,77008-6627,(713) 867-0840,(713) 867-0841,rchavarr@houstonisd.org,www.houstonisd.org,ROBERT CHAVARRIA   ,'EE-05,428,Active, ,2015-03-14T05:35:13,430,USCGeocoder,1,94,4251f742-5a04-4ec8-80c5-4a698b244616,4.01,,29.7932894475,-95.4090647088,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,26542.9980011,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912199,LOVETT EL,REGULAR INSTRUCTIONAL,,8814 S RICE AVE,HOUSTON,TX,77096-2622,8814 S RICE AVE,HOUSTON,TX,77096-2622,(713) 295-5258,(713) 295-5291,dthomp11@houstonisd.org,www.houstonisd.org,MS DAWN THOMPSON   ,'EE KG-05,704,Active, ,2015-03-14T05:35:13,431,USCGeocoder,1,31,7d7add4e-8bfb-4a52-8f22-f087bb24d291,4.01,,29.6830822292,-95.4691356094,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,30350.1649997,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912201,MACGREGOR EL,REGULAR INSTRUCTIONAL,,4801 LABRANCH ST,HOUSTON,TX,77004-5650,4801 LABRANCH ST,HOUSTON,TX,77004-5650,(713) 942-1990,(713) 942-1993,pallen@houstonisd.org,www.houstonisd.org,PATRICIA K ALLEN   ,'EE-05,520,Active, ,2015-03-14T05:35:13,432,USCGeocoder,1,31,e8d9910b-607b-4b18-a855-35bfd6078477,4.01,,29.7276162001,-95.3798711809,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,10535.6946188,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912203,MADING EL,REGULAR INSTRUCTIONAL,,8511 CRESTMONT ST,HOUSTON,TX,77033-1324,8511 CRESTMONT ST,HOUSTON,TX,77033-1324,(713) 732-3560,(713) 732-3563,nhaskins@houstonisd.org,www.houstonisd.org,MS NICOLE R HASKINS   ,'EE-05,635,Active, ,2015-03-14T05:35:13,433,USCGeocoder,1,31,ffcf25bb-c088-4921-ba03-eadfd924a19c,4.01,,29.6594905664,-95.3274281872,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,31561.5933549,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912204,MEMORIAL EL,REGULAR INSTRUCTIONAL,,6401 ARNOT ST,HOUSTON,TX,77007-2007,6401 ARNOT ST,HOUSTON,TX,77007-2007,(713) 867-5150,(713) 867-5151,mrozas@houstonisd.org,www.houstonisd.org,MS MECHIEL D ROZAS   ,'EE-06,398,Active, ,2015-03-14T05:35:13,434,USCGeocoder,1,47,28ccbc12-1219-4fc0-acaf-ac13f4c22449,4.01,,29.7695526546,-95.4256025064,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,24130.1162174,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912207,MONTGOMERY EL,REGULAR INSTRUCTIONAL,,4000 SIMSBROOK DR,HOUSTON,TX,77045-5628,4000 SIMSBROOK DR,HOUSTON,TX,77045-5628,(713) 434-5640,(713) 434-5643,fmcneil@houstonisd.org,www.houstonisd.org,FAYE C MCNEIL   ,'EE-05,752,Active, ,2015-03-14T05:35:13,435,USCGeocoder,1,31,3d21fd13-19e1-4327-916c-e0a7f4987b89,4.01,,29.62035397,-95.4365698546,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,28477.3108768,Meters,2,Parcel
