CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-25_winterbryan_output_16_bw,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901107,CROCKETT EARLY HEADSTART,ALTERNATIVE INSTRUCTIONAL,,3282 S 13TH,ABILENE,TX,79605,3282 S 13TH,ABILENE,TX,79605,(325) 690-3770,(325) 794-1370,georgiana.reagan@abileneisd.org,www.abileneisd.org,GEORGIANA REAGAN   ,'EE,76,Active,2002-09-11,2015-03-14T05:35:26,413,USCGeocoder,16,1,4.01,,ea64c490-90b0-4c29-b1b5-40bae728a9ee,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,37805.6398209,ArealInterpolationGeometricCentroid,Parcel,93.4911242604,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.4349344563,-99.762873426,Relaxed
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901108,DYESS EL,REGULAR INSTRUCTIONAL,,402 DELAWARE RD,ABILENE,TX,79607-1100,402 DELAWARE,ABILENE,TX,79607-1100,(325) 690-3795,(325) 794-1355,michael.newton@abileneisd.org,www.abileneisd.org,MR MIKE NEWTON   ,'EE KG-05,511,Active, ,2015-03-14T05:35:26,414,USCGeocoder,47,1,4.01,,668a50ec-5e67-4e86-9a4b-e66f0947e6aa,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1429.39537979,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.417385165,-99.8126946581,Relaxed
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901112,JACKSON EL,REGULAR INSTRUCTIONAL,,2650 S 32ND ST,ABILENE,TX,79605-6923,2650 S 32ND ST,ABILENE,TX,79605-6923,(325) 690-3602,(325) 794-1357,roy.sharp@abileneisd.org,www.abileneisd.org,MR ROY SHARP   ,'EE KG-05,547,Active, ,2015-03-14T05:35:26,415,USCGeocoder,16,1,4.01,,aab85e9b-4915-4ad0-b193-256973305673,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,55294.2664308,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.4132744605,-99.7554351947,Relaxed
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901113,JOHNSTON EL,REGULAR INSTRUCTIONAL,,3602 N 12TH ST,ABILENE,TX,79603-4534,3602 N 12TH ST,ABILENE,TX,79605-4534,(325) 671-4845,(325) 794-1358,roger.thomas@abileneisd.org,www.abileneisd.org,MR ROGER THOMAS   ,'EE KG-05,531,Active, ,2015-03-14T05:35:26,416,USCGeocoder,94,1,4.01,,89d74ed5-4e88-4723-a424-2446c1e52bee,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2378.37388901,LinearInterpolationAddressRange,StreetSegment,96.0059171598,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.4632622032,-99.7676261627,Relaxed
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901116,LEE EL,REGULAR INSTRUCTIONAL,,1026 N PIONEER DR,ABILENE,TX,79603-4027,1026 N PIONEER DR,ABILENE,TX,79603-4027,(325) 671-4895,(325) 794-1359,andrew.blessing@abileneisd.org,www.abileneisd.org,MR ANDY BLESSING   ,'EE KG-05,417,Active, ,2015-03-14T05:35:26,417,USCGeocoder,16,1,4.01,,e584faac-2019-43aa-9997-9a276480ced0,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,729.925870861,ArealInterpolationGeometricCentroid,Parcel,94.7337278107,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.4393509232,-99.7804011733,Relaxed
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901117,LOCUST ECC,ALTERNATIVE INSTRUCTIONAL,,625 S 8TH ST,ABILENE,TX,79602-2711,625 S 8TH ST,ABILENE,TX,79602-2711,(325) 671-4569,(325) 671-4580,jennifer.putnam@abileneisd.org,,MRS JENNIFER PUTNAM   ,'EE-PK,355,Active, ,2015-03-14T05:35:26,418,USCGeocoder,63,1,4.01,,014089dd-1b13-4a73-b4c5-6a3b294b024e,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,14807.7214964,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.4395074658,-99.7302432929,Relaxed
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901118,LONG EL,REGULAR INSTRUCTIONAL,,3600 SHERRY LN,ABILENE,TX,79603-2002,3600 SHERRY LN,ABILENE,TX,79603-2002,(325) 671-4920,(325) 794-1360,michael.garcia@abileneisd.org,www.abileneisd.org,MR MICHAEL GARCIA   ,'EE KG-05,463,Active, ,2015-03-14T05:35:26,419,USCGeocoder,31,1,4.01,,7e140a56-a186-4ddf-a2b7-b6eeeea423b4,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,44779.8496957,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.4775638665,-99.7674965169,Relaxed
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901120,REAGAN EL,REGULAR INSTRUCTIONAL,,5340 HARTFORD ST,ABILENE,TX,79605-3522,5340 HARTFORD ST,ABILENE,TX,79605-3522,(325) 690-3627,(325) 794-1362,jennifer.haslup@abileneisd.org,www.abileneisd.org,MS JENNIFER HASLUP   ,'EE KG-05,523,Active, ,2015-03-14T05:35:26,420,USCGeocoder,31,1,4.01,,160bc024-e556-428e-8564-d23ada8dfa62,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,56572.3712602,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.4350079973,-99.792587647,Relaxed
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901121,TAYLOR EL,REGULAR INSTRUCTIONAL,,916 E N 13TH ST,ABILENE,TX,79601-3635,916 E N 13TH ST,ABILENE,TX,79601-3635,(325) 671-4970,(325) 794-1364,david.adams@abileneisd.org,www.abileneisd.org,MR DAVID ADAMS   ,'EE KG-05,600,Active, ,2015-03-14T05:35:26,421,USCGeocoder,78,1,4.01,,a989fd03-b9e7-4009-ac76-9706e57bd30a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2760.47552137,LinearInterpolationAddressRange,StreetSegment,95.8579881657,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.4636117972,-99.7305429934,Relaxed
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901124,SAM HOUSTON,ALTERNATIVE INSTRUCTIONAL,,317 N 6TH ST,ABILENE,TX,79601-5313,317 N 6TH ST,ABILENE,TX,79601-5313,(325) 671-4624,(325) 671-4632,connie.mangin@abileneisd.org,abileneisd.org,MS CONNIE MANGIN   ,'EE-12,32,Active, ,2015-03-14T05:35:26,422,USCGeocoder,47,1,4.01,,a995f634-ee47-416d-b32a-980de14d5ca5,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2661.2171031,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.4539497161,-99.7240006964,Exact
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901125,WOODSON ECC,ALTERNATIVE INSTRUCTIONAL,,520 N 9TH ST,ABILENE,TX,79601-4399,520 N 9TH ST,ABILENE,TX,79601-4399,(325) 671-4594,(325) 671-4602,jennifer.putnam@abileneisd.org,,MRS JENNIFER PUTNAM   ,'EE-PK,409,Active, ,2015-03-14T05:35:26,423,USCGeocoder,47,1,4.01,,1b216732-656c-4d36-a97f-a6c5c6983f77,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,20655.5595073,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.4593950083,-99.7273091652,Relaxed
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901128,EARLY EDUCATION SERVICES,ALTERNATIVE INSTRUCTIONAL,,2970 S 6TH ST,ABILENE,TX,79605-3040,2970 S 6TH ST,ABILENE,TX,79605-3040,(325) 677-8623,(325) 671-4523,connie.mangin@abileneisd.org,,MS CONNIE MANGIN   ,'EE-PK,0,Active,1982-09-01,2015-03-14T05:35:26,424,USCGeocoder,31,1,4.01,,5a7fd832-d8d1-480a-b610-66e600fceb31,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,7990.34217097,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.4451545763,-99.7598891695,Relaxed
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901138,WOODSON EARLY HEADSTART,ALTERNATIVE INSTRUCTIONAL,,949 PLUM ST,ABILENE,TX,79601,949 PLUM ST,ABILENE,TX,79601,(325) 671-4594,(325) 794-1363,georgiana.reagan@abileneisd.org,,GEORGINA REAGAN   ,'EE,52,Active,1989-01-12,2015-03-14T05:35:26,425,USCGeocoder,63,1,4.01,,5685c745-9a76-4d72-a496-9244e4c11223,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2619.03071684,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.4596769573,-99.7280807335,Exact
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901142,ABILENE BEHAVIORAL HEALTH,ALTERNATIVE INSTRUCTIONAL,,4225 WOODS PL,ABILENE,TX,79602,4225 WOODS PL,ABILENE,TX,79602,(325) 698-6600,(325) 794-1367,connie.mangin@abileneisd.org,,MS CONNIE MANGIN   ,'PK-12,35,Active,2003-10-01,2015-03-14T05:35:26,426,USCGeocoder,31,1,4.01,,9304ad26-aba8-4573-8327-0c27c16a3e23,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,8677.48817176,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.3998868514,-99.7391932602,Relaxed
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901150,WARD EL,REGULAR INSTRUCTIONAL,,3750 PAINT BRUSH,ABILENE,TX,79606-2679,3750 PAINT BRUSH,ABILENE,TX,79606-2679,(325) 690-3666,(325) 794-1366,steven.hodges@abileneisd.org,www.abileneisd.org,MR STEVE HODGES   ,'EE KG-05,550,Active,1992-09-01,2015-03-14T05:35:26,427,USCGeocoder,16,1,4.01,,87ffa4c9-2294-4569-bcbe-54f1e9086a44,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,44931.9103369,ArealInterpolationGeometricCentroid,Parcel,93.4911242604,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.3990793585,-99.7716262195,Relaxed
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901151,THOMAS EL,REGULAR INSTRUCTIONAL,,1240 LAKESIDE DR,ABILENE,TX,79602-4118,1240 LAKESIDE DR,ABILENE,TX,79602-4118,(325) 671-4995,(325) 794-1365,cindy.hay@abileneisd.org,www.abileneisd.org,MRS CINDY HAY   ,'EE KG-05,551,Active,1992-09-01,2015-03-14T05:35:26,428,USCGeocoder,78,1,4.01,,0e75c6e4-14d2-4532-96f7-1680d010ac06,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.434055,-99.717815,Exact
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901152,ORTIZ EL,REGULAR INSTRUCTIONAL,,2550 VOGEL,ABILENE,TX,79603-2233,2550 VOGEL,ABILENE,TX,79603-2233,(325) 671-4945,(325) 794-1361,suzanne.fulkerson@abileneisd.org,www.abileneisd.org,MRS SUZANNE FULKERSON   ,'EE KG-05,619,Active,1992-09-01,2015-03-14T05:35:26,429,USCGeocoder,31,1,4.01,,ee86c7fe-6df0-47bd-875f-4e9f52376d53,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,101464.191769,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.4800656781,-99.7531217186,Relaxed
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901153,BASSETTI EL,REGULAR INSTRUCTIONAL,,5749 HWY 277 S,ABILENE,TX,79606-1701,5749 HWY 277 S,ABILENE,TX,79606-1701,(325) 690-3720,(325) 794-1351,keri.thornburg@abileneisd.org,www.abileneisd.org,MRS KERI THORNBURG   ,'EE KG-05,602,Active,1992-09-01,2015-03-14T05:35:26,430,USCGeocoder,94,1,4.01,,8c12771a-f0c5-4986-8280-5231bb96dc67,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,22719.6078893,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.4128729815,-99.7986004963,Relaxed
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901154,REAGAN EARLY CHILDHOOD,REGULAR INSTRUCTIONAL,,5340 HARTFORD ST,ABILENE,TX,79605,5340 HARTFORD ST,ABILENE,TX,79605,(325) 671-4569,(325) 794-1369,jennifer.putnam@abileneisd.org,,JENNIFER PUTNAM   ,'EE-PK,61,Active,2011-06-22,2015-03-14T05:35:26,431,USCGeocoder,0,1,4.01,,a5bb844c-dca5-4099-b999-1667c0bf5473,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,56572.3712602,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.4350079973,-99.792587647,Relaxed
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901155,MARTINEZ EL,REGULAR INSTRUCTIONAL,,1250 MERCHANT ST,ABILENE,TX,79603,1250 MERCHANT ST,ABILENE,TX,79603,(325) 794-4160,(325) 794-1356,linda.case@abileneisd.org,,LINDA CASE   ,'EE KG-05,721,Active,2012-07-25,2015-03-14T05:35:26,432,USCGeocoder,78,1,4.01,,bbea639a-92ae-4e5a-9e25-739e03e34238,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5907.7825783,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.4636900927,-99.7426948707,Exact
'221,TAYLOR COUNTY,'14,'221901,ABILENE ISD,INDEPENDENT,P O BOX 981,ABILENE,TX,79604-0981,241 PINE,ABILENE,TX,79601,(325) 677-1444 ext:7639,(325) 794-1325,audra.ude@abileneisd.org,www.abileneisd.org,DR AUDRA UDE   ,17324,'221901208,DAY NURSERY OF ABILENE,ALTERNATIVE INSTRUCTIONAL,,625 S 8TH ST,ABILENE,TX,79602,625 S 8TH ST,ABILENE,TX,79602,(325) 671-4569,(325) 794-1369,jennifer.putnam@abileneisd.org,,JENNIFER PUTNAM   ,'EE-PK,49,Active,2006-04-07,2015-03-14T05:35:26,433,USCGeocoder,0,1,4.01,,b39c2c8d-bf5a-4733-8b06-d4139d6bb7bf,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,14807.7214964,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.4395074658,-99.7302432929,Relaxed
'221,TAYLOR COUNTY,'14,'221904,MERKEL ISD,INDEPENDENT,P O BOX 430,MERKEL,TX,79536-0430,300 ASH,MERKEL,TX,79536-0430,(325) 928-5813 ext:1100,(325) 928-3910,bhood@merkelisd.net,www.merkel.esc14.net/,MR WILLIAM L HOOD   ,1127,'221904001,MERKEL H S,REGULAR INSTRUCTIONAL,,P O BOX 430,MERKEL,TX,79536-0430,2000 S 7TH ST,MERKEL,TX,79536-0430,(325) 928-4667 ext:1500,(325) 928-4684,kjeter@merkelisd.net,www.merkel.esc14.net,BRYAN ALLEN   ,'09-12,328,Active, ,2015-03-14T05:35:26,434,USCGeocoder,47,1,4.01,,1cc2e929-04a8-4377-8591-66886b5d578f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.465696,-100.024907,Exact
'221,TAYLOR COUNTY,'14,'221904,MERKEL ISD,INDEPENDENT,P O BOX 430,MERKEL,TX,79536-0430,300 ASH,MERKEL,TX,79536-0430,(325) 928-5813 ext:1100,(325) 928-3910,bhood@merkelisd.net,www.merkel.esc14.net/,MR WILLIAM L HOOD   ,1127,'221904041,MERKEL J H,REGULAR INSTRUCTIONAL,,P O BOX 430,MERKEL,TX,79536-0430,302 ASH,MERKEL,TX,79536,(325) 928-5521 ext:1200,(325) 928-3138,tnall@merkel.esc14.net,www.merkel.esc14.net,MRS TAMMY NALL   ,'07-08,136,Active, ,2015-03-14T05:35:26,435,USCGeocoder,16,1,4.01,,345e49c5-18b4-4154-a65d-25462352372a,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,8366.12156942,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.4678266494,-100.016991491,Relaxed
'221,TAYLOR COUNTY,'14,'221904,MERKEL ISD,INDEPENDENT,P O BOX 430,MERKEL,TX,79536-0430,300 ASH,MERKEL,TX,79536-0430,(325) 928-5813 ext:1100,(325) 928-3910,bhood@merkelisd.net,www.merkel.esc14.net/,MR WILLIAM L HOOD   ,1127,'221904042,MERKEL MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 430,MERKEL,TX,79536,302 ASH,MERKEL,TX,79536,(325) 928-5511 ext:1200,(325) 928-3138,tnall@merkelisd.net,www.merkel.esc14.net,MRS TAMMY NALL   ,'05-06,167,Active,2012-06-06,2015-03-14T05:35:26,436,USCGeocoder,0,1,4.01,,618c769c-25a4-4f9e-acad-0d2515a6d3ba,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,8366.12156942,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.4678266494,-100.016991491,Relaxed
'221,TAYLOR COUNTY,'14,'221904,MERKEL ISD,INDEPENDENT,P O BOX 430,MERKEL,TX,79536-0430,300 ASH,MERKEL,TX,79536-0430,(325) 928-5813 ext:1100,(325) 928-3910,bhood@merkelisd.net,www.merkel.esc14.net/,MR WILLIAM L HOOD   ,1127,'221904102,MERKEL EL,REGULAR INSTRUCTIONAL,,P O BOX 430,MERKEL,TX,79536-0430,1502 S 5TH,MERKEL,TX,79536-0430,(325) 928-4795 ext:1400,(325) 928-3174,emunoz@merkelisd.net,www.merkel.esc14.net,ERNEST MUNOZ   ,'EE-02,310,Active, ,2015-03-14T05:35:26,437,USCGeocoder,31,1,4.01,,d80243c9-89a2-4dec-bf2d-aa12602c04d9,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3706.38169309,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.4665481184,-100.018897368,Relaxed
'221,TAYLOR COUNTY,'14,'221904,MERKEL ISD,INDEPENDENT,P O BOX 430,MERKEL,TX,79536-0430,300 ASH,MERKEL,TX,79536-0430,(325) 928-5813 ext:1100,(325) 928-3910,bhood@merkelisd.net,www.merkel.esc14.net/,MR WILLIAM L HOOD   ,1127,'221904104,MERKEL INT,REGULAR INSTRUCTIONAL,,P O BOX 430,MERKEL,TX,79536-0430,1601 S 3RD,MERKEL,TX,79536-0430,(325) 928-5464 ext:1300,(325) 928-3266,bjones@merkelisd.net,www.merkel.esc14.net,BRACK JONES   ,'03-04,186,Active,1996-05-15,2015-03-14T05:35:26,438,USCGeocoder,125,1,4.01,,d9e7a832-52e5-4995-9655-48cc7c7780e5,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2455.21600456,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.4683922518,-100.01808904,Relaxed
