CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_wesmartin_output_10_wm,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,
'101,HARRIS COUNTY,'04,'101925,HUFFMAN ISD,INDEPENDENT,P O BOX 2390,HUFFMAN,TX,77336-2390,24302 F M 2100,HUFFMAN,TX,77336-2390,(281) 324-1871,(281) 324-4319,mbull@huffmanisd.net,www.huffmanisd.net,DR CHRISTOPHER B SOILEAU   ,3389,'101925004,EXCEL ACADEMY,JJAEP INSTRUCTIONAL,,2525 MURWORTH,HOUSTON,TX,77054,2525 MURWORTH,HOUSTON,TX,77054, , ,,,DIANE HUBBELL   ,'06-12,0,Active,2002-10-18,2015-03-14T05:35:00,434,USCGeocoder,0,1,4.01,,dfb324cd-633c-4f6e-a9b4-848865e1d9d5,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,5485.26137672,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.6847088833,-95.4184294886,Relaxed,
'101,HARRIS COUNTY,'04,'101925,HUFFMAN ISD,INDEPENDENT,P O BOX 2390,HUFFMAN,TX,77336-2390,24302 F M 2100,HUFFMAN,TX,77336-2390,(281) 324-1871,(281) 324-4319,mbull@huffmanisd.net,www.huffmanisd.net,DR CHRISTOPHER B SOILEAU   ,3389,'101925041,HUFFMAN MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 2390,HUFFMAN,TX,77336-2390,3407 HUFFMAN EASTGATE RD,HUFFMAN,TX,77336,(281) 324-2598,(281) 324-2710,cflowers@huffmanisd.net,www.huffmanisd.net,MR CHRIS FLOWERS   ,'06-08,809,Active, ,2015-03-14T05:35:00,435,USCGeocoder,31,1,4.01,,b1282188-c443-48f6-9f96-be8240b22c5b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7069.10254744,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.0385752009,-95.0801208066,Relaxed;Soundex,
'101,HARRIS COUNTY,'04,'101925,HUFFMAN ISD,INDEPENDENT,P O BOX 2390,HUFFMAN,TX,77336-2390,24302 F M 2100,HUFFMAN,TX,77336-2390,(281) 324-1871,(281) 324-4319,mbull@huffmanisd.net,www.huffmanisd.net,DR CHRISTOPHER B SOILEAU   ,3389,'101925101,BEN BOWEN EARLY CHILDHOOD,REGULAR INSTRUCTIONAL,,P O BOX 2390,HUFFMAN,TX,77336-2390,24403 E LAKE HOUSTON PKWY,HUFFMAN,TX,77336-4447,(281) 324-1399,(281) 324-1646,jfillbrandt@huffmanisd.net,www.huffmanisd.net,MR JACK FILLBRANDT   ,'EE-01,598,Active, ,2015-03-14T05:35:00,436,USCGeocoder,63,1,4.01,,a7bceda8-f298-4095-b5e4-105c8d1c6396,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,122659.506661,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.0251575797,-95.1128664597,Relaxed,
'101,HARRIS COUNTY,'04,'101925,HUFFMAN ISD,INDEPENDENT,P O BOX 2390,HUFFMAN,TX,77336-2390,24302 F M 2100,HUFFMAN,TX,77336-2390,(281) 324-1871,(281) 324-4319,mbull@huffmanisd.net,www.huffmanisd.net,DR CHRISTOPHER B SOILEAU   ,3389,'101925102,COPELAND EL,REGULAR INSTRUCTIONAL,,P O BOX 2390,HUFFMAN,TX,77336-2390,24403 E LAKE HOUSTON PKWY,HUFFMAN,TX,77336-4447,(281) 324-7100,(281) 324-2076,mhutchinson@huffmanisd.net,www.huffmanisd.net,MRS MELISSA HUTCHINSON   ,'02-03,498,Active,1985-11-26,2015-03-14T05:35:00,437,USCGeocoder,0,1,4.01,,009063f6-be9d-49f6-b8dc-9f3f39b05742,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,122659.506661,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.0251575797,-95.1128664597,Relaxed,
'101,HARRIS COUNTY,'04,'101925,HUFFMAN ISD,INDEPENDENT,P O BOX 2390,HUFFMAN,TX,77336-2390,24302 F M 2100,HUFFMAN,TX,77336-2390,(281) 324-1871,(281) 324-4319,mbull@huffmanisd.net,www.huffmanisd.net,DR CHRISTOPHER B SOILEAU   ,3389,'101925103,HUFFMAN INT SCHL,REGULAR INSTRUCTIONAL,,P O BOX 2390,HUFFMAN,TX,77336,24403 E LAKE HOUSTON PKWY,HUFFMAN,TX,77336,(281) 324-9380,(281) 324-2076,aturner@huffmanisd.net,www.huffmanisd.net,MRS AMY TURNER   ,'04-05,502,Active,2007-06-18,2015-03-14T05:35:00,438,USCGeocoder,0,1,4.01,,691c3f73-7db8-4dab-9063-e535693c1ddd,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,122659.506661,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.0251575797,-95.1128664597,Relaxed,
'102,HARRISON COUNTY,'07,'102901,KARNACK ISD,INDEPENDENT,P O BOX 259,KARNACK,TX,75661-0259,14109 FM 134,KARNACK,TX,75661-9713,(903) 679-3117,(903) 679-4252,alove1@karnackisd.org,www.karnackisd.org,MRS COZZETTA ROBINSON   ,174,'102901002,KARNACK H S,REGULAR INSTRUCTIONAL,,P O BOX 259,KARNACK,TX,75661-0259,655 FASON ST,KARNACK,TX,75661-0259,(903) 679-3113,(903) 679-4264,tthomas@karnackisd.org,,MR TONY THOMAS   ,'07-12,47,Active, ,2015-03-14T05:35:00,439,USCGeocoder,109,1,4.01,,7e20036e-91ef-40de-a5ca-d5a3655c2f9f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Unknown,,,0,,,Exact,
'102,HARRISON COUNTY,'07,'102901,KARNACK ISD,INDEPENDENT,P O BOX 259,KARNACK,TX,75661-0259,14109 FM 134,KARNACK,TX,75661-9713,(903) 679-3117,(903) 679-4252,alove1@karnackisd.org,www.karnackisd.org,MRS COZZETTA ROBINSON   ,174,'102901004,WASKOM DAEP,DAEP INSTRUCTIONAL,,P O BOX 259,KARNACK,TX,75661, , ,TX, , , ,,,TONY THOMAS   ,'02-12,0,Active,2003-06-10,2015-03-14T05:35:00,440,USCGeocoder,281,1,4.01,,a33899a6-d530-4b5d-ba29-b6f43f8b0745,98,Unknown,Success,LOCATION_TYPE_USPS_ZIP_CODE,Kilometers,ArealInterpolation,695661.333,ArealInterpolationGeometricCentroid,State,100,FeatureClassBased,ReturnAll,,Unknown,,,0,,,Exact,
'102,HARRISON COUNTY,'07,'102901,KARNACK ISD,INDEPENDENT,P O BOX 259,KARNACK,TX,75661-0259,14109 FM 134,KARNACK,TX,75661-9713,(903) 679-3117,(903) 679-4252,alove1@karnackisd.org,www.karnackisd.org,MRS COZZETTA ROBINSON   ,174,'102901103,GEORGE WASHINGTON CARVER EL,REGULAR INSTRUCTIONAL,,P O BOX 259,KARNACK,TX,75661-0259,14161 FM RD 134,KARNACK,TX,75661-9713,(903) 679-3111,(903) 679-3163,jstuart@karnackisd.org,,MRS JOYCE W STUART   ,'EE-06,127,Active, ,2015-03-14T05:35:00,441,USCGeocoder,78,1,4.01,,6ef94e66-7095-44d0-85d7-103f74c3abc9,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.642977,-94.159389,Exact,
'102,HARRISON COUNTY,'07,'102902,MARSHALL ISD,INDEPENDENT,1305 E PINECREST DR,MARSHALL,TX,75670-7349,1305 E PINECREST DR,MARSHALL,TX,75670-7349,(903) 927-8701,(903) 935-0203,misdtx@marshallisd.com,www.marshallisd.com,DR MARCELL R SMITH   ,5547,'102902001,MARSHALL H S,REGULAR INSTRUCTIONAL,,1900 MAVERICK DR,MARSHALL,TX,75670-0949,1900 MAVERICK DR,MARSHALL,TX,75670-0949,(903) 927-8800,(903) 938-7052,,,MS KATINA BROWN   ,'09-12,1388,Active, ,2015-03-14T05:35:00,442,USCGeocoder,78,1,4.01,,5b324f5b-bd3a-4d84-bf33-f1585370f14d,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.530512,-94.353772,Exact,
'102,HARRISON COUNTY,'07,'102902,MARSHALL ISD,INDEPENDENT,1305 E PINECREST DR,MARSHALL,TX,75670-7349,1305 E PINECREST DR,MARSHALL,TX,75670-7349,(903) 927-8701,(903) 935-0203,misdtx@marshallisd.com,www.marshallisd.com,DR MARCELL R SMITH   ,5547,'102902041,MARSHALL J H,REGULAR INSTRUCTIONAL,,700 W HOUSTON,MARSHALL,TX,75670-3979,700 W HOUSTON,MARSHALL,TX,75670-3979,(903) 927-8830,(903) 927-8837,,,MR DAVID SEGERS   ,'07-08,750,Active, ,2015-03-14T05:35:00,443,USCGeocoder,31,1,4.01,,ce9556c1-4e2a-4c28-8b91-75408d948b6c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1891.24140455,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.544604289,-94.375231891,Relaxed,
'102,HARRISON COUNTY,'07,'102902,MARSHALL ISD,INDEPENDENT,1305 E PINECREST DR,MARSHALL,TX,75670-7349,1305 E PINECREST DR,MARSHALL,TX,75670-7349,(903) 927-8701,(903) 935-0203,misdtx@marshallisd.com,www.marshallisd.com,DR MARCELL R SMITH   ,5547,'102902042,PRICE T YOUNG MIDDLE,REGULAR INSTRUCTIONAL,,1501 SANFORD,MARSHALL,TX,75670-6040,1501 SANFORD,MARSHALL,TX,75670-6040,(903) 927-8850,(903) 927-8853,,,MS LINDA K LISTER   ,'05-06,381,Active, ,2015-03-14T05:35:00,444,USCGeocoder,16,1,4.01,,6a04a525-c008-4291-97f5-725d0db9468a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4586.88851227,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.5318516609,-94.379355175,Relaxed,
'102,HARRISON COUNTY,'07,'102902,MARSHALL ISD,INDEPENDENT,1305 E PINECREST DR,MARSHALL,TX,75670-7349,1305 E PINECREST DR,MARSHALL,TX,75670-7349,(903) 927-8701,(903) 935-0203,misdtx@marshallisd.com,www.marshallisd.com,DR MARCELL R SMITH   ,5547,'102902043,SAM HOUSTON MIDDLE,REGULAR INSTRUCTIONAL,,2905 E TRAVIS,MARSHALL,TX,75672-4501,2905 E TRAVIS,MARSHALL,TX,75672-4501,(903) 927-8860,(903) 927-8863,,,MS ANGELA FITZPATRICK   ,'05-06,441,Active, ,2015-03-14T05:35:00,445,USCGeocoder,31,1,4.01,,87387be1-1504-442c-8597-3aebb153feb5,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7113.8914943,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.5389434524,-94.3359481414,Relaxed,
'102,HARRISON COUNTY,'07,'102902,MARSHALL ISD,INDEPENDENT,1305 E PINECREST DR,MARSHALL,TX,75670-7349,1305 E PINECREST DR,MARSHALL,TX,75670-7349,(903) 927-8701,(903) 935-0203,misdtx@marshallisd.com,www.marshallisd.com,DR MARCELL R SMITH   ,5547,'102902101,G W CARVER EL,REGULAR INSTRUCTIONAL,,2302 HOLLAND ST,MARSHALL,TX,75670-5956,2302 HOLLAND ST,MARSHALL,TX,75670-5956,(903) 927-8870,(903) 927-8870,,,MRS KATHLEEN ABRAHAM   ,'KG-04,248,Active, ,2015-03-14T05:35:00,446,USCGeocoder,31,1,4.01,,f3016cec-bdd7-480e-a5df-af1a7e72bba8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7084.64179961,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.531240054,-94.3907688904,Exact,
'102,HARRISON COUNTY,'07,'102902,MARSHALL ISD,INDEPENDENT,1305 E PINECREST DR,MARSHALL,TX,75670-7349,1305 E PINECREST DR,MARSHALL,TX,75670-7349,(903) 927-8701,(903) 935-0203,misdtx@marshallisd.com,www.marshallisd.com,DR MARCELL R SMITH   ,5547,'102902103,CROCKETT EL,REGULAR INSTRUCTIONAL,,700 JASPER,MARSHALL,TX,75672-2699,700 JASPER,MARSHALL,TX,75672-2699,(903) 927-8880,(903) 927-8885,,,MS DARNISHA CARREATHERS   ,'KG-04,524,Active, ,2015-03-14T05:35:00,447,USCGeocoder,16,1,4.01,,3c187a5e-b8da-49fe-99e8-87dba76dc023,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5120.25017797,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.5469070151,-94.3214088012,Relaxed,
'102,HARRISON COUNTY,'07,'102902,MARSHALL ISD,INDEPENDENT,1305 E PINECREST DR,MARSHALL,TX,75670-7349,1305 E PINECREST DR,MARSHALL,TX,75670-7349,(903) 927-8701,(903) 935-0203,misdtx@marshallisd.com,www.marshallisd.com,DR MARCELL R SMITH   ,5547,'102902106,R E LEE EL,REGULAR INSTRUCTIONAL,,1315 CALLOWAY ST,MARSHALL,TX,75670-1607,1315 CALLOWAY ST,MARSHALL,TX,75670-1607,(903) 927-8890,(903) 927-8891,,,MS KRESHA LANE   ,'KG-04,325,Active, ,2015-03-14T05:35:00,448,USCGeocoder,16,1,4.01,,398fd4a9-b195-4d54-9639-319e5efd4ad1,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4521.68644109,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.5559614018,-94.3644616624,Exact,
'102,HARRISON COUNTY,'07,'102902,MARSHALL ISD,INDEPENDENT,1305 E PINECREST DR,MARSHALL,TX,75670-7349,1305 E PINECREST DR,MARSHALL,TX,75670-7349,(903) 927-8701,(903) 935-0203,misdtx@marshallisd.com,www.marshallisd.com,DR MARCELL R SMITH   ,5547,'102902107,SOUTH MARSHALL EL,REGULAR INSTRUCTIONAL,,1600 MEADOW,MARSHALL,TX,75670-6863,1600 MEADOW,MARSHALL,TX,75670-6863,(903) 927-8770,(903) 927-8771,,,MS VICKIE BURNS   ,'KG-04,492,Active, ,2015-03-14T05:35:00,449,USCGeocoder,47,1,4.01,,cf99f92c-9504-4cad-9d31-ece1b0be4fd7,9,AddressZIPCentroid,Success,LOCATION_TYPE_USPS_ZIP_CODE,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.5453,-94.367462,Exact,
'102,HARRISON COUNTY,'07,'102902,MARSHALL ISD,INDEPENDENT,1305 E PINECREST DR,MARSHALL,TX,75670-7349,1305 E PINECREST DR,MARSHALL,TX,75670-7349,(903) 927-8701,(903) 935-0203,misdtx@marshallisd.com,www.marshallisd.com,DR MARCELL R SMITH   ,5547,'102902108,WM B TRAVIS EL,REGULAR INSTRUCTIONAL,,300 W CAROLANNE,MARSHALL,TX,75672-7599,300 W CAROLANNE,MARSHALL,TX,75672-7599,(903) 927-8780,(903) 927-8782,,,MS STEPHANIE HENDERSON   ,'KG-04,392,Active, ,2015-03-14T05:35:00,450,USCGeocoder,16,1,4.01,,9cd636ab-dc0c-4633-afce-767e55b77a0a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4951.58845186,LinearInterpolationAddressRange,StreetSegment,92.899408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.5169336255,-94.3568242539,Relaxed,
'102,HARRISON COUNTY,'07,'102902,MARSHALL ISD,INDEPENDENT,1305 E PINECREST DR,MARSHALL,TX,75670-7349,1305 E PINECREST DR,MARSHALL,TX,75670-7349,(903) 927-8701,(903) 935-0203,misdtx@marshallisd.com,www.marshallisd.com,DR MARCELL R SMITH   ,5547,'102902110,WASHINGTON ECH CTR,REGULAR INSTRUCTIONAL,,1202 EVANS,MARSHALL,TX,75670-0949,1202 EVANS,MARSHALL,TX,75670-0949,(903) 927-8790,(903) 927-8794,,,DETRICE FISHER   ,'EE-PK,302,Active,1989-06-29,2015-03-14T05:35:00,451,USCGeocoder,47,1,4.01,,21747e24-485d-41b1-b17b-9e811b38afdf,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6564.3183633,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.5546202789,-94.3798678367,Relaxed,
'102,HARRISON COUNTY,'07,'102902,MARSHALL ISD,INDEPENDENT,1305 E PINECREST DR,MARSHALL,TX,75670-7349,1305 E PINECREST DR,MARSHALL,TX,75670-7349,(903) 927-8701,(903) 935-0203,misdtx@marshallisd.com,www.marshallisd.com,DR MARCELL R SMITH   ,5547,'102902116,J H MOORE EL,REGULAR INSTRUCTIONAL,,2303 NORWOOD ST,MARSHALL,TX,75670-0504,2303 NORWOOD ST,MARSHALL,TX,75670-0504,(903) 927-8760,(903) 927-8761,,,DR MELINDA JENNINGS   ,'KG-04,304,Active, ,2015-03-14T05:35:00,452,USCGeocoder,47,1,4.01,,b95b56ce-a62b-4d91-9018-ebb6887f2410,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1882.59569874,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.5639083478,-94.3836758151,Exact,
'102,HARRISON COUNTY,'07,'102903,WASKOM ISD,INDEPENDENT,P O BOX 748,WASKOM,TX,75692-0748,365 SCHOOL AVE,WASKOM,TX,75692-0748,(903) 687-3361,(903) 687-3253,jcox@waskomisd.net,www.waskomisd.net,JIMMY COX   ,912,'102903002,WASKOM H S,REGULAR INSTRUCTIONAL,,P O BOX 748,WASKOM,TX,75692-0748,980 SCHOOL AVE,WASKOM,TX,75692-0748,(903) 687-3361 ext:1301,(903) 687-2897,achilcoat@waskomisd.net,waskomisd.net,ANDREW CHILCOAT   ,'09-12,274,Active, ,2015-03-14T05:35:00,453,USCGeocoder,31,1,4.01,,19615edd-e073-4b55-b7e5-abe25681fe81,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.475495,-94.072199,Exact,
'102,HARRISON COUNTY,'07,'102903,WASKOM ISD,INDEPENDENT,P O BOX 748,WASKOM,TX,75692-0748,365 SCHOOL AVE,WASKOM,TX,75692-0748,(903) 687-3361,(903) 687-3253,jcox@waskomisd.net,www.waskomisd.net,JIMMY COX   ,912,'102903003,EXCELL PROGRAM,ALTERNATIVE INSTRUCTIONAL,,P O BOX 748,WASKOM,TX,75692-0748,235 W TEXAS AVE,WASKOM,TX,75692-0748,(903) 687-3361 ext:1310,(903) 687-2897,dswaim@waskomisd.net,,    ,'06-12,0,Active,1996-01-01,2015-03-14T05:35:00,454,USCGeocoder,31,1,4.01,,3df196f5-2ebd-46b7-9b84-95f367f6fca0,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.479619,-94.065265,Exact,
'102,HARRISON COUNTY,'07,'102903,WASKOM ISD,INDEPENDENT,P O BOX 748,WASKOM,TX,75692-0748,365 SCHOOL AVE,WASKOM,TX,75692-0748,(903) 687-3361,(903) 687-3253,jcox@waskomisd.net,www.waskomisd.net,JIMMY COX   ,912,'102903041,WASKOM MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 748,WASKOM,TX,75692-0748,255 SCHOOL AVE,WASKOM,TX,75692-0748,(903) 687-3361 ext:1201,(903) 687-3372,rhawkins@waskomisd.net,waskomisd.net,RACHEL HAWKINS   ,'05-08,299,Active, ,2015-03-14T05:35:00,455,USCGeocoder,0,1,4.01,,7b68ad83-31ff-45de-99cb-a2d565345ba7,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2504.15344913,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.4779405792,-94.0754462896,Exact,
'102,HARRISON COUNTY,'07,'102903,WASKOM ISD,INDEPENDENT,P O BOX 748,WASKOM,TX,75692-0748,365 SCHOOL AVE,WASKOM,TX,75692-0748,(903) 687-3361,(903) 687-3253,jcox@waskomisd.net,www.waskomisd.net,JIMMY COX   ,912,'102903103,WASKOM EL,REGULAR INSTRUCTIONAL,,P O BOX 748,WASKOM,TX,75692-0748,301 SCHOOL AVE,WASKOM,TX,75692-0748,(903) 687-3361 ext:1100,(903) 687-3377,wyoungblood@waskomisd.net,waskomisd.net,MR RANDALL WADE YOUNGBLOOD   ,'EE-04,339,Active, ,2015-03-14T05:35:00,456,USCGeocoder,0,1,4.01,,320cfaa8-e1a7-4849-beeb-1f9c3b1ea66c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2144.84727572,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.4773375941,-94.0637767082,Exact,
'102,HARRISON COUNTY,'07,'102904,HALLSVILLE ISD,INDEPENDENT,P O BOX 810,HALLSVILLE,TX,75650-0810,210 GREEN ST,HALLSVILLE,TX,75650-0810,(903) 668-5990 ext:5032,(903) 668-5990,tbeard@hisd.com,www.hisd.com,MR JIM DUNLAP   ,4824,'102904002,HALLSVILLE H S,REGULAR INSTRUCTIONAL,,P O BOX 810,HALLSVILLE,TX,75650-0810,616 CAL YOUNG RD,HALLSVILLE,TX,75650-0810,(903) 668-5990 ext:2124,(903) 668-5990,jmartin@hisd.com,www.hisd.com,MR JOHN MARTIN   ,'09-12,1342,Active, ,2015-03-14T05:35:00,457,USCGeocoder,78,1,4.01,,c096294c-c441-482b-b8de-4e8363ecbb17,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.516728,-94.591452,Exact,
'102,HARRISON COUNTY,'07,'102904,HALLSVILLE ISD,INDEPENDENT,P O BOX 810,HALLSVILLE,TX,75650-0810,210 GREEN ST,HALLSVILLE,TX,75650-0810,(903) 668-5990 ext:5032,(903) 668-5990,tbeard@hisd.com,www.hisd.com,MR JIM DUNLAP   ,4824,'102904003,HALLSVILLE DAEP,DAEP INSTRUCTIONAL,,P O BOX 810,HALLSVILLE,TX,75650,#1 BOBCAT LN,HALLSVILLE,TX,75650-0810,(903) 668-5990,(903) 668-5990,jcasey@hisd.com,www.hisd.com,MR JESSE CASEY   ,'04-12,0,Active,2002-06-14,2015-03-14T05:35:00,458,USCGeocoder,16,1,4.01,,b2b6b2dd-2ef2-4be2-91e3-a3bab0760abf,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.488923,-94.572396,Exact,
'102,HARRISON COUNTY,'07,'102904,HALLSVILLE ISD,INDEPENDENT,P O BOX 810,HALLSVILLE,TX,75650-0810,210 GREEN ST,HALLSVILLE,TX,75650-0810,(903) 668-5990 ext:5032,(903) 668-5990,tbeard@hisd.com,www.hisd.com,MR JIM DUNLAP   ,4824,'102904010,HALLSVILLE VIRTUAL SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 810,HALLSVILLE,TX,75650-0810,210 GREEN ST,HALLSVILLE,TX,75650-0810,(903) 668-5990,(903) 668-5990,jcasey@hisd.com,hisd.com,MR JESSE CASEY   ,'09,-1,Active,2014-08-12,2015-03-14T05:35:00,459,USCGeocoder,31,1,4.01,,bbbfd072-6f6c-44fd-ab5c-d4af961e3562,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Unknown,,,0,,,Exact,
'102,HARRISON COUNTY,'07,'102904,HALLSVILLE ISD,INDEPENDENT,P O BOX 810,HALLSVILLE,TX,75650-0810,210 GREEN ST,HALLSVILLE,TX,75650-0810,(903) 668-5990 ext:5032,(903) 668-5990,tbeard@hisd.com,www.hisd.com,MR JIM DUNLAP   ,4824,'102904041,HALLSVILLE J H,REGULAR INSTRUCTIONAL,,P O BOX 810,HALLSVILLE,TX,75650-0810,#1 BOBCAT LN,HALLSVILLE,TX,75650-0810,(903) 668-5990 ext:2501,(903) 668-5990,lslaten@hisd.com,www.hisd.com,MRS LINDSAY SLATEN   ,'06-08,1122,Active, ,2015-03-14T05:35:00,460,USCGeocoder,31,1,4.01,,c46f0f9f-82e3-4b33-b568-a01079065c66,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.488923,-94.572396,Exact,
