CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_nicolecobler_output_03_nc,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'037,CHEROKEE COUNTY,'07,'037907,RUSK ISD,INDEPENDENT,203 E 7TH ST,RUSK,TX,75785-1122,203 E 7TH ST,RUSK,TX,75785-1122,(903) 683-5592,(903) 683-2104,scott.davis@ruskisd.net,www.ruskisd.net,SCOTT W DAVIS   ,2210,'037907002,RUSK H S,REGULAR INSTRUCTIONAL,,203 E 7TH ST,RUSK,TX,75785-1122,495 EAGLE DR,RUSK,TX,75785-1122,(903) 683-5401,(903) 683-6090,scott.schwartz@ruskisd.net,www.ruskisd.net,SCOTT SCHWARTZ   ,'09-12,575,Active, ,2015-03-14T05:35:02,394,USCGeocoder,31,1,4.01,,e3e95692-28f4-4929-bd7a-164eec38c426,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.780332,-95.143663,Exact
'037,CHEROKEE COUNTY,'07,'037907,RUSK ISD,INDEPENDENT,203 E 7TH ST,RUSK,TX,75785-1122,203 E 7TH ST,RUSK,TX,75785-1122,(903) 683-5592,(903) 683-2104,scott.davis@ruskisd.net,www.ruskisd.net,SCOTT W DAVIS   ,2210,'037907041,RUSK J H,REGULAR INSTRUCTIONAL,,203 E 7TH ST,RUSK,TX,75785-1122,1345 S MAIN ST,RUSK,TX,75785-1122,(903) 683-2502,(903) 683-4363,john.burkhalter@ruskisd.net,www.ruskisd.net,JOHN BURKHALTER   ,'06-08,532,Active, ,2015-03-14T05:35:02,395,USCGeocoder,47,1,4.01,,1a0213b0-ed0f-4d69-95ee-314d65ef06af,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.784837,-95.150497,Exact
'037,CHEROKEE COUNTY,'07,'037907,RUSK ISD,INDEPENDENT,203 E 7TH ST,RUSK,TX,75785-1122,203 E 7TH ST,RUSK,TX,75785-1122,(903) 683-5592,(903) 683-2104,scott.davis@ruskisd.net,www.ruskisd.net,SCOTT W DAVIS   ,2210,'037907100,RUSK INTERMEDIATE,REGULAR INSTRUCTIONAL,,203 E 7TH ST,RUSK,TX,75785-1122,1143 LOOP 343 W,RUSK,TX,75785,(903) 683-1726,(903) 683-5167,carlene.clayton@ruskisd.net,www.ruskisd.net,CARLENE CLAYTON   ,'04-05,351,Active,2002-10-10,2015-03-14T05:35:02,396,USCGeocoder,94,1,4.01,,77bdeb5c-c52d-4f20-a070-1ed2ada50ba6,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.78335,-95.144822,Exact
'037,CHEROKEE COUNTY,'07,'037907,RUSK ISD,INDEPENDENT,203 E 7TH ST,RUSK,TX,75785-1122,203 E 7TH ST,RUSK,TX,75785-1122,(903) 683-5592,(903) 683-2104,scott.davis@ruskisd.net,www.ruskisd.net,SCOTT W DAVIS   ,2210,'037907102,RUSK EL,REGULAR INSTRUCTIONAL,,203 E 7TH ST,RUSK,TX,75785-1122,300 N HENDERSON ST,RUSK,TX,75785-1122,(903) 683-2595,(903) 683-6104,debbie.welch@ruskisd.net,www.ruskisd.net,DEBBIE WELCH   ,'02-03,320,Active, ,2015-03-14T05:35:02,397,USCGeocoder,16,1,4.01,,87fa74ac-7cb0-42c2-842f-d91c9640e2e8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2553.39726619,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.7939826224,-95.1492818149,Exact
'037,CHEROKEE COUNTY,'07,'037907,RUSK ISD,INDEPENDENT,203 E 7TH ST,RUSK,TX,75785-1122,203 E 7TH ST,RUSK,TX,75785-1122,(903) 683-5592,(903) 683-2104,scott.davis@ruskisd.net,www.ruskisd.net,SCOTT W DAVIS   ,2210,'037907103,RUSK PRIMARY,REGULAR INSTRUCTIONAL,,203 E 7TH ST,RUSK,TX,75785-1122,440 COLLINS ST,RUSK,TX,75785-1122,(903) 683-6106,(903) 683-6299,sandra.lenard@ruskisd.net,www.ruskisd.net,SANDRA LENARD   ,'EE-01,432,Active, ,2015-03-14T05:35:02,398,USCGeocoder,31,1,4.01,,cda6b446-7199-40a4-89bb-98200afa902a,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.78646,-95.13949,Exact
'037,CHEROKEE COUNTY,'07,'037908,NEW SUMMERFIELD ISD,INDEPENDENT,P O BOX 6,NEW SUMMERFIELD,TX,75780-0006,13307 HWY 110 S,NEW SUMMERFIELD,TX,75780-0006,(903) 726-3306,(903) 726-3405,gweiss@newsummerfieldisd.net,www.nsisd.sprnet.org,GREGG WEISS   ,539,'037908001,NEW SUMMERFIELD SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 6,NEW SUMMERFIELD,TX,75780-0006,13307 HWY 110 S,NEW SUMMERFIELD,TX,75780-0006,(903) 726-3306,(903) 726-3405,gweiss@newsummerfieldisd.net,,    ,'EE-12,539,Active,1988-07-01,2015-03-14T05:35:02,399,USCGeocoder,94,1,4.01,,fec0676f-4049-4990-a43d-4be2986837e6,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.979245,-95.09497,Exact
'037,CHEROKEE COUNTY,'07,'037909,WELLS ISD,INDEPENDENT,P O BOX 469,WELLS,TX,75976-0469,160 RUSK AVE,WELLS,TX,75976-0469,(936) 867-4466,(936) 867-4497,dmorton@wells.esc7.net,www.wells.esc7.net/,MR DALE MORTON   ,299,'037909001,WELLS H S,REGULAR INSTRUCTIONAL,,P O BOX 469,WELLS,TX,75976-0469,160 RUSK AVE,WELLS,TX,75976-0469,(936) 867-4400,(936) 867-4466,gapplewhite@wells.esc7.net,,MR GARY PAUL APPLEWHITE   ,'09-12,79,Active, ,2015-03-14T05:35:02,400,USCGeocoder,16,1,4.01,,2ffbf5af-2d46-4fe7-9816-f48b646cd5e7,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2417.88188197,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.4871475591,-94.93700633,Exact
'037,CHEROKEE COUNTY,'07,'037909,WELLS ISD,INDEPENDENT,P O BOX 469,WELLS,TX,75976-0469,160 RUSK AVE,WELLS,TX,75976-0469,(936) 867-4466,(936) 867-4497,dmorton@wells.esc7.net,www.wells.esc7.net/,MR DALE MORTON   ,299,'037909101,WELLS EL,REGULAR INSTRUCTIONAL,,P O BOX 469,WELLS,TX,75976-0469,160 RUSK AVE,WELLS,TX,75976-0469,(936) 867-4400,(936) 867-4466,kkilcrease@wells.esc7.net,,MRS KATHY KILCREASE   ,'PK-08,220,Active, ,2015-03-14T05:35:02,401,USCGeocoder,16,1,4.01,,ec85d710-c196-4a27-9e00-7125008d13a8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2417.88188197,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.4871475591,-94.93700633,Exact
'038,CHILDRESS COUNTY,'16,'038901,CHILDRESS ISD,INDEPENDENT,P O BOX 179,CHILDRESS,TX,79201-0179,308 3RD ST NW,CHILDRESS,TX,79201-4542,(940) 937-2501 ext:102 ,(940) 937-2938,hgarrision@childressisd.net,www.childressisd.net,RICK TERAN   ,1152,'038901001,CHILDRESS H S,REGULAR INSTRUCTIONAL,,800 AVE J N W,CHILDRESS,TX,79201-2830,800 AVE J N W,CHILDRESS,TX,79201-2830,(940) 937-6131 ext:401 ,(940) 937-2039,ekirkpatrick@childressisd.net,,MR JOE WALDRON   ,'09-12,306,Active, ,2015-03-14T05:35:02,402,USCGeocoder,63,1,4.01,,db05bd79-36b7-4139-b268-1f854e7d2b9f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,34.434248,-100.209659,Exact
'038,CHILDRESS COUNTY,'16,'038901,CHILDRESS ISD,INDEPENDENT,P O BOX 179,CHILDRESS,TX,79201-0179,308 3RD ST NW,CHILDRESS,TX,79201-4542,(940) 937-2501 ext:102 ,(940) 937-2938,hgarrision@childressisd.net,www.childressisd.net,RICK TERAN   ,1152,'038901041,CHILDRESS J H,REGULAR INSTRUCTIONAL,,700 COMMERCE ST,CHILDRESS,TX,79201-3750,700 COMMERCE ST,CHILDRESS,TX,79201-3750,(940) 937-3641,(940) 937-8427,mmeacham@childressisd.net,,MRS MARSHA MEACHAM   ,'06-08,271,Active, ,2015-03-14T05:35:02,403,USCGeocoder,0,1,4.01,,3c31b192-53da-4162-adab-c2fa8d1a3b21,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2639.42532824,LinearInterpolationAddressRange,StreetSegment,97.6331360947,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.427718777,-100.204873136,Relaxed
'038,CHILDRESS COUNTY,'16,'038901,CHILDRESS ISD,INDEPENDENT,P O BOX 179,CHILDRESS,TX,79201-0179,308 3RD ST NW,CHILDRESS,TX,79201-4542,(940) 937-2501 ext:102 ,(940) 937-2938,hgarrision@childressisd.net,www.childressisd.net,RICK TERAN   ,1152,'038901102,CHILDRESS EL,REGULAR INSTRUCTIONAL,,300 3RD ST S E,CHILDRESS,TX,79201-5414,300 3RD ST S E,CHILDRESS,TX,79201-5414,(940) 937-6313,(940) 937-2165,jword@childressisd.net,,ANN JOHNSON   MISS JANET WORD   ,'EE-05,575,Active, ,2015-03-14T05:35:02,404,USCGeocoder,31,1,4.01,,5c9c9f1e-ef4a-438b-b1f6-ed0879ca8a91,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,34.41846,-100.20732,Exact
'039,CLAY COUNTY,'09,'039902,HENRIETTA ISD,INDEPENDENT,1801 E CRAFTON,HENRIETTA,TX,76365-2414,1801 E CRAFTON,HENRIETTA,TX,76365-2414,(940) 720-7900 ext:2000,(940) 538-7505,jeff.mcclure@henrietta-isd.net,www.henrietta-isd.net/,MR JEFF MCCLURE   ,985,'039902001,HENRIETTA H S,REGULAR INSTRUCTIONAL,,1700 E CRAFTON ST,HENRIETTA,TX,76365-2499,1700 E CRAFTON ST,HENRIETTA,TX,76365-2499,(940) 720-7930,(940) 538-7535,Gary.Parrish@henrietta-isd.net,www.henrietta-isd.net,MR GARY PARRISH   ,'09-12,295,Active, ,2015-03-14T05:35:02,405,USCGeocoder,47,1,4.01,,8c8fa1cf-5335-40dd-af8a-068d3e5f0d8e,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.819793,-98.178701,Exact
'039,CLAY COUNTY,'09,'039902,HENRIETTA ISD,INDEPENDENT,1801 E CRAFTON,HENRIETTA,TX,76365-2414,1801 E CRAFTON,HENRIETTA,TX,76365-2414,(940) 720-7900 ext:2000,(940) 538-7505,jeff.mcclure@henrietta-isd.net,www.henrietta-isd.net/,MR JEFF MCCLURE   ,985,'039902041,HENRIETTA MIDDLE,REGULAR INSTRUCTIONAL,,308 E GILBERT ST,HENRIETTA,TX,76365-2802,308 E GILBERT ST,HENRIETTA,TX,76365-2802,(940) 720-7920,(940) 538-7525,Quana.west@henrietta-isd.net,www.henrietta-isd.net,QUANA WEST   ,'06-08,208,Active, ,2015-03-14T05:35:02,406,USCGeocoder,31,1,4.01,,77aca0c6-1105-4b86-a9d0-59932043fdb0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2206.25954235,LinearInterpolationAddressRange,StreetSegment,95.8579881657,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.8155124024,-98.1983229279,Relaxed
'039,CLAY COUNTY,'09,'039902,HENRIETTA ISD,INDEPENDENT,1801 E CRAFTON,HENRIETTA,TX,76365-2414,1801 E CRAFTON,HENRIETTA,TX,76365-2414,(940) 720-7900 ext:2000,(940) 538-7505,jeff.mcclure@henrietta-isd.net,www.henrietta-isd.net/,MR JEFF MCCLURE   ,985,'039902101,HENRIETTA EL,REGULAR INSTRUCTIONAL,,1600 E CRAFTON ST,HENRIETTA,TX,76365-2498,1600 E CRAFTON ST,HENRIETTA,TX,76365-2498,(940) 720-7910,(940) 538-7515,kendra.bennett@henrietta-isd.net,www.henrietta-isd.net,KENDRA BENNETT   ,'EE-05,482,Active, ,2015-03-14T05:35:02,407,USCGeocoder,31,1,4.01,,0907d4fa-b9ee-4620-9cff-78a27d58a834,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.819882,-98.179634,Exact
'039,CLAY COUNTY,'09,'039903,PETROLIA CISD,INDEPENDENT,P O BOX 176,PETROLIA,TX,76377-0176,701 S PRAIRIE,PETROLIA,TX,76377-0176,(940) 524-3555,(940) 524-3370,derrith.welch@esc9.net,petroliaisd.org/,MR DERRITH L WELCH   ,520,'039903001,PETROLIA JUNIOR HIGH/HIGH SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 176,PETROLIA,TX,76377-0176,8307 FM 810,PETROLIA,TX,76377-0176,(940) 524-3264,(940) 524-3215,gary.waitman@esc9.net,petroliaisd.org/,MR GARY WAITMAN   ,'07-12,223,Active, ,2015-03-14T05:35:02,408,USCGeocoder,63,1,4.01,,ddfaaa1b-cc58-49b7-8c6c-a4eeb555730a,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,34.010915,-98.228064,Exact
'039,CLAY COUNTY,'09,'039903,PETROLIA CISD,INDEPENDENT,P O BOX 176,PETROLIA,TX,76377-0176,701 S PRAIRIE,PETROLIA,TX,76377-0176,(940) 524-3555,(940) 524-3370,derrith.welch@esc9.net,petroliaisd.org/,MR DERRITH L WELCH   ,520,'039903101,PETROLIA EL,REGULAR INSTRUCTIONAL,,P O BOX 176,PETROLIA,TX,76377-0176,701 S PRAIRIE AVE,PETROLIA,TX,76377-0176,(940) 524-3433,(940) 524-3302,kim.williams@esc9.net,petroliaisd.org/,KIMBERLEY WILLIAMS   ,'EE-06,297,Active,1996-07-01,2015-03-14T05:35:02,409,USCGeocoder,31,1,4.01,,4c90b31f-832b-498b-b409-bf00c0d6a70b,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,34.00959,-98.226229,Exact
'039,CLAY COUNTY,'09,'039904,BELLEVUE ISD,INDEPENDENT,P O BOX 38,BELLEVUE,TX,76228-0038,500 SEVENTH ST,BELLEVUE,TX,76228-0038,(940) 928-2104,(940) 928-2583,dean.gilstrap@bellevueisd.org,www.bellevueisd.org,MR DEAN GILSTRAP   ,147,'039904001,BELLEVUE SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 38,BELLEVUE,TX,76228-0038,500 SEVENTH ST,BELLEVUE,TX,76228-0038,(940) 928-2104,(940) 928-2583,michael.qualls@bellevueisd.org,www.bellevueisd.org,MR MICHAEL QUALLS   ,'KG-12,147,Active, ,2015-03-14T05:35:02,410,USCGeocoder,47,1,4.01,,9c1d78b0-2b01-45d4-970c-9b157bdd3378,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.631379,-98.017478,Exact
'039,CLAY COUNTY,'09,'039905,MIDWAY ISD,INDEPENDENT,12142 STATE HWY 148 S,HENRIETTA,TX,76365-7210,12142 STATE HWY 148 S,HENRIETTA,TX,76365-7210,(940) 476-2215,(940) 476-2226,midwayha@yahoo.com,www2.esc9.net/midway,MR HOLLIS ADAMS JR   ,97,'039905001,MIDWAY SCHOOL,REGULAR INSTRUCTIONAL,,12142 STATE HWY 148 S,HENRIETTA,TX,76365-7210,12142 STATE HWY 148 S,HENRIETTA,TX,76365-7210,(940) 476-2222,(940) 476-2226,cherry.johnston@esc9.net,www2.esc9.net/midway/,CHERRY JOHNSTON   ,'KG-12,97,Active, ,2015-03-14T05:35:02,411,USCGeocoder,94,1,4.01,,3e7735cc-f3af-4e67-bc7e-6427e27bccc7,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.628449,-98.200856,Exact
'040,COCHRAN COUNTY,'17,'040901,MORTON ISD,INDEPENDENT,500 CHAMPION DR,MORTON,TX,79346-3399,500 CHAMPION DR,MORTON,TX,79346-3399,(806) 266-5505,(806) 266-5449,vicki.rice@mortonisd.net,www.mortonisd.net,VICKI RICE   ,433,'040901001,MORTON SCHOOL,REGULAR INSTRUCTIONAL,,500 CHAMPION DR,MORTON,TX,79346-3399,500 CHAMPION DR,MORTON,TX,79346-3399,(806) 266-5505,(806) 266-5449,john.albin@mortonisd.net,mortonisd.net,MR JOHN ALBIN   ,'PK-12,-1,Active, ,2015-03-14T05:35:02,412,USCGeocoder,94,1,4.01,,0abc1e3f-febe-4f35-9af1-f79fe53dbc15,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4720.08676821,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.7214376835,-102.764003255,Exact
'040,COCHRAN COUNTY,'17,'040901,MORTON ISD,INDEPENDENT,500 CHAMPION DR,MORTON,TX,79346-3399,500 CHAMPION DR,MORTON,TX,79346-3399,(806) 266-5505,(806) 266-5449,vicki.rice@mortonisd.net,www.mortonisd.net,VICKI RICE   ,433,'040901002,P E P,ALTERNATIVE INSTRUCTIONAL,,P O BOX 394,PEP,TX,79353-0394,STATE HWY 303,PEP,TX,79353-0394,(806) 933-4499,(806) 933-4699,jeff.hill@mortonisd.net,,MR JEFF HILL   ,'09-12,-1,Active,1994-07-01,2015-03-14T05:35:02,413,USCGeocoder,31,1,4.01,,815dd0ed-f534-407b-91ef-0b68b5772d57,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.77195,-102.559209,Exact
'040,COCHRAN COUNTY,'17,'040902,WHITEFACE CISD,INDEPENDENT,P O BOX 7,WHITEFACE,TX,79379-0007,401 ANTELOPE BLVD,WHITEFACE,TX,79379,(806) 287-1154 ext:200 ,(806) 287-1131,tbentley@whitefaceschool.net,www.whitefaceschool.net,MR GARY HARRELL   ,362,'040902001,WHITEFACE H S,REGULAR INSTRUCTIONAL,,P O BOX 67,WHITEFACE,TX,79379,401 ANTELOPE BLVD,WHITEFACE,TX,79379,(806) 287-1104,(806) 287-1131,James.German@whitefaceschool.net,www.whitefaceschool.net,MR CHRISTOPHER MENDEZ   ,'06-12,-1,Active, ,2015-03-14T05:35:02,414,USCGeocoder,47,1,4.01,,ebe84936-7a83-42c2-9cfd-f80ef0f67f04,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.600028,-102.617209,Exact
'040,COCHRAN COUNTY,'17,'040902,WHITEFACE CISD,INDEPENDENT,P O BOX 7,WHITEFACE,TX,79379-0007,401 ANTELOPE BLVD,WHITEFACE,TX,79379,(806) 287-1154 ext:200 ,(806) 287-1131,tbentley@whitefaceschool.net,www.whitefaceschool.net,MR GARY HARRELL   ,362,'040902002,P E P ALTER CO-OP,ALTERNATIVE INSTRUCTIONAL,,P O BOX 394,PEP,TX,79353-0394,HWY 303,PEP,TX,79353-0394,(806) 933-4499,(806) 933-4699,,,MRS FREDDA SCHOOLER   ,'09-12,-1,Active,1993-07-01,2015-03-14T05:35:02,415,USCGeocoder,31,1,4.01,,85d2323a-440f-4fac-a8aa-a1e0570b5b13,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.771959,-102.559231,Exact
'040,COCHRAN COUNTY,'17,'040902,WHITEFACE CISD,INDEPENDENT,P O BOX 7,WHITEFACE,TX,79379-0007,401 ANTELOPE BLVD,WHITEFACE,TX,79379,(806) 287-1154 ext:200 ,(806) 287-1131,tbentley@whitefaceschool.net,www.whitefaceschool.net,MR GARY HARRELL   ,362,'040902101,WHITEFACE EL,REGULAR INSTRUCTIONAL,,P O BOX 117,WHITEFACE,TX,79379-0117,401 ANTELOPE BLVD,WHITEFACE,TX,79379,(806) 287-1285 ext:209 ,(806) 287-1131,slucas@whitefaceschool.net,whitefaceschool.net,MR IAN SCOTT LUCAS   ,'PK-05,182,Active, ,2015-03-14T05:35:02,416,USCGeocoder,31,1,4.01,,0e3ddc5a-a79b-48cf-ad85-37e52c8e0672,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.600028,-102.617209,Exact
'041,COKE COUNTY,'15,'041901,BRONTE ISD,INDEPENDENT,P O BOX 670,BRONTE,TX,76933-0670,210 S JEFFERSON,BRONTE,TX,76933-0670,(325) 473-2511,(325) 473-2313,donna.poehls@bronteisd.net,www.bronteisd.net/,MR TIM SILER   ,274,'041901001,BRONTE H S,REGULAR INSTRUCTIONAL,,P O BOX 670,BRONTE,TX,76933-0670,210 S JEFFERSON ST,BRONTE,TX,76933-0670,(325) 473-2521,(325) 473-2022,david.bedford@bronteisd.net,bronte.netxv.net,MR TERRY MARRS   ,'07-12,147,Active, ,2015-03-14T05:35:02,417,USCGeocoder,16,1,4.01,,d5c6cfbe-3ac1-4d6c-a81d-298cd82d3342,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2495.6788293,LinearInterpolationAddressRange,StreetSegment,95.8579881657,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.8888326481,-100.296521521,Relaxed
'041,COKE COUNTY,'15,'041901,BRONTE ISD,INDEPENDENT,P O BOX 670,BRONTE,TX,76933-0670,210 S JEFFERSON,BRONTE,TX,76933-0670,(325) 473-2511,(325) 473-2313,donna.poehls@bronteisd.net,www.bronteisd.net/,MR TIM SILER   ,274,'041901003,FAIRVIEW ACCELERATED,ALTERNATIVE INSTRUCTIONAL,,2405 FAIRVIEW SCHOOL RD,SAN ANGELO,TX,76904-9664,2405 FAIRVIEW SCHOOL RD,SAN ANGELO,TX,76904-9664,(325) 651-7656,(325) 651-8504,,,MR ALBERT JOHNSON   ,'07-12,-1,Active,1994-07-01,2015-03-14T05:35:02,418,USCGeocoder,16,1,4.01,,9172dd0f-c43a-4d43-b6f6-151bddd8d0f2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,11175.2363934,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.3911550378,-100.400369551,Exact
'041,COKE COUNTY,'15,'041901,BRONTE ISD,INDEPENDENT,P O BOX 670,BRONTE,TX,76933-0670,210 S JEFFERSON,BRONTE,TX,76933-0670,(325) 473-2511,(325) 473-2313,donna.poehls@bronteisd.net,www.bronteisd.net/,MR TIM SILER   ,274,'041901005,FAIRVIEW DAEP,DAEP INSTRUCTIONAL,,2405 FAIRVIEW SCHOOL RD,SAN ANGELO,TX,76904-9664,2405 FAIRVIEW SCHOOL RD,SAN ANGELO,TX,76904-9664,(325) 651-7656, ,,,MR ALBERT JOHNSON   ,'07-12,0,Active,1999-08-01,2015-03-14T05:35:02,419,USCGeocoder,0,1,4.01,,966bf855-0546-4fdc-8b0e-0732d86e1e7d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,11175.2363934,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.3911550378,-100.400369551,Exact
'041,COKE COUNTY,'15,'041901,BRONTE ISD,INDEPENDENT,P O BOX 670,BRONTE,TX,76933-0670,210 S JEFFERSON,BRONTE,TX,76933-0670,(325) 473-2511,(325) 473-2313,donna.poehls@bronteisd.net,www.bronteisd.net/,MR TIM SILER   ,274,'041901101,BRONTE EL,REGULAR INSTRUCTIONAL,,P O BOX 670,BRONTE,TX,76933-0670,210 S JEFFERSON ST,BRONTE,TX,76933-0670,(325) 473-2251,(325) 473-2313,donna.poehls@bronteisd.net,bronte.netxv.net,MRS DONNA POEHLS   ,'EE-06,-1,Active, ,2015-03-14T05:35:02,420,USCGeocoder,0,1,4.01,,38c771f8-3631-4ff2-837e-46b2f685800b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2495.6788293,LinearInterpolationAddressRange,StreetSegment,95.8579881657,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.8888326481,-100.296521521,Relaxed
