CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_DannyG_output_07_dg,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'081,FREESTONE COUNTY,'12,'081902,FAIRFIELD ISD,INDEPENDENT,615 POST OAK RD,FAIRFIELD,TX,75840-2005,615 POST OAK RD,FAIRFIELD,TX,75840-2005,(903) 389-2532,(903) 389-7050,rick.edwards@fairfield.k12.tx.us,www.fairfield.k12.tx.us/,MR RICHARD A EDWARDS   ,1764,'081902043,FAIRFIELD INT,REGULAR INSTRUCTIONAL,,615 POST OAK RD,FAIRFIELD,TX,75840.0,605 N FAIRWAY,FAIRFIELD,TX,75840.0,(903) 389-7095,(903) 389-7050,beth.henrichs@fairfield.k12.tx.us,,MRS BETH HENRICHS   ,'03-05,405,Active,38934.0,2015-03-14T05:35:10,451,USCGeocoder,16,1,4.01,,ffaf174a-5f88-4648-be92-ba8d32c733cc,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2070.16633637,LinearInterpolationAddressRange,StreetSegment,91.8639053254,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.717011307,-96.1654521606,Relaxed
'081,FREESTONE COUNTY,'12,'081902,FAIRFIELD ISD,INDEPENDENT,615 POST OAK RD,FAIRFIELD,TX,75840-2005,615 POST OAK RD,FAIRFIELD,TX,75840-2005,(903) 389-2532,(903) 389-7050,rick.edwards@fairfield.k12.tx.us,www.fairfield.k12.tx.us/,MR RICHARD A EDWARDS   ,1764,'081902101,FAIRFIELD EL,REGULAR INSTRUCTIONAL,,615 POST OAK RD,FAIRFIELD,TX,75840-2005,330 W MAIN ST,FAIRFIELD,TX,75840-2005,(903) 389-2148,(903) 389-7050,libby.harris@fairfield.k12.tx.us,,MRS ELISABETH HARRIS   ,'EE-02,466,Active, ,2015-03-14T05:35:10,452,USCGeocoder,31,1,4.01,,e46ef6f1-dbce-4248-9135-3403ca6cd307,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2433.90063374,LinearInterpolationAddressRange,StreetSegment,95.8579881657,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.7263919278,-96.1578612836,Relaxed
'081,FREESTONE COUNTY,'12,'081902,FAIRFIELD ISD,INDEPENDENT,615 POST OAK RD,FAIRFIELD,TX,75840-2005,615 POST OAK RD,FAIRFIELD,TX,75840-2005,(903) 389-2532,(903) 389-7050,rick.edwards@fairfield.k12.tx.us,www.fairfield.k12.tx.us/,MR RICHARD A EDWARDS   ,1764,'081902200,FREESTONE NAVARRO ALTER,DAEP INSTRUCTIONAL,,615 POST OAK RD,FAIRFIELD,TX,75840-2005,900 S BATEMAN,FAIRFIELD,TX,75840-2005,(903) 389-3456,(903) 389-7713,,,MRS ANGIE RIDGE   ,'KG-12,0,Active,32689.0,2015-03-14T05:35:10,453,USCGeocoder,16,1,4.01,,d4661494-49ae-4e64-bb6d-c0cb09b54fc4,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1355.62590324,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.7128152822,-96.1626973178,Relaxed
'081,FREESTONE COUNTY,'12,'081904,TEAGUE ISD,INDEPENDENT,420 N 10TH,TEAGUE,TX,75860-1624,420 N 10TH,TEAGUE,TX,75860-1624,(254) 739-1300,(254) 739-5223,ncarman@teagueisd.org,www.teagueisd.org,DR NATE CARMAN   ,1309,'081904001,TEAGUE H S,REGULAR INSTRUCTIONAL,,420 N 10TH,TEAGUE,TX,75860-9651,420 LOOP 255,TEAGUE,TX,75860-9651,(254) 739-1500,(254) 739-2724,devans@teagueisd.org,www.teagueisd.org,MR CHRIS SKINNER   ,'09-12,385,Active, ,2015-03-14T05:35:10,454,USCGeocoder,31,1,4.01,,3bc9688f-2d1b-47c0-bcb8-319a8722f3bd,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.631086,-96.269627,Exact
'081,FREESTONE COUNTY,'12,'081904,TEAGUE ISD,INDEPENDENT,420 N 10TH,TEAGUE,TX,75860-1624,420 N 10TH,TEAGUE,TX,75860-1624,(254) 739-1300,(254) 739-5223,ncarman@teagueisd.org,www.teagueisd.org,DR NATE CARMAN   ,1309,'081904002,TEAGUE DAEP,DAEP INSTRUCTIONAL,,420 N 10TH,TEAGUE,TX,75860-1624,900 S BATEMAN,FAIRFIELD,TX,75840-2005,(254) 739-3071, ,,,    ,'KG-12,0,Active,36649.0,2015-03-14T05:35:10,455,USCGeocoder,16,1,4.01,,4cda4c44-7792-4311-88f3-6a7a96054e8b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1355.62590324,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.7128152822,-96.1626973178,Relaxed
'081,FREESTONE COUNTY,'12,'081904,TEAGUE ISD,INDEPENDENT,420 N 10TH,TEAGUE,TX,75860-1624,420 N 10TH,TEAGUE,TX,75860-1624,(254) 739-1300,(254) 739-5223,ncarman@teagueisd.org,www.teagueisd.org,DR NATE CARMAN   ,1309,'081904003,TEAGUE LION ACADEMY,ALTERNATIVE INSTRUCTIONAL,,420 N 10TH,TEAGUE,TX,75860-1624,385 FM 553,TEAGUE,TX,75860.0,(254) 739-1444,(254) 739-5223,ncarman@teagueisd.org,,CATHERINE SCHMIDT   ,'09-12,11,Active,40395.0,2015-03-14T05:35:10,456,USCGeocoder,156,1,4.01,,dea07fff-5f6d-4681-8ccd-64a27de5d259,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.627824,-96.335166,Exact
'081,FREESTONE COUNTY,'12,'081904,TEAGUE ISD,INDEPENDENT,420 N 10TH,TEAGUE,TX,75860-1624,420 N 10TH,TEAGUE,TX,75860-1624,(254) 739-1300,(254) 739-5223,ncarman@teagueisd.org,www.teagueisd.org,DR NATE CARMAN   ,1309,'081904041,TEAGUE J H,REGULAR INSTRUCTIONAL,,420 N 10TH,TEAGUE,TX,75860-9651,420 LOOP 255,TEAGUE,TX,75860-9651,(254) 739-1450,(254) 739-5896,dosborn@teagueisd.org,www.teagueisd.org,MR DRAKE PARIS   ,'06-08,303,Active,32689.0,2015-03-14T05:35:10,457,USCGeocoder,31,1,4.01,,1e6bb151-2856-456d-98bf-6d6878c7c12f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.632127,-96.264451,Exact
'081,FREESTONE COUNTY,'12,'081904,TEAGUE ISD,INDEPENDENT,420 N 10TH,TEAGUE,TX,75860-1624,420 N 10TH,TEAGUE,TX,75860-1624,(254) 739-1300,(254) 739-5223,ncarman@teagueisd.org,www.teagueisd.org,DR NATE CARMAN   ,1309,'081904102,TEAGUE EL,REGULAR INSTRUCTIONAL,,420 N 10TH ST,TEAGUE,TX,75860-1218,400 N 10TH ST,TEAGUE,TX,75860-1218,(254) 739-2611,(254) 739-3605,cdawley@teagueisd.org,www.teagueisd.org,SHELLY BURNS   ,'EE-03,427,Active, ,2015-03-14T05:35:10,458,USCGeocoder,47,1,4.01,,a59a739f-70b6-4c75-b03b-61e3bfc1a3f2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2530.57007867,LinearInterpolationAddressRange,StreetSegment,92.0118343195,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.6225873669,-96.2773313695,Relaxed
'081,FREESTONE COUNTY,'12,'081904,TEAGUE ISD,INDEPENDENT,420 N 10TH,TEAGUE,TX,75860-1624,420 N 10TH,TEAGUE,TX,75860-1624,(254) 739-1300,(254) 739-5223,ncarman@teagueisd.org,www.teagueisd.org,DR NATE CARMAN   ,1309,'081904103,TEAGUE INT,REGULAR INSTRUCTIONAL,,420 N 10TH,TEAGUE,TX,75860-9651,420 LOOP 255,TEAGUE,TX,75860-9651,(254) 739-1400,(254) 739-3561,vlittle@teagueisd.org,www.teagueisd.org,VICKEY LITTLE   ,'04-05,183,Active, ,2015-03-14T05:35:10,459,USCGeocoder,31,1,4.01,,842a7954-1e62-4efd-839c-8a5d319cae2d,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.632127,-96.264451,Exact
'081,FREESTONE COUNTY,'12,'081905,WORTHAM ISD,INDEPENDENT,P O BOX 247,WORTHAM,TX,76693-0247,201 S 4TH ST,WORTHAM,TX,76693.0,(254) 765-3095,(254) 765-3473,sherry.shivers@worthamisd.org,www.worthamisd.org,DAVID ALLEN   ,481,'081905002,WORTHAM H S,REGULAR INSTRUCTIONAL,,P O BOX 247,WORTHAM,TX,76693-0247,201 S 4TH ST,WORTHAM,TX,76693.0,(254) 765-3094,(254) 765-3085,sandi.king@worthamisd.org,,SANDI KING   ,'09-12,125,Active, ,2015-03-14T05:35:10,460,USCGeocoder,31,1,4.01,,5a21a613-906e-48c4-b58a-7ee1e65a4468,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2208.90319269,LinearInterpolationAddressRange,StreetSegment,95.8579881657,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.7893640562,-96.4648301275,Relaxed
'081,FREESTONE COUNTY,'12,'081905,WORTHAM ISD,INDEPENDENT,P O BOX 247,WORTHAM,TX,76693-0247,201 S 4TH ST,WORTHAM,TX,76693.0,(254) 765-3095,(254) 765-3473,sherry.shivers@worthamisd.org,www.worthamisd.org,DAVID ALLEN   ,481,'081905004,WORTHAM DAEP,DAEP INSTRUCTIONAL,,P O BOX 247,WORTHAM,TX,76693-0247,200 SOUTH 5TH ST,WORTHAM,TX,76693.0, , ,,,    ,'KG-12,0,Active,36092.0,2015-03-14T05:35:10,461,USCGeocoder,281,1,4.01,,471173a0-ee56-460f-aeff-991fde91fd31,98,Unknown,Success,LOCATION_TYPE_USPS_ZIP_CODE,Kilometers,ArealInterpolation,695661.333,ArealInterpolationGeometricCentroid,State,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.788567,-96.46128,Exact
'081,FREESTONE COUNTY,'12,'081905,WORTHAM ISD,INDEPENDENT,P O BOX 247,WORTHAM,TX,76693-0247,201 S 4TH ST,WORTHAM,TX,76693.0,(254) 765-3095,(254) 765-3473,sherry.shivers@worthamisd.org,www.worthamisd.org,DAVID ALLEN   ,481,'081905041,WORTHAM MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 247,WORTHAM,TX,76693-0247,201 S 4TH ST,WORTHAM,TX,76693.0,(254) 765-3523,(254) 765-3512,david.hayes@worthamisd.org,,DAVID HAYES   ,'06-08,104,Active,33785.0,2015-03-14T05:35:10,462,USCGeocoder,16,1,4.01,,3c8829ae-f1ca-4dcc-80e2-15c46b35018b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2208.90319269,LinearInterpolationAddressRange,StreetSegment,95.8579881657,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.7893640562,-96.4648301275,Relaxed
'081,FREESTONE COUNTY,'12,'081905,WORTHAM ISD,INDEPENDENT,P O BOX 247,WORTHAM,TX,76693-0247,201 S 4TH ST,WORTHAM,TX,76693.0,(254) 765-3095,(254) 765-3473,sherry.shivers@worthamisd.org,www.worthamisd.org,DAVID ALLEN   ,481,'081905102,WORTHAM EL,REGULAR INSTRUCTIONAL,,P O BOX 247,WORTHAM,TX,76693-0247,201 S 4TH ST,WORTHAM,TX,76693-0247,(254) 765-3080,(254) 765-3540,david.hayes@worthamisd.org,,DAVID HAYES   ,'EE-05,252,Active, ,2015-03-14T05:35:10,463,USCGeocoder,47,1,4.01,,8f5564a5-c008-4fd6-97c9-f55ce74f2d99,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2208.90319269,LinearInterpolationAddressRange,StreetSegment,95.8579881657,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.7893640562,-96.4648301275,Relaxed
'081,FREESTONE COUNTY,'12,'081906,DEW ISD,INDEPENDENT,606 CR 481,TEAGUE,TX,75860.0,606 CR 481,TEAGUE,TX,75860.0,(903) 389-2828,(903) 389-5104,lynn.jantzen@dewisd.org,www.dewisd.org/,MRS LYNN JANTZEN   ,147,'081906101,DEW EL,REGULAR INSTRUCTIONAL,,RT 2 BOX 60,TEAGUE,TX,75860-9802,606 FCR 481,DEW,TX,75860-9999,(903) 389-2828,(903) 389-5104,sally.gregory@dewisd.org,dewisd.org,MRS LYNN JANTZEN   ,'PK-08,147,Active,27272.0,2015-03-14T05:35:10,464,USCGeocoder,94,1,4.01,,ac491b0e-b798-498e-a9fa-67179821cf01,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.595411,-96.143751,Exact
'081,FREESTONE COUNTY,'12,'081906,DEW ISD,INDEPENDENT,606 CR 481,TEAGUE,TX,75860.0,606 CR 481,TEAGUE,TX,75860.0,(903) 389-2828,(903) 389-5104,lynn.jantzen@dewisd.org,www.dewisd.org/,MRS LYNN JANTZEN   ,147,'081906102,FREESTONE NAVARRO ALTER,DAEP INSTRUCTIONAL,,RT 2 BOX 60,TEAGUE,TX,75860.0,225 WEST REUNION ST,FAIRFIELD,TX,75840.0, , ,,,    ,'PK-08,0,Active,37414.0,2015-03-14T05:35:10,465,USCGeocoder,313,1,4.01,,fe96e591-0e12-4bee-81a8-f2b8d010597c,98,Unknown,Success,LOCATION_TYPE_USPS_ZIP_CODE,Kilometers,ArealInterpolation,695661.333,ArealInterpolationGeometricCentroid,State,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.722584,-96.162376,Exact
'082,FRIO COUNTY,'20,'082902,DILLEY ISD,INDEPENDENT,245 HWY 117,DILLEY,TX,78017-8040,245 HWY 117,DILLEY,TX,78017-8040,(830) 965-1912,(830) 965-4069,clint.mclain@dilleyisd.net,www.dilleyisd.net,DR CLINT MCLAIN   ,1048,'082902001,DILLEY H S,REGULAR INSTRUCTIONAL,,245 HWY 117,DILLEY,TX,78017-3503,230 HWY 117,DILLEY,TX,78017-3503,(830) 965-1814,(830) 965-1276,,dilleyisd.net,MR STEPHEN RYAN   ,'09-12,275,Active, ,2015-03-14T05:35:10,466,USCGeocoder,125,1,4.01,,ece91360-6b6e-4de0-a1d6-44715357d211,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9114.24512278,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,28.6746851876,-99.171970518,Relaxed
'082,FRIO COUNTY,'20,'082902,DILLEY ISD,INDEPENDENT,245 HWY 117,DILLEY,TX,78017-8040,245 HWY 117,DILLEY,TX,78017-8040,(830) 965-1912,(830) 965-4069,clint.mclain@dilleyisd.net,www.dilleyisd.net,DR CLINT MCLAIN   ,1048,'082902041,MARY HARPER MIDDLE,REGULAR INSTRUCTIONAL,,245 HWY 117,DILLEY,TX,78017-3503,208 W CURTIS,DILLEY,TX,78017-3503,(830) 965-2195,(830) 965-2171,,,JO ELLEN FISK   ,'06-08,233,Active, ,2015-03-14T05:35:10,467,USCGeocoder,31,1,4.01,,ad636187-b492-46b2-a03f-dbf780c379d2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3840.39559116,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,28.6721627699,-99.1730612227,Relaxed
'082,FRIO COUNTY,'20,'082902,DILLEY ISD,INDEPENDENT,245 HWY 117,DILLEY,TX,78017-8040,245 HWY 117,DILLEY,TX,78017-8040,(830) 965-1912,(830) 965-4069,clint.mclain@dilleyisd.net,www.dilleyisd.net,DR CLINT MCLAIN   ,1048,'082902101,DILLEY EL,REGULAR INSTRUCTIONAL,,245 HWY 117,DILLEY,TX,78017-3503,226 W CURTIS ST,DILLEY,TX,78017-3503,(830) 965-1313,(830) 965-1178,,,MS JENNIFER TORRES   ,'EE-05,540,Active, ,2015-03-14T05:35:10,468,USCGeocoder,31,1,4.01,,590492a2-778a-40e1-9048-e97e977f0407,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3840.39559116,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,28.6722391335,-99.1733775864,Exact
'082,FRIO COUNTY,'20,'082903,PEARSALL ISD,INDEPENDENT,318 BERRY RANCH RD,PEARSALL,TX,78061-3315,318 BERRY RANCH RD,PEARSALL,TX,78061-3315,(830) 334-8001,(830) 334-8007,nobert.rodriguez@pearsallisd.org,www.pearsallisd.org,DR NORBERT RODRIGUEZ   ,2363,'082903001,PEARSALL H S,REGULAR INSTRUCTIONAL,,1990 MAVERICK DR,PEARSALL,TX,78061-9999,1990 MAVERICK DR,PEARSALL,TX,78061-9999,(830) 334-8011,(830) 334-5018,Garth.Oliver@pearsallisd.org,www.pearsallisd.org,DR GARTH OLIVER   ,'09-12,661,Active, ,2015-03-14T05:35:10,469,USCGeocoder,16,1,4.01,,d0ab5f54-ef12-4bb0-8d31-866a89cf0755,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4688.29700565,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,28.9034225904,-99.0915640782,Exact
'082,FRIO COUNTY,'20,'082903,PEARSALL ISD,INDEPENDENT,318 BERRY RANCH RD,PEARSALL,TX,78061-3315,318 BERRY RANCH RD,PEARSALL,TX,78061-3315,(830) 334-8001,(830) 334-8007,nobert.rodriguez@pearsallisd.org,www.pearsallisd.org,DR NORBERT RODRIGUEZ   ,2363,'082903003,ATASCOSA JUVENILE DETENTION CTR,JJAEP INSTRUCTIONAL,,711 BROADWAY ST,JOURDANTON,TX,78026-3403,711 BROADWAY ST,JOURDANTON,TX,78026-3403,(830) 769-2925,(830) 769-2994,,,RAUL MORALES   ,'05-12,-1,Active,34440.0,2015-03-14T05:35:10,470,USCGeocoder,16,1,4.01,,6419cedc-2828-4013-a522-d9cc72ea25b6,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2792.39556367,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,28.920156068,-98.5476751994,Exact
'082,FRIO COUNTY,'20,'082903,PEARSALL ISD,INDEPENDENT,318 BERRY RANCH RD,PEARSALL,TX,78061-3315,318 BERRY RANCH RD,PEARSALL,TX,78061-3315,(830) 334-8001,(830) 334-8007,nobert.rodriguez@pearsallisd.org,www.pearsallisd.org,DR NORBERT RODRIGUEZ   ,2363,'082903041,PEARSALL J H,REGULAR INSTRUCTIONAL,,607 E ALABAMA ST,PEARSALL,TX,78061-3801,607 E ALABAMA ST,PEARSALL,TX,78061-3801,(830) 334-8021,(830) 334-8025,sharon.neumann@Pearsallisd.org,www.pearsallisd.org,SHARON NEUMANN   ,'06-08,516,Active, ,2015-03-14T05:35:10,471,USCGeocoder,16,1,4.01,,da756887-ca41-460f-bdbc-478e1232d687,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2428.77197443,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,28.8957645473,-99.0895701926,Exact
'082,FRIO COUNTY,'20,'082903,PEARSALL ISD,INDEPENDENT,318 BERRY RANCH RD,PEARSALL,TX,78061-3315,318 BERRY RANCH RD,PEARSALL,TX,78061-3315,(830) 334-8001,(830) 334-8007,nobert.rodriguez@pearsallisd.org,www.pearsallisd.org,DR NORBERT RODRIGUEZ   ,2363,'082903103,PEARSALL INT,REGULAR INSTRUCTIONAL,,523 E FLORIDA ST,PEARSALL,TX,78061-3301,523 E FLORIDA ST,PEARSALL,TX,78061-3301,(830) 334-3316,(830) 334-5007,Katie.Mullins@pearsallisd.org,www.pearsallisd.org,KATIE MULLINS   ,'03-05,-1,Active, ,2015-03-14T05:35:10,472,USCGeocoder,63,1,4.01,,f26913bd-4cd6-4787-a2ab-b8296feddca2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4662.99531606,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,28.8973262959,-99.0916056175,Exact
'082,FRIO COUNTY,'20,'082903,PEARSALL ISD,INDEPENDENT,318 BERRY RANCH RD,PEARSALL,TX,78061-3315,318 BERRY RANCH RD,PEARSALL,TX,78061-3315,(830) 334-8001,(830) 334-8007,nobert.rodriguez@pearsallisd.org,www.pearsallisd.org,DR NORBERT RODRIGUEZ   ,2363,'082903104,TED FLORES EL,REGULAR INSTRUCTIONAL,,321 W PENA,PEARSALL,TX,78061-1933,321 W PENA,PEARSALL,TX,78061-1933,(830) 334-4108,(830) 334-5047,Beatrice.Nieto@pearsallisd.org,www.pearsallisd.org,BEATRICE NIETO   ,'EE-02,676,Active,31593.0,2015-03-14T05:35:10,473,USCGeocoder,31,1,4.01,,fdd78653-89eb-41e6-883c-00b1b37384dd,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1446.3790209,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,28.9004097684,-99.0995553025,Relaxed
'083,GAINES COUNTY,'17,'083901,SEAGRAVES ISD,INDEPENDENT,P O BOX 577,SEAGRAVES,TX,79359-0577,1801 AVE K,SEAGRAVES,TX,79359-0577,(806) 387-2035,(806) 387-2944,kevin.spiller@seagravesisd.net,,DR KEVIN SPILLER   ,598,'083901001,SEAGRAVES SCHOOLS,REGULAR INSTRUCTIONAL,,P O BOX 1505,SEAGRAVES,TX,79359-1505,1801 AVE K,SEAGRAVES,TX,79359-0577,(806) 387-2520,(806) 387-2944,art.ontiveros@seagravesisd.net,,MR ARTEMIO ONTIVEROS   ,'EE-12,598,Active, ,2015-03-14T05:35:10,474,USCGeocoder,63,1,4.01,,a57945e8-10fa-457f-82d3-260ea6c81c2c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.949677,-102.573275,Exact
'083,GAINES COUNTY,'17,'083902,LOOP ISD,INDEPENDENT,P O BOX 917,LOOP,TX,79342-0917,1441 FM HWY 303,LOOP,TX,79342-0917,(806) 487-6412,(806) 487-6420,sallen@loopisd.net,www.loopisd.net,MR SCOTT ALLEN   ,126,'083902001,LOOP SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 917,LOOP,TX,79342-0917,1441 HWY 303,LOOP,TX,79342-0917,(806) 487-6412,(806) 487-6420,sallen@loopisd.net,www.loopisd.net,MR JOHN BRYAN RITCHEY   ,'PK-12,126,Active, ,2015-03-14T05:35:10,475,USCGeocoder,78,1,4.01,,713c20bb-1bc5-4dc7-ab6b-d8fcd17d2e52,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,16894.8443302,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.9068345644,-102.416491841,Relaxed
'083,GAINES COUNTY,'17,'083903,SEMINOLE ISD,INDEPENDENT,207 S W 6TH ST,SEMINOLE,TX,79360.0,207 S W 6TH ST,SEMINOLE,TX,79360.0,(432) 758-3662,(432) 758-9833,ctherwhanger@seminole.k12.tx.us,www.seminoleisd.net,MR DOUG HARRIMAN   ,2831,'083903001,SEMINOLE H S,REGULAR INSTRUCTIONAL,,207 S W 6TH ST,SEMINOLE,TX,79360.0,2100 N W D,SEMINOLE,TX,79360-3024,(432) 758-5873,(432) 758-8146,rchappell@seminole.k12.tx.us,seminoleisd.net,MR ROBERT CHAPPELL   ,'09-12,702,Active,27272.0,2015-03-14T05:35:10,476,USCGeocoder,31,1,4.01,,7d4f1f78-9a92-446c-87f7-58d2ce368d3d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8039.51357257,LinearInterpolationAddressRange,StreetSegment,92.899408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7207984012,-102.667981192,Relaxed
'083,GAINES COUNTY,'17,'083903,SEMINOLE ISD,INDEPENDENT,207 S W 6TH ST,SEMINOLE,TX,79360.0,207 S W 6TH ST,SEMINOLE,TX,79360.0,(432) 758-3662,(432) 758-9833,ctherwhanger@seminole.k12.tx.us,www.seminoleisd.net,MR DOUG HARRIMAN   ,2831,'083903002,SEMINOLE SUCCESS CTR,ALTERNATIVE INSTRUCTIONAL,,207 S W 6TH ST,SEMINOLE,TX,79360.0,206 SW 3RD,SEMINOLE,TX,79360-4302,(432) 758-2772,(432) 758-9917,sdavis@seminole.k12.tx.us,www.seminoleisd.net,MR SETH DAVIS   ,'07-12,37,Active,33603.0,2015-03-14T05:35:10,477,USCGeocoder,78,1,4.01,,d95af7e6-512c-4025-bf0d-4b9c505aa1eb,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.718099,-102647813.0,Exact
