CountyNumber,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_tfry01_output_06_tf,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,FeatureMatchingResultTypeTieBreakingNotes,TieHandlingStrategyType,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
061,DENTON COUNTY,11,061908,SANGER ISD,INDEPENDENT,601 ELM ST,SANGER,TX,76266-9635,601 ELM ST,SANGER,TX,76266-9635,(940) 458-7438,(940) 458-5140,kcrutsinger@sangerisd.net,www.sisd.sangerisd.net,MR KENT CRUTSINGER,2645,061908002,DENTON CO J J A E P,JJAEP INSTRUCTIONAL,,601 ELM ST,SANGER,TX,76266-9635,301 E MCKINNEY,DENTON,TX,76201,(940) 458-7438,(940) 458-5140,kcrutsinger@sangerisd.net,sisd.sangerisd.net,,06-12,-1,Active,1997-07-01,2015-03-14T05:35:00,230,USCGeocoder,16,1,4.01,,2f156834-e4e8-45ca-b49c-bacd294b9c0d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3971.450505,LinearInterpolationAddressRange,StreetSegment,97.04142012,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,33.21660975,-97.13016688,Relaxed
061,DENTON COUNTY,11,061908,SANGER ISD,INDEPENDENT,601 ELM ST,SANGER,TX,76266-9635,601 ELM ST,SANGER,TX,76266-9635,(940) 458-7438,(940) 458-5140,kcrutsinger@sangerisd.net,www.sisd.sangerisd.net,MR KENT CRUTSINGER,2645,061908003,LINDA TUTT H S,ALTERNATIVE INSTRUCTIONAL,,601 ELM ST,SANGER,TX,76266-9635,404 HUGHES ST,SANGER,TX,76266,(940) 458-5701,(940) 458-5759,kcrutsinger@sangerisd.net,,DR ANN HUGHES,09-12,-1,Active,1997-07-01,2015-03-14T05:35:00,231,USCGeocoder,734,1,4.01,,63dbfc8e-a8af-4891-861f-80b08253b044,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1766.344699,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,33.36094213,-97.17831569,Exact
061,DENTON COUNTY,11,061908,SANGER ISD,INDEPENDENT,601 ELM ST,SANGER,TX,76266-9635,601 ELM ST,SANGER,TX,76266-9635,(940) 458-7438,(940) 458-5140,kcrutsinger@sangerisd.net,www.sisd.sangerisd.net,MR KENT CRUTSINGER,2645,061908041,SANGER MIDDLE,REGULAR INSTRUCTIONAL,,601 ELM ST,SANGER,TX,76266-9635,105 N BERRY,SANGER,TX,76266-9635,(940) 458-7916,(940) 458-5111,lschulz@sangerisd.net,sisd.sangerisd.net,MS SALLY HERRELL,07-08,415,Active,,2015-03-14T05:35:00,232,USCGeocoder,31,1,4.01,,d236888c-e049-48f6-82ce-a2828c8d2fe5,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5778.182404,LinearInterpolationAddressRange,StreetSegment,97.04142012,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,33.3601868,-97.18326695,Relaxed
061,DENTON COUNTY,11,061908,SANGER ISD,INDEPENDENT,601 ELM ST,SANGER,TX,76266-9635,601 ELM ST,SANGER,TX,76266-9635,(940) 458-7438,(940) 458-5140,kcrutsinger@sangerisd.net,www.sisd.sangerisd.net,MR KENT CRUTSINGER,2645,061908105,SANGER SIXTH GRADE CENTER,REGULAR INSTRUCTIONAL,,601 ELM ST,SANGER,TX,76266-9635,508 N 7TH ST,SANGER,TX,76266-9635,(940) 458-3699,(940) 458-3795,sskelton@sangerisd.net,sisd.sangerisd.net,MR LARRY SHUMAN,06,182,Active,2008-08-15,2015-03-14T05:35:00,236,USCGeocoder,31,1,4.01,,39f02935-57ef-4716-8502-ecdaa5c09822,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2041.716157,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,33.36362771,-97.17549099,Exact
061,DENTON COUNTY,11,061910,ARGYLE ISD,INDEPENDENT,800 EAGLE DR,ARGYLE,TX,76226-0989,800 EAGLE DR,ARGYLE,TX,76226-0989,(940) 464-7241 ext:5,(940) 464-7297,twright@argyleisd.com,www.argyleisd.com,DR TELENA WRIGHT,2063,061910006,DENTON CO J J A E P,JJAEP INSTRUCTIONAL,,800 EAGLE DR,ARGYLE,TX,76226,210 S WOODROW LN,DENTON,TX,76205-6304,(972) 434-8847,(940) 349-2472,twright@argyleisd.com,,,06-12,0,Active,2005-05-03,2015-03-14T05:35:00,238,USCGeocoder,16,1,4.01,,a1ed205c-5f97-4ceb-b62d-c6b23af8b2c1,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,10750.46777,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,33.21253725,-97.11209784,Exact
061,DENTON COUNTY,11,061911,NORTHWEST ISD,INDEPENDENT,P O BOX 77070,FORT WORTH,TX,76177-0070,2001 TEXAN DR,JUSTIN,TX,76247,(817) 215-0000,(817) 215-0170,nisd@nisdtx.org,www.nisdtx.org,DR KAREN G RUE,19831,061911003,DENTON CREEK,ALTERNATIVE INSTRUCTIONAL,,3505 HAYNES RD,ROANOKE,TX,76262,3505 HAYNES RD,ROANOKE,TX,76262,(817) 215-0920,(817) 490-0329,mbrown02@nisdtx.org,,DR MONTY BROWN,07-12,29,Active,1993-06-01,2015-03-14T05:35:00,243,USCGeocoder,47,1,4.01,,6103e780-b0b0-471f-8b08-23c4075c60b6,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4977.442148,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,33.03465122,-97.19245436,Relaxed
061,DENTON COUNTY,11,061911,NORTHWEST ISD,INDEPENDENT,P O BOX 77070,FORT WORTH,TX,76177-0070,2001 TEXAN DR,JUSTIN,TX,76247,(817) 215-0000,(817) 215-0170,nisd@nisdtx.org,www.nisdtx.org,DR KAREN G RUE,19831,061911008,TARRANT COUNTY JJAEP,JJAEP INSTRUCTIONAL,,3131 SAN GUINET,FORT WORTH,TX,76109,3131 SAN GUINET,FORT WORTH,TX,76109,,,cbrown@nisdtx.org,,,06-12,-1,Active,2009-08-24,2015-03-14T05:35:00,246,USCGeocoder,16,1,4.01,,2812ff36-b837-4378-99de-fdca95dd1fff,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2403.21197,LinearInterpolationAddressRange,StreetSegment,93.04733728,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.72977773,-97.39130922,Relaxed;Soundex
061,DENTON COUNTY,11,061911,NORTHWEST ISD,INDEPENDENT,P O BOX 77070,FORT WORTH,TX,76177-0070,2001 TEXAN DR,JUSTIN,TX,76247,(817) 215-0000,(817) 215-0170,nisd@nisdtx.org,www.nisdtx.org,DR KAREN G RUE,19831,061911011,V R EATON H S,REGULAR INSTRUCTIONAL,,P O BOX 77070,FORT WORTH,TX,76177-0070,1350 EAGLE DR,FORT WORTH,TX,76052,(817) 698-3955,(817) 215-0170,nisd@nisdtx.org,,MRS CARRI EDDY,09-12,0,Under Construction,2014-03-06,2015-03-14T05:35:00,248,USCGeocoder,16,1,4.01,,85726a1d-f62c-4730-ac69-c0a076ffd576,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,11052.79236,LinearInterpolationAddressRange,StreetSegment,88.01775148,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.78238145,-97.29574788,Relaxed
061,DENTON COUNTY,11,061911,NORTHWEST ISD,INDEPENDENT,P O BOX 77070,FORT WORTH,TX,76177-0070,2001 TEXAN DR,JUSTIN,TX,76247,(817) 215-0000,(817) 215-0170,nisd@nisdtx.org,www.nisdtx.org,DR KAREN G RUE,19831,061911042,MEDLIN MIDDLE,REGULAR INSTRUCTIONAL,,601 PARKVIEW DR,TROPHY CLUB,TX,76262-8398,601 PARKVIEW DR,TROPHY CLUB,TX,76262-8398,(817) 215-0500,(817) 215-0548,jdrewery@nisdtx.org,www.nisdtx.org/Domain/1665,JAMES ERIC DREWERY,06-08,1078,Active,1998-05-15,2015-03-14T05:35:00,249,USCGeocoder,16,1,4.01,,014514c2-5edb-46a6-8819-59ffc7b86fa2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,13237.1375,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,33.01517023,-97.20555111,Exact
061,DENTON COUNTY,11,061911,NORTHWEST ISD,INDEPENDENT,P O BOX 77070,FORT WORTH,TX,76177-0070,2001 TEXAN DR,JUSTIN,TX,76247,(817) 215-0000,(817) 215-0170,nisd@nisdtx.org,www.nisdtx.org,DR KAREN G RUE,19831,061911046,TRUETT WILSON MIDDLE,REGULAR INSTRUCTIONAL,,14200 SENDERA RANCH BLVD,HASLET,TX,76052,14200 SENDERA RANCH BLVD,HASLET,TX,76052,(817) 698-7900,(817) 698-7970,mblankenship@nisdtx.org,www.nisdtx.org/Domain/3434,MR MIKE BLANKENSHIP,06-08,844,Active,2012-08-14,2015-03-14T05:35:00,253,USCGeocoder,31,1,4.01,,ec3e2eb8-790f-4b7d-ae96-7e45464b4b83,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5669.717808,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.98674209,-97.38843221,Relaxed
061,DENTON COUNTY,11,061911,NORTHWEST ISD,INDEPENDENT,P O BOX 77070,FORT WORTH,TX,76177-0070,2001 TEXAN DR,JUSTIN,TX,76247,(817) 215-0000,(817) 215-0170,nisd@nisdtx.org,www.nisdtx.org,DR KAREN G RUE,19831,061911106,LAKEVIEW EL,REGULAR INSTRUCTIONAL,,100 VILLAGE TRL,ROANOKE,TX,76262-8398,100 VILLAGE TRL,ROANOKE,TX,76262-8398,(817) 215-0750,(817) 215-0770,sespinosa@nisdtx.org,www.nisdtx.org/Domain/1250,MRS MARY SELTZER,EE KG-05,571,Active,,2015-03-14T05:35:00,256,USCGeocoder,16,1,4.01,,36819cc3-48d4-4318-b7e4-9d2a336a1ef5,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5625.493618,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,33.00502491,-97.21228484,Relaxed
061,DENTON COUNTY,11,061911,NORTHWEST ISD,INDEPENDENT,P O BOX 77070,FORT WORTH,TX,76177-0070,2001 TEXAN DR,JUSTIN,TX,76247,(817) 215-0000,(817) 215-0170,nisd@nisdtx.org,www.nisdtx.org,DR KAREN G RUE,19831,061911109,SAMUEL BECK EL,REGULAR INSTRUCTIONAL,,401 PARKVIEW DR,TROPHY CLUB,TX,76262-8398,401 PARKVIEW DR,TROPHY CLUB,TX,76262-8398,(817) 215-0450,(817) 215-0498,sconkin01@nisdtx.org,www.nisdtx.org/beck,MR SANDY CONKLIN,EE KG-05,731,Active,1998-05-15,2015-03-14T05:35:00,259,USCGeocoder,16,1,4.01,,19419dfe-246d-4dda-a5b5-8030740330f0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7122.247778,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,33.00745251,-97.20697704,Exact
061,DENTON COUNTY,11,061911,NORTHWEST ISD,INDEPENDENT,P O BOX 77070,FORT WORTH,TX,76177-0070,2001 TEXAN DR,JUSTIN,TX,76247,(817) 215-0000,(817) 215-0170,nisd@nisdtx.org,www.nisdtx.org,DR KAREN G RUE,19831,061911116,O A PETERSON,REGULAR INSTRUCTIONAL,,2000 WINTER HAWK DR,FORT WORTH,TX,76177,2000 WINTER HAWK DR,FORT WORTH,TX,76177,(817) 698-5000,(817) 698-5070,jtremain@nisdtx.org,www.nisdtx.org/peterson,MS JOFEE TRAMAIN,EE-05,770,Active,2008-09-03,2015-03-14T05:35:00,266,USCGeocoder,16,1,4.01,,a42edec2-ba20-41db-9e75-578dbebeedec,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2101.767741,LinearInterpolationAddressRange,StreetSegment,92.01183432,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.92749614,-97.32957537,Relaxed
061,DENTON COUNTY,11,061911,NORTHWEST ISD,INDEPENDENT,P O BOX 77070,FORT WORTH,TX,76177-0070,2001 TEXAN DR,JUSTIN,TX,76247,(817) 215-0000,(817) 215-0170,nisd@nisdtx.org,www.nisdtx.org,DR KAREN G RUE,19831,061911119,CARL E SCHLUTER EL,REGULAR INSTRUCTIONAL,,1220 MESA CREST DR,HASLET,TX,76052,1220 MESA CREST DR,HASLET,TX,76052,(817) 698-3900,(817) 698-3970,ahowell@nisdtx.org,www.nisdtx.org/schluter,AMY HOWELL,EE KG-05,524,Active,2011-08-03,2015-03-14T05:35:00,269,USCGeocoder,63,1,4.01,,04aa8508-0e3b-4c65-ac10-8456c5a1ba20,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1653.019481,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.93759446,-97.39141654,Relaxed
061,DENTON COUNTY,11,061912,LAKE DALLAS ISD,INDEPENDENT,P O BOX 548,LAKE DALLAS,TX,75065-0548,104 SWISHER RD,LAKE DALLAS,TX,75065-2629,(940) 497-4039,(940) 497-3737,gstinson@ldisd.net,www.ldisd.net,GAYLE STINSON,4011,061912002,DENTON CO J J A E P,JJAEP INSTRUCTIONAL,,P O BOX 548,LAKE DALLAS,TX,75065-0548,301 E MCKINNEY,DENTON,TX,76201-4231,(940) 898-5840,,,,,06-12,0,Active,1998-04-28,2015-03-14T05:35:00,272,USCGeocoder,16,1,4.01,,a0649749-add3-4edd-864c-4e26a1b7e259,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3971.450505,LinearInterpolationAddressRange,StreetSegment,97.04142012,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,33.21660975,-97.13016688,Relaxed
061,DENTON COUNTY,11,061912,LAKE DALLAS ISD,INDEPENDENT,P O BOX 548,LAKE DALLAS,TX,75065-0548,104 SWISHER RD,LAKE DALLAS,TX,75065-2629,(940) 497-4039,(940) 497-3737,gstinson@ldisd.net,www.ldisd.net,GAYLE STINSON,4011,061912041,LAKE DALLAS MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 548,LAKE DALLAS,TX,75065-0548,425 E HUNDLEY DR,LAKE DALLAS,TX,75065-2632,(940) 497-4037,(940) 497-8475,jparkerII@ldisd.net,www.ldisd.net,JAMES PARKER,06-08,941,Active,,2015-03-14T05:35:00,273,USCGeocoder,63,1,4.01,,211a27d4-96b3-4160-909f-606d7429b127,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3076.14492,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,33.12266017,-97.02333131,Exact
061,DENTON COUNTY,11,061912,LAKE DALLAS ISD,INDEPENDENT,P O BOX 548,LAKE DALLAS,TX,75065-0548,104 SWISHER RD,LAKE DALLAS,TX,75065-2629,(940) 497-4039,(940) 497-3737,gstinson@ldisd.net,www.ldisd.net,GAYLE STINSON,4011,061912105,SHADY SHORES EL,REGULAR INSTRUCTIONAL,,P O BOX 548,LAKE DALLAS,TX,75065,300 DOBBS RD,SHADY SHORES,TX,76208,(940) 497-4035,(940) 497-4036,vdeussen@ldisd.net,www.ldisd.net,MS VANGEE DEUSSEN,EE-05,520,Active,2006-06-19,2015-03-14T05:35:00,276,USCGeocoder,16,1,4.01,,c4928652-9536-452b-8f50-6c5b8e52f3e8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3492.229688,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,33.14458771,-97.0381484,Exact
061,DENTON COUNTY,11,061914,LITTLE ELM ISD,INDEPENDENT,P O BOX 6000,LITTLE ELM,TX,75068-6924,300 LOBO LN,LITTLE ELM,TX,75068,(972) 292-1847,(972) 292-1107,lstrike@littleelmisd.net,www.littleelmisd.net,DR LOWELL STRIKE,6950,061914002,DENTON CO J J A E P,JJAEP INSTRUCTIONAL,,500 LOBO LN,LITTLE ELM,TX,75068-5220,500 LOBO LN,LITTLE ELM,TX,75068-5220,,,,,,06-12,-1,Active,1997-07-01,2015-03-14T05:35:00,278,USCGeocoder,16,1,4.01,,91a7204c-adc0-4517-afd2-878b1212ede8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3098.983693,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,33.15197299,-96.94295,Exact
061,DENTON COUNTY,11,061914,LITTLE ELM ISD,INDEPENDENT,P O BOX 6000,LITTLE ELM,TX,75068-6924,300 LOBO LN,LITTLE ELM,TX,75068,(972) 292-1847,(972) 292-1107,lstrike@littleelmisd.net,www.littleelmisd.net,DR LOWELL STRIKE,6950,061914041,LAKESIDE MIDDLE,REGULAR INSTRUCTIONAL,,400 LOBO LN,LITTLE ELM,TX,75068-5220,400 LOBO LN,LITTLE ELM,TX,75068-5220,(972) 292-3200,(972) 292-3009,tmeador@littleelmisd.net,www.littleelmisd.net,TREY MEADOR,06-08,1181,Active,1975-09-01,2015-03-14T05:35:00,279,USCGeocoder,16,1,4.01,,7a64298a-f2a0-4005-814e-1dd919aa9d29,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3098.983693,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,33.15252414,-96.94295,Exact
061,DENTON COUNTY,11,061914,LITTLE ELM ISD,INDEPENDENT,P O BOX 6000,LITTLE ELM,TX,75068-6924,300 LOBO LN,LITTLE ELM,TX,75068,(972) 292-1847,(972) 292-1107,lstrike@littleelmisd.net,www.littleelmisd.net,DR LOWELL STRIKE,6950,061914103,D H BRENT EL,REGULAR INSTRUCTIONAL,,500 WITT RD,LITTLE ELM,TX,75068,500 WITT RD,LITTLE ELM,TX,75068,(972) 668-2991,(972) 668-2995,kcarr@littleelmisd.net,www.littleelmisd.net,MRS KELLEY CARR,EE-05,627,Active,1975-09-01,2015-03-14T05:35:00,281,USCGeocoder,16,1,4.01,,d1cf5d81-6885-4ee9-8577-2f5d80fc3927,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1073.194092,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,33.16005765,-96.89965661,Exact
062,DEWITT COUNTY,03,062901,CUERO ISD,INDEPENDENT,405 PARK HEIGHTS DR,CUERO,TX,77954-2132,405 PARK HEIGHTS DR,CUERO,TX,77954-2132,(361) 275-1914,(361) 275-2981,kstanfill@cueroisd.org,www.cueroisd.org/,JAMES ROBERT HALEY,2174,062901001,CUERO H S,REGULAR INSTRUCTIONAL,,920 E BROADWAY,CUERO,TX,77954-2132,920 E BROADWAY,CUERO,TX,77954-2132,(361) 275-1900 ext:2,(361) 275-2430,klee@cueroisd.org,www.cueroisd.org,DR KRISTI LEE,09-12,650,Active,,2015-03-14T05:35:00,286,USCGeocoder,16,1,4.01,,0a91a034-a217-4d64-9c15-066e02398746,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5389.728837,LinearInterpolationAddressRange,StreetSegment,97.04142012,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,29.09050586,-97.28102252,Relaxed
062,DEWITT COUNTY,03,062901,CUERO ISD,INDEPENDENT,405 PARK HEIGHTS DR,CUERO,TX,77954-2132,405 PARK HEIGHTS DR,CUERO,TX,77954-2132,(361) 275-1914,(361) 275-2981,kstanfill@cueroisd.org,www.cueroisd.org/,JAMES ROBERT HALEY,2174,062901042,CUERO INT,REGULAR INSTRUCTIONAL,,502 PARK HTS DR,CUERO,TX,77954,502 PARK HTS DR,CUERO,TX,77954,(361) 275-1900 ext:4,(361) 275-9627,bhamilton@cueroisd.org,cueroisd.org,MR RICHARD MEYER,04-06,422,Active,2006-04-26,2015-03-14T05:35:00,289,USCGeocoder,31,1,4.01,,a20fa210-ba74-46da-ad95-8606d9bbbdf8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2386.44924,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,29.09124948,-97.27791665,Exact
062,DEWITT COUNTY,03,062901,CUERO ISD,INDEPENDENT,405 PARK HEIGHTS DR,CUERO,TX,77954-2132,405 PARK HEIGHTS DR,CUERO,TX,77954-2132,(361) 275-1914,(361) 275-2981,kstanfill@cueroisd.org,www.cueroisd.org/,JAMES ROBERT HALEY,2174,062901102,HUNT EL,REGULAR INSTRUCTIONAL,,805 N HUNT,CUERO,TX,77954,805 N HUNT,CUERO,TX,77954,(361) 275-1900 ext:5,(361) 275-3474,bcerny@cueroisd.org,www.cueroisd.org,MRS BRIDGETTE CERNY,01-03,464,Active,2006-04-26,2015-03-14T05:35:00,290,USCGeocoder,0,1,4.01,,450a4a67-4993-4721-b463-196abc23b2c3,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2360.422591,LinearInterpolationAddressRange,StreetSegment,97.04142012,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,29.09474426,-97.28436309,Relaxed
062,DEWITT COUNTY,03,062901,CUERO ISD,INDEPENDENT,405 PARK HEIGHTS DR,CUERO,TX,77954-2132,405 PARK HEIGHTS DR,CUERO,TX,77954-2132,(361) 275-1914,(361) 275-2981,kstanfill@cueroisd.org,www.cueroisd.org/,JAMES ROBERT HALEY,2174,062901104,FRENCH EL,REGULAR INSTRUCTIONAL,,505 N HENRY,CUERO,TX,77954-2733,505 N HENRY,CUERO,TX,77954-2733,(361) 275-1900 ext:6,(361) 275-5313,kfleener@cueroisd.org,www.cueroisd.org,MRS KIM FLEENER,EE-KG,279,Active,,2015-03-14T05:35:00,291,USCGeocoder,47,1,4.01,,9f2ae9c2-7835-4e6c-8eda-6af8f30d66c1,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2410.744183,LinearInterpolationAddressRange,StreetSegment,97.04142012,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,29.09161371,-97.28413062,Relaxed
062,DEWITT COUNTY,03,062903,YOAKUM ISD,INDEPENDENT,P O BOX 737,YOAKUM,TX,77995-0737,315 E GONZALES ST,YOAKUM,TX,77995,(361) 293-3162,(361) 293-6678,tkelley@yoakumisd.net,www.yoakumisd.net,TOM KELLEY,1642,062903001,YOAKUM H S,REGULAR INSTRUCTIONAL,,P O BOX 737,YOAKUM,TX,77995-1698,104 POTH ST,YOAKUM,TX,77995-1627,(361) 293-3442,(361) 293-2145,cwegener@yoakumisd.net,www.yoakumisd.net,CHRISTOPHER WEGENER,09-12,461,Active,,2015-03-14T05:35:00,294,USCGeocoder,156,1,4.01,,55309376-08d1-465a-9825-9a30ca0f5980,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,987.4278888,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,29.29085996,-97.15884064,Exact
062,DEWITT COUNTY,03,062903,YOAKUM ISD,INDEPENDENT,P O BOX 737,YOAKUM,TX,77995-0737,315 E GONZALES ST,YOAKUM,TX,77995,(361) 293-3162,(361) 293-6678,tkelley@yoakumisd.net,www.yoakumisd.net,TOM KELLEY,1642,062903002,G O A L S PROGRAM,ALTERNATIVE INSTRUCTIONAL,,P O BOX 737,YOAKUM,TX,77995,315 E GONZALES ST,YOAKUM,TX,77995,(361) 275-9926,(361) 275-2981,tkelley@yoakumisd.net,,BRENDA HAMM,01-12,0,Active,1997-07-01,2015-03-14T05:35:00,295,USCGeocoder,156,1,4.01,,e35fb655-3a3d-4cf7-a266-79a4bbd41d77,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3290.873262,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,29.28905559,-97.1457198,Exact
062,DEWITT COUNTY,03,062903,YOAKUM ISD,INDEPENDENT,P O BOX 737,YOAKUM,TX,77995-0737,315 E GONZALES ST,YOAKUM,TX,77995,(361) 293-3162,(361) 293-6678,tkelley@yoakumisd.net,www.yoakumisd.net,TOM KELLEY,1642,062903041,YOAKUM J H,REGULAR INSTRUCTIONAL,,P O BOX 737,YOAKUM,TX,77995-1699,103 MCKINNON,YOAKUM,TX,77995-1626,(361) 293-3111,(361) 293-5787,pfrank@yoakumisd.net,www.yoakumisd.net,MR PATRICK FRANK,06-08,361,Active,,2015-03-14T05:35:00,296,USCGeocoder,16,1,4.01,,ddfb32be-76f7-4152-9e07-ebf4e4b7b220,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1586.30839,LinearInterpolationAddressRange,StreetSegment,97.04142012,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,29.2903003,-97.16052961,Relaxed
