CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_te3556_output_04_te,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'057,DALLAS COUNTY,'10,'057810,ACADEMY OF DALLAS,CHARTER,20820 GREENFIELD RD,OAK PARK,MI,48237.0,1030 OAK PARK,DALLAS,TX,75232.0,(214) 371-9600,(214) 371-1053,csas137@hotmail.com,,BETTYE MILLEDGE   ,644,'057810101,ACADEMY OF DALLAS,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,1030 OAK PARK DR,DALLAS,TX,75232.0,1030 OAK PARK DR,DALLAS,TX,75232.0,(214) 371-9600,(214) 371-1053,acadofdallascs@yahoo.com,,MR CONRAD HARGEST   ,'PK-08,644,Active,36404.0,2015-03-14T05:35:04,396,USCGeocoder,94,1,4.01,,299c4013-c94e-42c1-9d43-ffc1b10f2755,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1436.16778193,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.688065719,-96.8395853093,Exact
'057,DALLAS COUNTY,'10,'057811,CHILDREN FIRST ACADEMY OF DALLAS,CHARTER,315 E WHEATLAND RD,DALLAS,TX,75241.0,315 E WHEATLAND RD,DALLAS,TX,75241.0,(214) 371-2545,(214) 371-0283,claudisallen@aol.com,,SHERWIN ALLEN   ,716,'057811101,CHILDREN FIRST OF DALLAS,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,315 E WHEATLAND RD,DALLAS,TX,75241.0,315 E WHEATLAND RD,DALLAS,TX,75241.0,(214) 371-2545,(214) 371-0283,claudisallen@aol.com,,MS TIFFANI MOHAMMAD   ,'PK-07,345,Active,35977.0,2015-03-14T05:35:04,397,USCGeocoder,31,1,4.01,,a882df00-d9c4-41cf-bff4-39206c86add9,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9052.0731356,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6478028482,-96.8185622329,Exact
'057,DALLAS COUNTY,'10,'057811,CHILDREN FIRST ACADEMY OF DALLAS,CHARTER,315 E WHEATLAND RD,DALLAS,TX,75241.0,315 E WHEATLAND RD,DALLAS,TX,75241.0,(214) 371-2545,(214) 371-0283,claudisallen@aol.com,,SHERWIN ALLEN   ,716,'057811102,THE CHILDREN FIRST ACADEMY - HOUSTON,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,7803 E LITTLE YORK RD,HOUSTON,TX,77016.0,7803 E LITTLE YORK RD,HOUSTON,TX,77016.0,(713) 491-9030,(713) 491-9032,cmac45@aol.com,,    ,'PK-07,371,Active,40777.0,2015-03-14T05:35:04,398,USCGeocoder,31,1,4.01,,3e60ae55-f893-4ff2-a3ad-e9005caf2c16,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,62842.8698792,ArealInterpolationGeometricCentroid,Parcel,95.2662721893,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.8734548563,-95.286252295,Relaxed
'057,DALLAS COUNTY,'10,'057813,TRINITY BASIN PREPARATORY,CHARTER,400 S ZANG STE 700,DALLAS,TX,75208.0,400 S ZANG STE 700,DALLAS,TX,75208.0,(214) 946-9100,(214) 946-9194,rshaffer@dallascharter.org,,MR RANDAL C SHAFFER   ,1840,'057813101,TRINITY BASIN PREPARATORY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,400 S ZANG STE 700,DALLAS,TX,75208.0,808 N EWING AVE,DALLAS,TX,75203.0,(214) 942-8846,(214) 942-8864,adunson@dallascharter.org,,ALICIA DUNSON   ,'PK-12,1840,Active,36342.0,2015-03-14T05:35:04,399,USCGeocoder,63,1,4.01,,788d0847-ea23-49e0-bd9a-884d3ab60baa,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2363.16684765,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7588264418,-96.8126052575,Exact
'057,DALLAS COUNTY,'10,'057814,ACADEMY FOR ACADEMIC EXCELLENCE,CHARTER,1673 TERRE COLONY COURT,DALLAS,TX,75212.0,1673 TERRE COLONY COURT,DALLAS,TX,75212.0,(214) 637-6136,(214) 637-6130,danny.pirtle@dallascounty.org,www.dallascounty.org,MR DANNY PIRTLE   ,506,'057814001,DALLAS COUNTY JUVENILE JUSTICE,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,2600 LONE STAR DR STE 5,DALLAS,TX,75212.0,2600 LONE STAR DR STE 5,DALLAS,TX,75212.0,(214) 698-4385,(214) 698-4441,KBeasley@dallascounty.org,,MS KATHY BEASLEY   ,'03-12,252,Active,36161.0,2015-03-14T05:35:04,400,USCGeocoder,31,1,4.01,,f78e3fa5-9b86-4c65-8f3d-8f79df3a2645,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5202.40634889,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7696950819,-96.8672029196,Exact
'057,DALLAS COUNTY,'10,'057814,ACADEMY FOR ACADEMIC EXCELLENCE,CHARTER,1673 TERRE COLONY COURT,DALLAS,TX,75212.0,1673 TERRE COLONY COURT,DALLAS,TX,75212.0,(214) 637-6136,(214) 637-6130,danny.pirtle@dallascounty.org,www.dallascounty.org,MR DANNY PIRTLE   ,506,'057814002,DRC CAMPUS,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,1673 TERRE COLONY COURT,DALLAS,TX,75212.0,1673 TERRE COLONY CT,DALLAS,TX,75212.0,(214) 637-6136,(214) 637-6779,MXMiller@dallascounty.org,,MS MARY MCCRADY-MILLER   ,'03-12,58,Active,39668.0,2015-03-14T05:35:04,401,USCGeocoder,0,1,4.01,,3097db10-14f3-424f-a632-0be36491a7fa,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,98086.4852536,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7704644959,-96.8661694344,Exact
'057,DALLAS COUNTY,'10,'057814,ACADEMY FOR ACADEMIC EXCELLENCE,CHARTER,1673 TERRE COLONY COURT,DALLAS,TX,75212.0,1673 TERRE COLONY COURT,DALLAS,TX,75212.0,(214) 637-6136,(214) 637-6130,danny.pirtle@dallascounty.org,www.dallascounty.org,MR DANNY PIRTLE   ,506,'057814003,MEDLOCK YOUTH VILLAGE,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,1508 E LANGDON RD,DALLAS,TX,75241.0,1508 E LANGDON RD,DALLAS,TX,75241.0,(972) 225-9735,(972) 225-9737,Karen.Ramos@dallascounty.org,,KAREN RAMOS   ,'03-12,116,Active,39668.0,2015-03-14T05:35:04,402,USCGeocoder,31,1,4.01,,7b5752f5-21fc-41a3-8570-dc9c24180d1b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2013.33480157,LinearInterpolationAddressRange,StreetSegment,99.899408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6693059895,-96.7058930231,Relaxed
'057,DALLAS COUNTY,'10,'057814,ACADEMY FOR ACADEMIC EXCELLENCE,CHARTER,1673 TERRE COLONY COURT,DALLAS,TX,75212.0,1673 TERRE COLONY COURT,DALLAS,TX,75212.0,(214) 637-6136,(214) 637-6130,danny.pirtle@dallascounty.org,www.dallascounty.org,MR DANNY PIRTLE   ,506,'057814004,SAU CAMPUS,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,414 S RL THORNTON FWY,DALLAS,TX,75203.0,414 S R L THORNTON FWY,DALLAS,TX,75203.0,(214) 860-4370,(214) 860-4490,Tracie.Smith@dallascounty.org,,TRACIE SMITH   ,'03-12,49,Active,39668.0,2015-03-14T05:35:04,403,USCGeocoder,16,1,4.01,,d4881a41-280b-41c5-bd26-d5d59b8d635e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1739.39110361,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7522713009,-96.8088129386,Exact
'057,DALLAS COUNTY,'10,'057814,ACADEMY FOR ACADEMIC EXCELLENCE,CHARTER,1673 TERRE COLONY COURT,DALLAS,TX,75212.0,1673 TERRE COLONY COURT,DALLAS,TX,75212.0,(214) 637-6136,(214) 637-6130,danny.pirtle@dallascounty.org,www.dallascounty.org,MR DANNY PIRTLE   ,506,'057814005,LETOT CAMPUS,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,10505 DENTON DR,DALLAS,TX,75220.0,10505 DENTON DR,DALLAS,TX,75220.0,(214) 956-2036,(214) 698-2228,prochon@dallascounty.org,,PATRICIA ROCHON   ,'03-12,31,Active,39668.0,2015-03-14T05:35:04,404,USCGeocoder,31,1,4.01,,969bc35a-cbfa-4dcf-b592-9b0a42d52ae1,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1503.02752502,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8663633758,-96.8796549675,Exact
'057,DALLAS COUNTY,'10,'057815,FAITH FAMILY ACADEMY OF OAK CLIFF,CHARTER,1620 FALCON DR,DESOTO,TX,75115.0,1620 FALCON DR,DESOTO,TX,75115.0,(972) 224-4110,(972) 224-4133,mpsavage@faithfamilyacademy.org,,MOLLIE PURCELL-SAVAGE   ,2390,'057815001,FAITH FAMILY ACADEMY OF OAK CLIFF,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,1620 FALCON DR,DESOTO,TX,75115.0,300 W KIEST BLVD,DALLAS,TX,75224.0,(214) 375-7682,(214) 375-7681,kmorisak@faithfamilyacademy.org,www.faithfamilyacademy.org,KIM MORISAK   ,'09-12,452,Active,35977.0,2015-03-14T05:35:04,405,USCGeocoder,63,1,4.01,,9af69391-73fb-449c-9f5a-807ade94f5f2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1353.78853109,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7055695369,-96.827534158,Exact
'057,DALLAS COUNTY,'10,'057815,FAITH FAMILY ACADEMY OF OAK CLIFF,CHARTER,1620 FALCON DR,DESOTO,TX,75115.0,1620 FALCON DR,DESOTO,TX,75115.0,(972) 224-4110,(972) 224-4133,mpsavage@faithfamilyacademy.org,,MOLLIE PURCELL-SAVAGE   ,2390,'057815041,FAITH FAMILY ACADEMY OF OAK CLIFF,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,1620 FALCON DR,DESOTO,TX,75115.0,300 W KIEST BLVD,DALLAS,TX,75224.0,(214) 375-7682,(214) 375-7681,bmcgeorge@faithfamilyacademy.org,www.faithfamilyacademy.org,KIM MORISAK   ,'06-08,560,Active,39715.0,2015-03-14T05:35:04,406,USCGeocoder,0,1,4.01,,c250899c-64b8-4feb-bdb9-34bb39094e10,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1353.78853109,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7055695369,-96.827534158,Exact
'057,DALLAS COUNTY,'10,'057815,FAITH FAMILY ACADEMY OF OAK CLIFF,CHARTER,1620 FALCON DR,DESOTO,TX,75115.0,1620 FALCON DR,DESOTO,TX,75115.0,(972) 224-4110,(972) 224-4133,mpsavage@faithfamilyacademy.org,,MOLLIE PURCELL-SAVAGE   ,2390,'057815101,FAITH FAMILY ACADEMY OF OAK CLIFF,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,1620 FALCON DR,DESOTO,TX,75115.0,300 W KIEST BLVD,DALLAS,TX,75224.0,(214) 375-7682,(214) 375-7681,qcollins@faithfamilyacademy.org,www.faithfamilyacademy.org,MS QUANDA COLLINS   ,'PK-05,1378,Active,39715.0,2015-03-14T05:35:04,407,USCGeocoder,31,1,4.01,,13e390a7-f77b-4d71-a8e6-086c98c51d6a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1353.78853109,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7055695369,-96.827534158,Exact
'057,DALLAS COUNTY,'10,'057816,A W BROWN-FELLOWSHIP LEADERSHIP ACADEMY,CHARTER,5701 RED BIRD CTR DR,DALLAS,TX,75237.0,5701 RED BIRD CTR DR,DALLAS,TX,75237.0,(972) 709-4700,(972) 709-6605,info@awbrown.org,,ARMOND W BROWN   ,2152,'057816101,AW BROWN-F L A INT CAMPUS,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,5701 RED BIRD CTR DR,DALLAS,TX,75237.0,5701 RED BIRD CTR DR,DALLAS,TX,75237.0,(972) 709-4700,(972) 709-6605,info@awbrown.org,,PAULA D BROWN   ,'03-08,872,Active,36342.0,2015-03-14T05:35:04,408,USCGeocoder,47,1,4.01,,25b94859-483a-4d6e-9f48-3c2e45b18732,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.678071,-96.881243,Exact
'057,DALLAS COUNTY,'10,'057816,A W BROWN-FELLOWSHIP LEADERSHIP ACADEMY,CHARTER,5701 RED BIRD CTR DR,DALLAS,TX,75237.0,5701 RED BIRD CTR DR,DALLAS,TX,75237.0,(972) 709-4700,(972) 709-6605,info@awbrown.org,,ARMOND W BROWN   ,2152,'057816102,A W BROWN - F L A EARLY CHILDHOOD CAMPUS,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,6901 S WESTMORELAND RD,DALLAS,TX,75237.0,6901 S WESTMORELAND RD,DALLAS,TX,75237.0,(972) 709-4700,(972) 709-6605,info@awbrown.org,,PAULA D BROWN   ,'PK-02,1280,Active,38224.0,2015-03-14T05:35:04,409,USCGeocoder,16,1,4.01,,e306a4d3-8f24-4121-a63f-a41c63940d9d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4441.45498212,LinearInterpolationAddressRange,StreetSegment,96.0059171598,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.66430926,-96.8816485312,Relaxed
'057,DALLAS COUNTY,'10,'057817,FOCUS LEARNING ACADEMY,CHARTER,2524 W LEDBETTER DR,DALLAS,TX,75233.0,2524 W LEDBETTER DR,DALLAS,TX,75233.0,(214) 467-7751,(972) 572-7751,leroy.mcclure@focusacademy.org,www.focusacademy.org,LEROY MCCLURE   ,885,'057817101,FOCUS LEARNING ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,2524 W LEDBETTER DR,DALLAS,TX,75233.0,2524 W LEDBETTER DR,DALLAS,TX,75233.0,(214) 467-7751,(972) 572-9610,lym316@flash.net,www.focusacademy.org,LINUS WALTON   ,'PK-12,885,Active,36526.0,2015-03-14T05:35:04,410,USCGeocoder,47,1,4.01,,e1d73c12-19a1-4a0f-8a3f-9c6f02103659,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,11068.5343213,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6911559931,-96.8593872455,Exact
'057,DALLAS COUNTY,'10,'057819,JEAN MASSIEU ACADEMY,CHARTER,823 N CENTER ST,ARLINGTON,TX,76011.0,823 N CENTER ST,ARLINGTON,TX,76011.0,(817) 460-0396,(817) 460-9867,mobrien@jmaisd.org,www.jeanmassieu.com,MRS MARGARET O'BRIEN   ,193,'057819001,JEAN MASSIEU ACADEMY,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,823 N CENTER ST,ARLINGTON,TX,76011.0,823 N CENTER ST,ARLINGTON,TX,76011.0,(817) 460-0396,(817) 460-9867,kboyles@jmaisd.org,www.jeanmassieu.com,KARINA BOYLES   ,'PK-12,193,Active,36056.0,2015-03-14T05:35:04,411,USCGeocoder,31,1,4.01,,8d4bba41-6405-4545-827f-b8dd7424644c,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,16194.4863636,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.7473700953,-97.1061189452,Relaxed
'057,DALLAS COUNTY,'10,'057827,NOVA ACADEMY (SOUTHEAST),CHARTER,2800 PRICHARD,DALLAS,TX,75227.0,2800 PRICHARD,DALLAS,TX,75227.0,(972) 808-7475,(972) 808-7476,donna.woods@novaacademy.org,www.NovaAcademy.org,DONNA HOUSTON-WOODS   ,721,'057827101,NOVA ACADEMY (SOUTHEAST),REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,P O BOX 170127,DALLAS,TX,75217.0,8301 BRUTON RD,DALLAS,TX,75217.0,(214) 309-9030,(214) 309-9033,bernard.henderson@novaacademy.org,www.novaacademy.org,MRS PHYLLIS JOHNSON   ,'KG-06,235,Active,36731.0,2015-03-14T05:35:04,412,USCGeocoder,31,1,4.01,,694c6b60-a036-4888-84bc-7d13ab9a0c87,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5686.44296565,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7487730207,-96.6773090613,Exact
'057,DALLAS COUNTY,'10,'057827,NOVA ACADEMY (SOUTHEAST),CHARTER,2800 PRICHARD,DALLAS,TX,75227.0,2800 PRICHARD,DALLAS,TX,75227.0,(972) 808-7475,(972) 808-7476,donna.woods@novaacademy.org,www.NovaAcademy.org,DONNA HOUSTON-WOODS   ,721,'057827102,NOVA ACADEMY PRICHARD,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,2800 PRICHARD,DALLAS,TX,75227.0,2800 PRICHARD,DALLAS,TX,75227.0,(972) 808-7470,(214) 775-0748,bernard.henderson@novaacademy.org,www.NovaAcademy.org,MR BERNARD HENDERSON   ,'KG-08,486,Active,40777.0,2015-03-14T05:35:04,413,USCGeocoder,63,1,4.01,,e62610c8-f318-4bbc-9824-b5daa36df11d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3240.03160827,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7593459305,-96.6874637456,Relaxed
'057,DALLAS COUNTY,'10,'057828,WINFREE ACADEMY CHARTER SCHOOLS,CHARTER,6221 RIVERSIDE DR STE 110,IRVING,TX,75039.0,6221 RIVERSIDE DR STE 110,IRVING,TX,75039.0,(972) 869-3250,(972) 869-3282,bschott@wacsd.com,,BRANDY SCHOTT   ,1248,'057828001,WINFREE ACADEMY CHARTER SCHOOL (IRVING),ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,6221 RIVERSIDE DR STE 110,IRVING,TX,75039.0,3110 SKYWAY CIR S,IRVING,TX,75038.0,(972) 251-2010,(972) 251-4301,rwilliams@wacsd.com,,MR RIDWAN WILLIAMS   ,'09-12,149,Active,36731.0,2015-03-14T05:35:04,414,USCGeocoder,16,1,4.01,,34bc7c12-e7b2-407a-9b34-86a389f4faa7,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,13795.2914232,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8695762631,-96.9841087682,Exact
'057,DALLAS COUNTY,'10,'057828,WINFREE ACADEMY CHARTER SCHOOLS,CHARTER,6221 RIVERSIDE DR STE 110,IRVING,TX,75039.0,6221 RIVERSIDE DR STE 110,IRVING,TX,75039.0,(972) 869-3250,(972) 869-3282,bschott@wacsd.com,,BRANDY SCHOTT   ,1248,'057828002,WINFREE ACADEMY CHARTER SCHOOL (LEWISVILLE),ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,6221 RIVERSIDE DR STE 110,IRVING,TX,75067.0,341 BENNETT LN,LEWISVILLE,TX,75057.0,(214) 222-2200,(214) 222-0201,mennis@wacsd.com,,MS MADGE ENNIS   ,'09-12,171,Active,36825.0,2015-03-14T05:35:04,415,USCGeocoder,16,1,4.01,,248e77bc-cebd-43f5-b179-6e59d86b55aa,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,6459.73282957,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,33.0279660706,-96.9889908516,Relaxed
'057,DALLAS COUNTY,'10,'057828,WINFREE ACADEMY CHARTER SCHOOLS,CHARTER,6221 RIVERSIDE DR STE 110,IRVING,TX,75039.0,6221 RIVERSIDE DR STE 110,IRVING,TX,75039.0,(972) 869-3250,(972) 869-3282,bschott@wacsd.com,,BRANDY SCHOTT   ,1248,'057828003,WINFREE ACADEMY CHARTER SCHOOL (RICHARDSON),ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,6221 RIVERSIDE DR STE 110,IRVING,TX,75039.0,1661 GATEWAY BLVD,RICHARDSON,TX,75080.0,(972) 234-9855,(972) 234-9975,dstubblefield@wacsd.com,,DR DAVID STUBBLEFIELD   ,'09-12,314,Active,36892.0,2015-03-14T05:35:04,416,USCGeocoder,16,1,4.01,,137e5d8b-8410-4708-be0e-f147159a05df,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7307.39255683,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.9706073135,-96.7215922686,Exact
'057,DALLAS COUNTY,'10,'057828,WINFREE ACADEMY CHARTER SCHOOLS,CHARTER,6221 RIVERSIDE DR STE 110,IRVING,TX,75039.0,6221 RIVERSIDE DR STE 110,IRVING,TX,75039.0,(972) 869-3250,(972) 869-3282,bschott@wacsd.com,,BRANDY SCHOTT   ,1248,'057828004,WINFREE ACADEMY CHARTER SCHOOL - GRAND PRAIRIE,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,6221 RIVERSIDE DR STE 110,IRVING,TX,75039.0,2985 S STATE HWY 360 STE 160,GRAND PRAIRIE,TX,75052.0,(214) 204-2030,(214) 204-2034,cjohnson@wacsd.com,,MS CORINNE JOHNSON   ,'09-12,269,Active,37420.0,2015-03-14T05:35:04,417,USCGeocoder,141,1,4.01,,9c067367-a864-4e28-bb66-bfa2e066699e,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.697755,-97.058769,Exact
'057,DALLAS COUNTY,'10,'057828,WINFREE ACADEMY CHARTER SCHOOLS,CHARTER,6221 RIVERSIDE DR STE 110,IRVING,TX,75039.0,6221 RIVERSIDE DR STE 110,IRVING,TX,75039.0,(972) 869-3250,(972) 869-3282,bschott@wacsd.com,,BRANDY SCHOTT   ,1248,'057828005,WINFREE ACADEMY NORTH RICHLAND HILLS,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,6221 RIVERSIDE DR STE 110,IRVING,TX,75089.0,6311 BLVD 26,NORTH RICHLAND HILLS,TX,76180.0,(972) 869-3250,(972) 869-3282,hnichols@wacsd.com,,MS HEATHER NICHOLS   ,'09-12,262,Active,38576.0,2015-03-14T05:35:04,418,USCGeocoder,31,1,4.01,,1d7ffdd7-3183-4f9c-97bb-6c60f1598c7d,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.809821,-97.246581,Exact
'057,DALLAS COUNTY,'10,'057828,WINFREE ACADEMY CHARTER SCHOOLS,CHARTER,6221 RIVERSIDE DR STE 110,IRVING,TX,75039.0,6221 RIVERSIDE DR STE 110,IRVING,TX,75039.0,(972) 869-3250,(972) 869-3282,bschott@wacsd.com,,BRANDY SCHOTT   ,1248,'057828006,WINFREE ACADEMY CHARTER SCHOOL DALLAS,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,6221 RIVERSIDE DR STE 110,IRVING,TX,75039.0,2550 BECKLEYMEADE DR STE 150,DALLAS,TX,75237.0,(469) 930-5199,(469) 930-5206,kmccollums@winfreeacademy.com,,MR KEN MCCOLLUMS   ,'09-12,83,Active,39274.0,2015-03-14T05:35:04,419,USCGeocoder,16,1,4.01,,c0c871c0-91a3-4ac7-b896-5b6718765903,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5944.84294081,LinearInterpolationAddressRange,StreetSegment,94.0828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6402342466,-96.8605855463,Relaxed
