CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_SebasAHerrera_output_08_sh,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'101,HARRIS COUNTY,'04,'101838,SOUTHWEST SCHOOL,CHARTER,3333 BERING DR STE 200,HOUSTON,TX,77057,3333 BERING DR,HOUSTON,TX,77057,(713) 784-6345,(713) 974-3137,barteaga@swschools.org,www.swschools.org,MS BRENDA ARTEAGA   ,1991,'101838041,SOUTHWEST MIDDLE SCH,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,6400 WESTPARK DR STE 200,HOUSTON,TX,77057,6400 WESTPARK DR STE 200,HOUSTON,TX,77057,(713) 954-9528,(713) 953-0119,sappea@swschools.org,www.swschools.org,MR STEPHEN APPEA   ,'06-08,243,Active,2005-08-12,2015-03-14T05:35:11,435,USCGeocoder,16,1,4.01,,53cf333a-40ad-4cd2-a1c1-ef0aded953fb,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7486.67035659,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.7233575104,-95.4976916616,Exact
'101,HARRIS COUNTY,'04,'101838,SOUTHWEST SCHOOL,CHARTER,3333 BERING DR STE 200,HOUSTON,TX,77057,3333 BERING DR,HOUSTON,TX,77057,(713) 784-6345,(713) 974-3137,barteaga@swschools.org,www.swschools.org,MS BRENDA ARTEAGA   ,1991,'101838101,YOUNG LEARNERS,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,8432 BISSONNET,HOUSTON,TX,77074,514 BAYRIDGE RD,LA PORTE,TX,77571,(713) 772-7100,(713) 772-7104,ktroutman@swschools.org,www.swschools.org,KRISTINA TROUTMAN   ,'EE-02,392,Active,2004-09-30,2015-03-14T05:35:11,436,USCGeocoder,31,1,4.01,,c8417c4f-14b6-4358-b653-d53d8c139841,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,23289.2035342,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.6699085233,-94.9964047101,Relaxed
'101,HARRIS COUNTY,'04,'101838,SOUTHWEST SCHOOL,CHARTER,3333 BERING DR STE 200,HOUSTON,TX,77057,3333 BERING DR,HOUSTON,TX,77057,(713) 784-6345,(713) 974-3137,barteaga@swschools.org,www.swschools.org,MS BRENDA ARTEAGA   ,1991,'101838102,SOUTHWEST SCHOOLS BISSONNET EL CAMPUS,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,8440 BISSONNET ST,HOUSTON,TX,77074,8440 BISSONNET ST,HOUSTON,TX,77074,(713) 988-5839,(713) 270-0076,psailors@swschools.org,www.swschools.org,PAMELA SAILORS   ,'EE-05,425,Active,2005-08-12,2015-03-14T05:35:11,437,USCGeocoder,31,1,4.01,,fc531516-01cb-4f5a-a644-214d89588e79,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,8791.43823369,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.6784809435,-95.5270761775,Relaxed
'101,HARRIS COUNTY,'04,'101838,SOUTHWEST SCHOOL,CHARTER,3333 BERING DR STE 200,HOUSTON,TX,77057,3333 BERING DR,HOUSTON,TX,77057,(713) 784-6345,(713) 974-3137,barteaga@swschools.org,www.swschools.org,MS BRENDA ARTEAGA   ,1991,'101838104,SOUTHWEST SCHOOLS MANGUM EL CAMPUS,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,4515 MANGUM RD,HOUSTON,TX,77092,4515 MANGUM RD,HOUSTON,TX,77092,(713) 688-0505,(713) 688-3286,jolivares@swschools.org,wwww.swschools.org,MS JOSEFA OLIVARES   ,'EE-05,401,Active,2010-08-23,2015-03-14T05:35:11,438,USCGeocoder,47,1,4.01,,decd6838-1c0e-4fb9-9e38-3ac7214a1cf6,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2190.13368917,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.8344649032,-95.4626820771,Exact
'101,HARRIS COUNTY,'04,'101840,TWO DIMENSIONS PREPARATORY ACADEMY,CHARTER,12121 VETERANS MEMORIAL DR #9,HOUSTON,TX,77067,12121 VETERANS MEMORIAL DR #10,HOUSTON,TX,77067,(281) 227-4700,(281) 440-4233,simpson@twodimensions.org,www.twodimensions.org,DAISY SIMPSON   ,533,'101840101,TWO DIMENSIONS PREPARATORY ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,12121 VETERANS MEMORIAL DR STE 9,HOUSTON,TX,77067,12121 VETERANS MEMORIAL DR STE 10,HOUSTON,TX,77067,(281) 440-8853,(281) 440-4233,Simpson@TwoDimensions.org,www.twodimensions.org,DAISY L SIMPSON   ,'PK-08,235,Active,1998-07-01,2015-03-14T05:35:11,439,USCGeocoder,0,1,4.01,,9c11ae51-d617-443d-9b6b-bdc968334fb0,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,13002.1681976,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.9622057213,-95.4801641376,Relaxed
'101,HARRIS COUNTY,'04,'101840,TWO DIMENSIONS PREPARATORY ACADEMY,CHARTER,12121 VETERANS MEMORIAL DR #9,HOUSTON,TX,77067,12121 VETERANS MEMORIAL DR #10,HOUSTON,TX,77067,(281) 227-4700,(281) 440-4233,simpson@twodimensions.org,www.twodimensions.org,DAISY SIMPSON   ,533,'101840102,TWO DIMENSIONS AT CORSICANA,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,12121 VETERANS MEMORIAL STE 9,HOUSTON,TX,77067,901 E 10TH AVE,CORSICANA,TX,75110,(903) 872-2988,(903) 872-2858,williams@twodimensions.org,www.twodimensions.org,KAREN WILLIAMS   ,'PK-08,104,Active,2003-06-11,2015-03-14T05:35:11,440,USCGeocoder,63,1,4.01,,f26a99aa-2737-49a1-aab2-297216e70be6,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2400.15037215,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.0930553729,-96.4538185092,Exact
'101,HARRIS COUNTY,'04,'101840,TWO DIMENSIONS PREPARATORY ACADEMY,CHARTER,12121 VETERANS MEMORIAL DR #9,HOUSTON,TX,77067,12121 VETERANS MEMORIAL DR #10,HOUSTON,TX,77067,(281) 227-4700,(281) 440-4233,simpson@twodimensions.org,www.twodimensions.org,DAISY SIMPSON   ,533,'101840103,TWO DIMENSIONS/VICKERY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,12121 VETERANS MEMORIAL STE 9,HOUSTON,TX,77067,12330 VICKERY ST,HOUSTON,TX,77039,(281) 987-7300,(281) 987-7306,wickers@twodimensions.org,www.twodimensions.org,SALLY WICKERS   ,'PK-08,194,Active,2003-06-12,2015-03-14T05:35:11,441,USCGeocoder,47,1,4.01,,16af625a-dd37-4445-bc6e-456151c9395e,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,4790.32820594,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.9033332012,-95.3231516993,Relaxed
'101,HARRIS COUNTY,'04,'101842,COMQUEST ACADEMY,CHARTER,207 N PEACH ST,TOMBALL,TX,77375,207 N PEACH ST,TOMBALL,TX,77375,(281) 516-0611,(281) 516-9807,comquest_academy@sbcglobal.net,www.comquestacademy.org,ROSEMARY TYNER   ,60,'101842001,COMQUEST ACADEMY,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,207 N PEACH ST,TOMBALL,TX,77375,207 N PEACH ST,TOMBALL,TX,77375,(281) 516-0611,(281) 516-9807,comquest_academy@sbcglobal.net,www.comquestacademy.org,TANIS STANFIELD   ,'PK-12,60,Active,1999-03-09,2015-03-14T05:35:11,442,USCGeocoder,16,1,4.01,,40e1d0c2-6f9e-4a95-9c40-53e882c03d5c,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2073.25520772,ArealInterpolationGeometricCentroid,Parcel,94.2603550296,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.1002448108,-95.6128992251,Relaxed
'101,HARRIS COUNTY,'04,'101845,YES PREP PUBLIC SCHOOLS INC,CHARTER,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,(713) 967-9000,(713) 589-2502,Jason.bernal@yesprep.org,www.yesprep.org,JASON BERNAL   ,8450,'101845001,YES PREP - SOUTHEAST,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,353 CRENSHAW RD,HOUSTON,TX,77034,353 CRENSHAW RD,HOUSTON,TX,77034,(713) 967-9400,(713) 910-2350,charlie.schmidt@yesprep.org,www.yesprep.org,CHARLES SCHMIDT   ,'06-12,996,Active,2000-07-24,2015-03-14T05:35:11,443,USCGeocoder,47,1,4.01,,7f1abf5b-51cd-4d18-a172-d78a3f71dfda,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,98896.1268526,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.6397963969,-95.2061883906,Relaxed
'101,HARRIS COUNTY,'04,'101845,YES PREP PUBLIC SCHOOLS INC,CHARTER,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,(713) 967-9000,(713) 589-2502,Jason.bernal@yesprep.org,www.yesprep.org,JASON BERNAL   ,8450,'101845002,YES PREP - SOUTHWEST,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,4411 ANDERSON RD,HOUSTON,TX,77053,4411 ANDERSON RD,HOUSTON,TX,77053,(713) 967-9200,(713) 413-0003,eric.newcomer@yesprep.org,www.yesprep.org,ERIC NEWCOMER   ,'06-12,876,Active,2004-08-25,2015-03-14T05:35:11,444,USCGeocoder,0,1,4.01,,0927dbb0-d6db-4b83-81df-318af6846789,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,31130.4879003,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.6053297291,-95.4435557248,Exact
'101,HARRIS COUNTY,'04,'101845,YES PREP PUBLIC SCHOOLS INC,CHARTER,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,(713) 967-9000,(713) 589-2502,Jason.bernal@yesprep.org,www.yesprep.org,JASON BERNAL   ,8450,'101845003,YES PREP - EAST END,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,8329 LAWNDALE ST,HOUSTON,TX,77012,8329 LAWNDALE ST,HOUSTON,TX,77012,(713) 967-7800,(713) 921-2305,leah.peters@yesprep.org,www.yesprep.org,LEAH PETERS   ,'06-12,888,Active,2006-10-26,2015-03-14T05:35:11,445,USCGeocoder,16,1,4.01,,d669a12b-90e6-4734-a2bb-6b9ce3c9df19,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2766.50329077,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.7158335385,-95.2753333219,Exact
'101,HARRIS COUNTY,'04,'101845,YES PREP PUBLIC SCHOOLS INC,CHARTER,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,(713) 967-9000,(713) 589-2502,Jason.bernal@yesprep.org,www.yesprep.org,JASON BERNAL   ,8450,'101845004,YES PREP - GULFTON,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,6565 DE MOSS DR,HOUSTON,TX,77074,6565 DE MOSS DR,HOUSTON,TX,77074,(713) 967-9800,(713) 774-1808,corey.crouch@yesprep.org,www.yesprep.org,COREY CROUCH   ,'06-12,962,Active,2007-08-28,2015-03-14T05:35:11,446,USCGeocoder,31,1,4.01,,8f36f4b3-af28-48c0-84dc-fdee177bf383,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,19739.3049833,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.7067397368,-95.4982010923,Relaxed
'101,HARRIS COUNTY,'04,'101845,YES PREP PUBLIC SCHOOLS INC,CHARTER,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,(713) 967-9000,(713) 589-2502,Jason.bernal@yesprep.org,www.yesprep.org,JASON BERNAL   ,8450,'101845005,YES PREP - WEST,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,10535 HARWIN DR,HOUSTON,TX,77036,10535 HARWIN DR,HOUSTON,TX,77036,(713) 967-8200,(713) 541-8518,ashleigh.fritz@yesprep.org,www.yesprep.org,ASHLEIGH FRITZ   ,'06-12,823,Active,2009-08-24,2015-03-14T05:35:11,447,USCGeocoder,0,1,4.01,,197d7cec-3de4-40bb-889d-8169dd909d63,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,17754.4965441,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.7159167416,-95.5532133928,Relaxed
'101,HARRIS COUNTY,'04,'101845,YES PREP PUBLIC SCHOOLS INC,CHARTER,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,(713) 967-9000,(713) 589-2502,Jason.bernal@yesprep.org,www.yesprep.org,JASON BERNAL   ,8450,'101845006,YES PREP - BRAYS OAKS,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,9000 W BELLFORT ST,HOUSTON,TX,77031,9000 W BELLFORT ST,HOUSTON,TX,77031,(713) 967-8400,(713) 778-0917,chris.claflin@yesprep.org,www.yesprep.org,CHRISTOPHER CLAFLIN   ,'06-12,785,Active,2009-08-24,2015-03-14T05:35:11,448,USCGeocoder,0,1,4.01,,ac852da9-09ad-49e5-a357-e381fb7b1e1f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,15177.1338152,ArealInterpolationGeometricCentroid,Parcel,98.9940828402,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.6571652026,-95.5342405568,Relaxed
'101,HARRIS COUNTY,'04,'101845,YES PREP PUBLIC SCHOOLS INC,CHARTER,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,(713) 967-9000,(713) 589-2502,Jason.bernal@yesprep.org,www.yesprep.org,JASON BERNAL   ,8450,'101845007,YES PREP - NORTHSIDE,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,5215 JENSEN DR,HOUSTON,TX,77026,5215 JENSEN DR,HOUSTON,TX,77026,(713) 924-0400,(713) 589-2502,maureen.israel@yesprep.org,www.yesprep.org,MAUREEN ISRAEL   ,'06-12,564,Active,2011-08-22,2015-03-14T05:35:11,449,USCGeocoder,47,1,4.01,,9d6ff062-2a58-493e-9b16-12de09bbe7f3,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,12947.6083373,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.8074115777,-95.3435201076,Relaxed
'101,HARRIS COUNTY,'04,'101845,YES PREP PUBLIC SCHOOLS INC,CHARTER,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,(713) 967-9000,(713) 589-2502,Jason.bernal@yesprep.org,www.yesprep.org,JASON BERNAL   ,8450,'101845008,YES PREP - 5TH WARD,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,1305 BENSON ST,HOUSTON,TX,77020,1305 BENSON ST,HOUSTON,TX,77020,(713) 924-0602,(713) 670-0032,barb.campbell@yesprep.org,www.yes.prep.org,BARBARA CAMPBELL   ,'06-12,558,Active,2011-08-10,2015-03-14T05:35:11,450,USCGeocoder,0,1,4.01,,c1958c1d-2a44-4f51-9537-7d749d781476,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6246.31332458,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.7727287164,-95.3297695806,Exact
'101,HARRIS COUNTY,'04,'101845,YES PREP PUBLIC SCHOOLS INC,CHARTER,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,(713) 967-9000,(713) 589-2502,Jason.bernal@yesprep.org,www.yesprep.org,JASON BERNAL   ,8450,'101845009,YES PREP - WHITE OAK,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,5620 W TIDWELL,HOUSTON,TX,77091,(713) 967-9000,(713) 589-2502,joel.munoz@yesprep.org,www.yesprep.org,JOEL MUNOZ   ,'06-12,288,Active,2013-08-01,2015-03-14T05:35:12,451,USCGeocoder,63,1,4.01,,757ba76e-d85b-48f6-ad74-36470a56d1db,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3081.72212837,ArealInterpolationGeometricCentroid,Parcel,88.2840236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.849213367,-95.4727746087,Relaxed
'101,HARRIS COUNTY,'04,'101845,YES PREP PUBLIC SCHOOLS INC,CHARTER,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,(713) 967-9000,(713) 589-2502,Jason.bernal@yesprep.org,www.yesprep.org,JASON BERNAL   ,8450,'101845010,YES PREP NORTH FOREST,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,6602 WINFIELD RD,HOUSTON,TX,77050,(713) 967-9000,(713) 589-2502,lisa.hall@yesprep.org,,    ,'06-12,752,Active,2013-08-05,2015-03-14T05:35:12,452,USCGeocoder,63,1,4.01,,7218cead-5d6e-4a30-b700-bf97e6dcd626,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,77585.5942271,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.8983211736,-95.2916716241,Relaxed
'101,HARRIS COUNTY,'04,'101845,YES PREP PUBLIC SCHOOLS INC,CHARTER,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,6201 BONHOMME RD STE 168-N,HOUSTON,TX,77036,(713) 967-9000,(713) 589-2502,Jason.bernal@yesprep.org,www.yesprep.org,JASON BERNAL   ,8450,'101845101,YES PREP - NORTH CENTRAL,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,13701 ALDINE-WESTFIELD RD,HOUSTON,TX,77039,13703 ALDINE-WESTFIELD RD,HOUSTON,TX,77039,(281) 227-2044,(281) 227-2090,bryan.reed@yesprep.org,www.yesprep.org,BRYAN REED   ,'06-12,958,Active,2003-09-25,2015-03-14T05:35:12,453,USCGeocoder,63,1,4.01,,a6700f0f-94d8-43cd-966c-ac52d55bcff1,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,80412.6112103,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.0686885465,-95.4044661892,Relaxed
'101,HARRIS COUNTY,'04,'101846,HARMONY SCIENCE ACADEMY,CHARTER,9321 W SAM HOUSTON PKWY S,HOUSTON,TX,77099,5435 S BRAESWOOD,HOUSTON,TX,77096,(713) 343-3333,(713) 777-8555,starim@harmonytx.org,www.hsahouston.org,SONER TARIM   ,3471,'101846001,HARMONY SCIENCE ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,9431 W SAM HOUSTON PKWY S,HOUSTON,TX,77099,9431 W SAM HOUSTON PKWY S,HOUSTON,TX,77099,(713) 492-0214,(713) 640-5581,hshigh@harmonytx.org,www.hshigh.org,BURAK YILMAZ   ,'08-12,550,Active,2000-07-24,2015-03-14T05:35:12,454,USCGeocoder,47,1,4.01,,265eb1d3-c2b0-4ff4-a765-fefc2cdcd6dc,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,29.675821,-95.478871,Exact
'101,HARRIS COUNTY,'04,'101846,HARMONY SCIENCE ACADEMY,CHARTER,9321 W SAM HOUSTON PKWY S,HOUSTON,TX,77099,5435 S BRAESWOOD,HOUSTON,TX,77096,(713) 343-3333,(713) 777-8555,starim@harmonytx.org,www.hsahouston.org,SONER TARIM   ,3471,'101846002,HARMONY SCHOOL OF INNOVATION - HOUSTON,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,9421 W SAM HOUSTON PKWY S,HOUSTON,TX,77099,9421 W SAM HOUSTON PKWY S,HOUSTON,TX,77099,(713) 343-3333,(713) 777-8555,info.hsahouston@harmonytx.org,www.hsahouston.org,MR MEHMET SUBAS   ,'PK-12,580,Active,2010-08-04,2015-03-14T05:35:12,455,USCGeocoder,78,1,4.01,,6d1a5593-51f2-41fb-a83f-feac52eac688,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,24913.1691678,ArealInterpolationGeometricCentroid,Parcel,96.5680473373,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.6812240316,-95.5577035134,Relaxed
'101,HARRIS COUNTY,'04,'101846,HARMONY SCIENCE ACADEMY,CHARTER,9321 W SAM HOUSTON PKWY S,HOUSTON,TX,77099,5435 S BRAESWOOD,HOUSTON,TX,77096,(713) 343-3333,(713) 777-8555,starim@harmonytx.org,www.hsahouston.org,SONER TARIM   ,3471,'101846003,HARMONY SCHOOL OF INGENUITY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,10555 STELLA LINK RD,HOUSTON,TX,77025,10555 STELLA LINK RD,HOUSTON,TX,77025,(713) 664-1020,(713) 667-1025,eercetin@harmonytx.org,www.hsahouston.org,MR EDIB ERCETIN   ,'PK-12,589,Active,2010-08-04,2015-03-14T05:35:12,456,USCGeocoder,16,1,4.01,,706cc9b1-6312-4505-829e-423f12aaeef0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1180.84462762,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.6675876651,-95.4397004063,Exact
'101,HARRIS COUNTY,'04,'101846,HARMONY SCIENCE ACADEMY,CHARTER,9321 W SAM HOUSTON PKWY S,HOUSTON,TX,77099,5435 S BRAESWOOD,HOUSTON,TX,77096,(713) 343-3333,(713) 777-8555,starim@harmonytx.org,www.hsahouston.org,SONER TARIM   ,3471,'101846005,HARMONY SCIENCE ACADEMY - HOUSTON,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,5435 S BRAESWOOD BLVD,HOUSTON,TX,77096,5435 S BRAESWOOD BLVD,HOUSTON,TX,77096,(713) 729-4400,(713) 729-6600,eeraslan@harmonytx.org,www.hashouston.org,MR EMRULLAH ERASLAN   ,'KG-08,344,Active,2010-08-04,2015-03-14T05:35:12,457,USCGeocoder,31,1,4.01,,4d88183f-df85-4f31-a8c0-7226048a127a,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,5473.34289157,ArealInterpolationGeometricCentroid,Parcel,98.9940828402,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.6757930719,-95.4791820833,Relaxed
'101,HARRIS COUNTY,'04,'101846,HARMONY SCIENCE ACADEMY,CHARTER,9321 W SAM HOUSTON PKWY S,HOUSTON,TX,77099,5435 S BRAESWOOD,HOUSTON,TX,77096,(713) 343-3333,(713) 777-8555,starim@harmonytx.org,www.hsahouston.org,SONER TARIM   ,3471,'101846006,HARMONY SCHOOL OF FINE ARTS AND TECHNOLOGY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,9115 KIRBY DR,HOUSTON,TX,77054,9115 KIRBY DR,HOUSTON,TX,77054,(832) 433-7001,(832) 433-7083,infor.hsart@harmonytx.org,www.hsart.org,MR BULENT COBAN   ,'PK-12,744,Active,2010-08-04,2015-03-14T05:35:12,458,USCGeocoder,16,1,4.01,,ee85f7a7-e217-445f-8911-1cabba044701,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,560.854547668,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.690674048,-95.4124599948,Exact
