CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_Phillip_Tracy_output_15_pt,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902004,HOMEBOUND,ALTERNATIVE INSTRUCTIONAL,,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 838-7261,betty.grubbs@birdvilleschools.net,www.birdvilleschools.net,DR BETTY GRUBBS   ,'KG-12,0,Active,1987-07-31,2015-03-14T05:35:24,448,USCGeocoder,31,1,4.01,,59e98712-8786-4916-ac43-251c504fe1a7,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3110.90218189,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.805427235,-97.254431705,Exact
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902007,G E D,ALTERNATIVE INSTRUCTIONAL,,6010 WALKER ST,HALTOM CITY,TX,76117-4216,6010 WALKER ST,HALTOM CITY,TX,76117-4216,(817) 547-5400,(817) 831-5847,greg.farr@birdvilleschools.net,www.birdvilleschools.net,MR GREG FARR   ,'09-12,0,Active,1991-07-01,2015-03-14T05:35:24,449,USCGeocoder,31,1,4.01,,9ccea541-9e6c-40c1-ae86-74a55bdca512,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,14425.7623406,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8075204244,-97.2553957976,Exact
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902009,TARRANT CO J J A E P,JJAEP INSTRUCTIONAL,,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 838-7261,rick.kempe@birdvilleschools.net,www.birdvilleschools.net,DR RICK KEMPE   ,'06-12,-1,Active,1996-08-01,2015-03-14T05:35:24,450,USCGeocoder,0,1,4.01,,cd048670-ad44-434d-a277-774250528ecf,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3110.90218189,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.805427235,-97.254431705,Exact
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902010,BIRDVILLE H S,REGULAR INSTRUCTIONAL,,9100 MID CITIES BLVD,NORTH RICHLAND HILLS,TX,76180-4800,9100 MID CITIES BLVD,NORTH RICHLAND HILLS,TX,76180-4800,(817) 547-8000,(817) 547-8009,jason.wells@birdvilleschools.net,www.birdvilleschools.net,JASON WELLS   ,'09-12,2083,Active,1998-06-15,2015-03-14T05:35:24,451,USCGeocoder,31,1,4.01,,d75bc90d-2015-4a95-83da-5b173e7f6a80,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,277509.787709,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8600424484,-97.1906379063,Relaxed
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902012,SHANNON H S,ALTERNATIVE INSTRUCTIONAL,,6010 WALKER ST,HALTOM CITY,TX,76117,6010 WALKER ST,HALTOM CITY,TX,76117,(817) 547-5400,(817) 547-5530,grag.farr@birdvilleschools.net,schools.birdvilleschools.net/Domain/1272,GREG FARR   ,'09-12,-1,Active,2014-08-19,2015-03-14T05:35:24,452,USCGeocoder,16,1,4.01,,16808041-503c-4a38-840b-69a4d8f07a0d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,14425.7623406,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8075204244,-97.2553957976,Exact
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902041,HALTOM MIDDLE,REGULAR INSTRUCTIONAL,,5000 HIRES LN,HALTOM CITY,TX,76117-3699,5000 HIRES LN,HALTOM CITY,TX,76117-3699,(817) 547-4000,(817) 831-5778,jill.balzer@birdvilleschools.net,www.birdvilleschools.net,JILL BALZER   ,'06-08,890,Active, ,2015-03-14T05:35:24,453,USCGeocoder,16,1,4.01,,bd531d7a-606c-4808-b98d-0dadea71c576,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,59300.2465872,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8067186141,-97.2760352379,Relaxed
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902042,NORTH RICHLAND MIDDLE,REGULAR INSTRUCTIONAL,,4800 RUFE SNOW DR,NORTH RICHLAND HILLS,TX,76180-7898,4800 RUFE SNOW DR,NORTH RICHLAND HILLS,TX,76180-7898,(817) 547-4200,(817) 581-5372,ernie.valamides@birdvilleschools.net,www.birdvilleschools.net,MR ERNIE VALAMIDES   ,'06-08,827,Active, ,2015-03-14T05:35:24,454,USCGeocoder,16,1,4.01,,2751982d-fdb9-4698-a54f-283f1b1444f7,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3636.58158706,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8345843619,-97.2387077365,Exact
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902043,RICHLAND MIDDLE,REGULAR INSTRUCTIONAL,,7400 HOVENKAMP AVE,RICHLAND HILLS,TX,76118-5998,7400 HOVENKAMP AVE,RICHLAND HILLS,TX,76118-5998,(817) 547-4400,(817) 595-5139,leeann.bartee@birdvilleschools.net,www.birdvilleschools.net,DR LEEANN MICHALAK BARTEE   ,'06-08,660,Active, ,2015-03-14T05:35:24,455,USCGeocoder,31,1,4.01,,0e14790a-d2f1-430c-8957-b91d40db91a9,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,69693.9812039,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8117686774,-97.2179526419,Relaxed
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902044,NORTH OAKS MIDDLE,REGULAR INSTRUCTIONAL,,4800 JORDAN PARK DR,HALTOM CITY,TX,76117-1199,4800 JORDAN PARK DR,HALTOM CITY,TX,76117-1199,(817) 547-4600,(817) 581-5352,bob.koerner@birdvilleschools.net,www.birdvilleschools.net,DR BOB KOERNER   ,'06-08,580,Active, ,2015-03-14T05:35:24,456,USCGeocoder,16,1,4.01,,6454e3f8-cd95-40f7-a4f0-9496ccf8d63e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4048.9452138,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8317028799,-97.2791958656,Exact
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902045,WATAUGA MIDDLE,REGULAR INSTRUCTIONAL,,6300 MAURIE DR,WATAUGA,TX,76148-3199,6300 MAURIE DR,WATAUGA,TX,76148-3199,(817) 547-4800,(817) 581-5369,shannon.houston@birdvilleschools.net,www.birdvilleschools.net,SHANNON D HOUSTON   ,'06-08,760,Active, ,2015-03-14T05:35:24,457,USCGeocoder,16,1,4.01,,932d9609-54fe-4783-b530-78ee34d0341a,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,103087.241412,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8621335684,-97.2483702169,Relaxed
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902046,SMITHFIELD MIDDLE,REGULAR INSTRUCTIONAL,,8400 MAIN ST,NORTH RICHLAND HILLS,TX,76180-4199,8400 MAIN ST,NORTH RICHLAND HILL,TX,76180-4199,(817) 547-5000,(817) 581-5480,kyle.pekurney@birdvilleschools.net,www.birdvilleschools.net,KYLE PEKURNEY   ,'06-08,818,Active, ,2015-03-14T05:35:24,458,USCGeocoder,16,1,4.01,,0a85987c-756d-417a-8696-2142645973c4,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,72873.0169035,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8661023807,-97.2014238239,Relaxed
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902047,NORTH RIDGE MIDDLE,REGULAR INSTRUCTIONAL,,7332 DOUGLAS LN,NORTH RICHLAND HILLS,TX,76180-2732,7332 DOUGLAS LN,NORTH RICHLAND HILLS,TX,76180-2732,(817) 547-5200,(817) 581-5460,steve.ellis@birdvilleschools.net,www.birdvilleschools.net,MR STEVE ELLIS   ,'06-08,800,Active,1988-06-03,2015-03-14T05:35:24,459,USCGeocoder,16,1,4.01,,e099354b-1c58-46bd-b23b-92e4c83f73d8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3691.90883357,LinearInterpolationAddressRange,StreetSegment,96.0059171598,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.881162626,-97.2248554438,Relaxed
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902101,BIRDVILLE EL,REGULAR INSTRUCTIONAL,,3126 BEWLEY ST,HALTOM CITY,TX,76117-4107,3126 BEWLEY ST,HALTOM CITY,TX,76117-4107,(817) 547-1500,(817) 831-5736,cherie.wagoner@birdvilleschools.net,www.birdvilleschools.net,CHERIE WAGONER   ,'EE-05,459,Active, ,2015-03-14T05:35:24,460,USCGeocoder,31,1,4.01,,6daef835-3b8d-4538-9a61-056020a28e5e,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,25529.5015687,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8061133214,-97.2567945639,Relaxed
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902102,DAVID E SMITH EL,REGULAR INSTRUCTIONAL,,3701 N HALTOM RD,HALTOM CITY,TX,76117-2343,3701 N HALTOM RD,HALTOM CITY,TX,76117-2343,(817) 547-1600,(817) 831-5817,deborah.coulson@birdvilleschools.net,www.birdvilleschools.net,JESSICA SANDOVAL   ,'EE-05,478,Active, ,2015-03-14T05:35:24,461,USCGeocoder,63,1,4.01,,3cd87104-96c0-4c26-bba2-d216e685b2e7,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,34679.3860403,ArealInterpolationGeometricCentroid,Parcel,94.2603550296,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8184795534,-97.2744494695,Relaxed
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902103,W T FRANCISCO EL,REGULAR INSTRUCTIONAL,,3701 LAYTON AVE,HALTOM CITY,TX,76117-2738,3701 LAYTON AVE,HALTOM CITY,TX,76117-2738,(817) 547-1700,(817) 831-5724,marsha.perry@birdvilleschools.net,www.birdvilleschools.net,MARSHA PERRY   ,'EE-05,393,Active, ,2015-03-14T05:35:24,462,USCGeocoder,16,1,4.01,,bd1e71c4-db0a-463d-947f-094e794ee011,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,27647.6423795,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8180438382,-97.2831994882,Relaxed
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902104,JACK C BINION EL,REGULAR INSTRUCTIONAL,,7400 GLENVIEW DR,RICHLAND HILLS,TX,76118-5299,7400 GLENVIEW DR,RICHLAND HILLS,TX,76118-5299,(817) 547-1800,(817) 595-5111,Hilda.Hager@birdvilleschools.net,www.birdvilleschools.net,HILDA HAGER   ,'EE-05,796,Active, ,2015-03-14T05:35:24,463,USCGeocoder,0,1,4.01,,b13a6f7d-daa2-4a56-b687-27368d5eca1c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5352.61481391,LinearInterpolationAddressRange,StreetSegment,92.0118343195,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8236990845,-97.2194164738,Relaxed
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902105,ALLIENE MULLENDORE EL,REGULAR INSTRUCTIONAL,,4100 FLORY ST,NORTH RICHLAND HILLS,TX,76180-8532,4100 FLORY ST,NORTH RICHLAND HILLS,TX,76180-8532,(817) 547-1900,(817) 581-5326,billy.pope@birdvilleschools.net,www.birdvilleschools.net,WILLIAM POPE   ,'EE-05,426,Active, ,2015-03-14T05:35:24,464,USCGeocoder,31,1,4.01,,8fbb16e0-66d0-4562-bd10-fc0f66f5e226,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,36343.0467789,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8250231313,-97.2356894543,Relaxed
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902106,RICHLAND EL,REGULAR INSTRUCTIONAL,,3250 SCRUGGS PARK DR,RICHLAND HILLS,TX,76118-6399,3250 SCRUGGS PARK DR,RICHLAND HILLS,TX,76118-6399,(817) 547-2000,(817) 595-5110,jed.carleton@birdvilleschools.net,www.birdvilleschools.net,JED CARLETON   ,'EE-05,321,Active, ,2015-03-14T05:35:24,465,USCGeocoder,94,1,4.01,,a582553e-bacb-4659-b140-69efa8a8cb29,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,48671.0543357,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8067082367,-97.2307614533,Relaxed
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902107,SMITHFIELD EL,REGULAR INSTRUCTIONAL,,6724 SMITHFIELD RD,NORTH RICHLAND HILLS,TX,76180-3999,6724 SMITHFIELD RD,NORTH RICHLAND HILLS,TX,76180-3999,(817) 547-2100,(817) 581-5377,greg.bicknell@birdvilleschools.net,www.birdvilleschools.net,MELISSA MINIX   ,'EE-05,437,Active, ,2015-03-14T05:35:24,466,USCGeocoder,31,1,4.01,,279cdbaa-528b-49e0-bc19-54f317936a79,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,21699.8079016,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.869905436,-97.2112393006,Relaxed
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902108,SNOW HEIGHTS EL,REGULAR INSTRUCTIONAL,,4801 VANCE RD,NORTH RICHLAND HILLS,TX,76180-7969,4801 VANCE RD,NORTH RICHLAND HILLS,TX,76180-7969,(817) 547-2200,(817) 581-5323,mike.dukes@birdvilleschools.net,www.birdvilleschools.net,MIKE DUKES   ,'EE-05,431,Active, ,2015-03-14T05:35:24,467,USCGeocoder,16,1,4.01,,f02c9e9b-6cfc-4a0f-b1dd-686987fee4ad,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,83961.0145099,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8354279413,-97.2359572931,Relaxed
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902109,MAJOR CHENEY EL AT SOUTH BIRDVILLE,REGULAR INSTRUCTIONAL,,2600 SOLANA ST,HALTOM CITY,TX,76117-4894,2600 SOLANA ST,HALTOM CITY,TX,76117-4894,(817) 547-2300,(817) 831-5798,han.arthurs@birdvilleschools.net,www.birdvilleschools.net,HAN S ARTHURS   ,'EE-05,464,Active, ,2015-03-14T05:35:24,468,USCGeocoder,16,1,4.01,,ef3bf11b-bde2-4c48-83be-97e8ebdf6ca2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1709.25711753,LinearInterpolationAddressRange,StreetSegment,95.5621301775,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7984569822,-97.2518656889,Relaxed;Soundex
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902110,O H STOWE EL,REGULAR INSTRUCTIONAL,,4201 RITA LN,HALTOM CITY,TX,76117-1928,4201 RITA LN,HALTOM CITY,TX,76117-1928,(817) 547-2400,(817) 581-5328,Mike.Moon@birdvilleschools.net,www.birdvilleschools.net,MR MIKE MOON   ,'EE-05,789,Active, ,2015-03-14T05:35:24,469,USCGeocoder,16,1,4.01,,d5187e47-a425-46cd-8a65-5a4f72651550,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,32134.0049989,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8263593195,-97.2700719431,Relaxed
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902111,ACADEMY AT WEST BIRDVILLE,REGULAR INSTRUCTIONAL,,3001 LAYTON AVE,HALTOM CITY,TX,76117-3999,3001 LAYTON AVE,HALTOM CITY,TX,76117-3999,(817) 547-2500,(817) 831-5795,lindi.andrews@birdvilleschools.net,www.birdvilleschools.net,TIM DRYSDALE   ,'EE-05,700,Active, ,2015-03-14T05:35:24,470,USCGeocoder,16,1,4.01,,f9542e8e-9711-40a8-8ec5-01cf535d91bb,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,35682.917461,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8004557437,-97.283056688,Relaxed
'220,TARRANT COUNTY,'11,'220902,BIRDVILLE ISD,INDEPENDENT,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117-4204,(817) 547-5700,(817) 831-5755,mark.thomas@birdvilleschools.net,www.birdvilleschools.net,DR DARRELL G BROWN   ,24389,'220902112,HOLIDAY HEIGHTS EL,REGULAR INSTRUCTIONAL,,5221 SUSAN LEE LN,NORTH RICHLAND HILLS,TX,76180-6898,5221 SUSAN LEE LN,NORTH RICHLAND HILLS,TX,76180-6898,(817) 547-2600,(817) 581-5396,kaynee.correoso@birdvilleschools.net,www.birdvilleschools.net,KAYNEE CORREOSO   ,'EE-05,686,Active, ,2015-03-14T05:35:24,471,USCGeocoder,31,1,4.01,,b1ab8fe0-678e-49db-b699-f46bfbd7d88e,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,36144.589069,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8424229049,-97.2194757658,Relaxed
