CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_laurenflorence_output_05_lf,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'057,DALLAS COUNTY,'10,'057910,GRAND PRAIRIE ISD,INDEPENDENT,BOX 531170,GRAND PRAIRIE,TX,75053-1170,2602 S BELT LINE RD,GRAND PRAIRIE,TX,75052-5344,(972) 264-6141,(972) 237-5440,patty.busby@gpisd.org,www.gpisd.org/,DR SUSAN SIMPSON   ,28340,'057910136,UPLIFT LEE,REGULAR INSTRUCTIONAL,CAMPUS CHARTER,401 E GRAND PRAIRIE RD,GRAND PRAIRIE,TX,75051.0,401 E GRAND PRAIRIE RD,GRAND PRAIRIE,TX,75051.0, , ,jung.cho@gpisd.org,,    ,'KG-03,0,Under Construction,42046.0,2015-03-14T05:35:06,398,USCGeocoder,31,1,4.01,,e6fd9c85-ae17-40c8-8137-caa89def276f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3956.79755574,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7421790319,-97.0000684701,Exact
'057,DALLAS COUNTY,'10,'057910,GRAND PRAIRIE ISD,INDEPENDENT,BOX 531170,GRAND PRAIRIE,TX,75053-1170,2602 S BELT LINE RD,GRAND PRAIRIE,TX,75052-5344,(972) 264-6141,(972) 237-5440,patty.busby@gpisd.org,www.gpisd.org/,DR SUSAN SIMPSON   ,28340,'057910137,WILLIAM B TRAVIS WORLD LANGUAGE ACADEMY,REGULAR INSTRUCTIONAL,CAMPUS CHARTER,525 NE 15TH ST,GRAND PRAIRIE,TX,75050.0,525 NE 15TH ST,GRAND PRAIRIE,TX,75050.0, , ,robert.waller@gpisd.org,,    ,'PK-06,0,Under Construction,42046.0,2015-03-14T05:35:06,399,USCGeocoder,78,1,4.01,,9ebad1ae-cf77-4e35-bd2e-3e4d492fe2bc,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2186.12879176,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7520397362,-96.986147146,Exact
'057,DALLAS COUNTY,'10,'057910,GRAND PRAIRIE ISD,INDEPENDENT,BOX 531170,GRAND PRAIRIE,TX,75053-1170,2602 S BELT LINE RD,GRAND PRAIRIE,TX,75052-5344,(972) 264-6141,(972) 237-5440,patty.busby@gpisd.org,www.gpisd.org/,DR SUSAN SIMPSON   ,28340,'057910138,CROCKETT EARLY EDUCATION SCHOOL,REGULAR INSTRUCTIONAL,,1340 SKYLINE RD,GRAND PRAIRIE,TX,75051.0,1340 SKYLINE RD,GRAND PRAIRIE,TX,75051.0, , ,linda.ellis@gpisd.org,,    ,'EE-PK,0,Under Construction,42052.0,2015-03-14T05:35:06,400,USCGeocoder,47,1,4.01,,7d29f9a6-6dee-47b0-bc25-2382a4503a1a,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.718397,-96.987928,Exact
'057,DALLAS COUNTY,'10,'057911,HIGHLAND PARK ISD,INDEPENDENT,7015 WESTCHESTER DR,DALLAS,TX,75205-1061,7015 WESTCHESTER DR,DALLAS,TX,75205-1061,(214) 780-3000,(214) 780-3099,poteata@hpisd.org,www.hpisd.org,DR DAWSON ORR   ,7091,'057911001,HIGHLAND PARK H S,REGULAR INSTRUCTIONAL,,4220 EMERSON AVE,DALLAS,TX,75205-1099,4220 EMERSON AVE,DALLAS,TX,75205-1099,(214) 780-3700,(214) 780-3799,kellyw@hpisd.org,,WALTER KELLY   ,'09-12,2140,Active, ,2015-03-14T05:35:06,401,USCGeocoder,31,1,4.01,,9a9dd389-ead4-4642-901c-24d0d44b4983,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3552.56530287,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8464418669,-96.8071571595,Relaxed
'057,DALLAS COUNTY,'10,'057911,HIGHLAND PARK ISD,INDEPENDENT,7015 WESTCHESTER DR,DALLAS,TX,75205-1061,7015 WESTCHESTER DR,DALLAS,TX,75205-1061,(214) 780-3000,(214) 780-3099,poteata@hpisd.org,www.hpisd.org,DR DAWSON ORR   ,7091,'057911002,HIGHLAND PARK ALTER ED CTR,ALTERNATIVE INSTRUCTIONAL,,4220 EMERSON AVE,DALLAS,TX,75205-1099,4220 EMERSON AVE,DALLAS,TX,75205-1099,(214) 780-3700,(214) 780-3799,,,MR PATRICK CATES   ,'07-12,0,Active,35247.0,2015-03-14T05:35:06,402,USCGeocoder,16,1,4.01,,5a7ee6bf-eb1e-4761-8e88-ce13844f41a0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3552.56530287,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8464418669,-96.8071571595,Relaxed
'057,DALLAS COUNTY,'10,'057911,HIGHLAND PARK ISD,INDEPENDENT,7015 WESTCHESTER DR,DALLAS,TX,75205-1061,7015 WESTCHESTER DR,DALLAS,TX,75205-1061,(214) 780-3000,(214) 780-3099,poteata@hpisd.org,www.hpisd.org,DR DAWSON ORR   ,7091,'057911007,P A S S LEARNING CTR,JJAEP INSTRUCTIONAL,,1673 TERRE COLONY CT,DALLAS,TX,75212.0,1673 TERRE COLONY CT,DALLAS,TX,75212.0,(214) 780-3700, ,,,    ,'05-12,0,Active,35065.0,2015-03-14T05:35:06,403,USCGeocoder,16,1,4.01,,92f0559e-b184-4ed0-9e1f-e62fc1e3cc09,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,98086.4852536,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7704644959,-96.8661694344,Exact
'057,DALLAS COUNTY,'10,'057911,HIGHLAND PARK ISD,INDEPENDENT,7015 WESTCHESTER DR,DALLAS,TX,75205-1061,7015 WESTCHESTER DR,DALLAS,TX,75205-1061,(214) 780-3000,(214) 780-3099,poteata@hpisd.org,www.hpisd.org,DR DAWSON ORR   ,7091,'057911041,HIGHLAND PARK MIDDLE,REGULAR INSTRUCTIONAL,,3555 GRANADA AVE,DALLAS,TX,75205-2299,3555 GRANADA AVE,DALLAS,TX,75205-2299,(214) 780-3600,(214) 780-3699,nortonl@hpisd.org,,LAURIE NORTON   ,'07-08,1089,Active, ,2015-03-14T05:35:06,404,USCGeocoder,16,1,4.01,,b1b7581d-4c91-46cc-a5b7-4eebd9e36fd7,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5218.52693144,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8416358611,-96.7908559407,Relaxed
'057,DALLAS COUNTY,'10,'057911,HIGHLAND PARK ISD,INDEPENDENT,7015 WESTCHESTER DR,DALLAS,TX,75205-1061,7015 WESTCHESTER DR,DALLAS,TX,75205-1061,(214) 780-3000,(214) 780-3099,poteata@hpisd.org,www.hpisd.org,DR DAWSON ORR   ,7091,'057911101,ARMSTRONG ELEMENTARY,REGULAR INSTRUCTIONAL,,3600 CORNELL AVE,DALLAS,TX,75205-2819,3600 CORNELL AVE,DALLAS,TX,75205-2819,(214) 780-3100,(214) 780-3199,,,DR SKIP MORAN   ,'EE KG-04,577,Active, ,2015-03-14T05:35:06,405,USCGeocoder,78,1,4.01,,d159635d-74a4-4ca2-a4b6-9f84f1493caa,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3106.3532878,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8335762881,-96.7909969582,Relaxed
'057,DALLAS COUNTY,'10,'057911,HIGHLAND PARK ISD,INDEPENDENT,7015 WESTCHESTER DR,DALLAS,TX,75205-1061,7015 WESTCHESTER DR,DALLAS,TX,75205-1061,(214) 780-3000,(214) 780-3099,poteata@hpisd.org,www.hpisd.org,DR DAWSON ORR   ,7091,'057911102,BRADFIELD ELEMENTARY,REGULAR INSTRUCTIONAL,,4300 SOUTHERN AVE,DALLAS,TX,75205-2640,4300 SOUTHERN AVE,DALLAS,TX,75205-2640,(214) 780-3200,(214) 780-3299,,,CHRISTINE BRUNER   ,'EE KG-04,747,Active, ,2015-03-14T05:35:06,406,USCGeocoder,47,1,4.01,,44689ab0-6a35-4e60-9127-de3949087cb1,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7442.19056834,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8359293838,-96.8069833977,Relaxed
'057,DALLAS COUNTY,'10,'057911,HIGHLAND PARK ISD,INDEPENDENT,7015 WESTCHESTER DR,DALLAS,TX,75205-1061,7015 WESTCHESTER DR,DALLAS,TX,75205-1061,(214) 780-3000,(214) 780-3099,poteata@hpisd.org,www.hpisd.org,DR DAWSON ORR   ,7091,'057911103,HYER EL,REGULAR INSTRUCTIONAL,,3920 CARUTH BLVD,DALLAS,TX,75225-5401,3920 CARUTH BLVD,DALLAS,TX,75225-5401,(214) 780-3300,(214) 780-3399,gilberj@hpisd.org,,JEREMY GILBERT   ,'EE KG-04,736,Active, ,2015-03-14T05:35:06,407,USCGeocoder,31,1,4.01,,d3537c16-3ae8-43b8-9ac7-5d4a13c41e62,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9350.76610864,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8589596511,-96.8021250278,Relaxed
'057,DALLAS COUNTY,'10,'057911,HIGHLAND PARK ISD,INDEPENDENT,7015 WESTCHESTER DR,DALLAS,TX,75205-1061,7015 WESTCHESTER DR,DALLAS,TX,75205-1061,(214) 780-3000,(214) 780-3099,poteata@hpisd.org,www.hpisd.org,DR DAWSON ORR   ,7091,'057911104,UNIVERSITY PARK ELEMENTARY,REGULAR INSTRUCTIONAL,,3505 AMHERST AVE,DALLAS,TX,75225-7420,3505 AMHERST AVE,DALLAS,TX,75225-7420,(214) 780-3400,(214) 780-3499,,,DR LYNDA CARTER   ,'EE KG-04,706,Active, ,2015-03-14T05:35:06,408,USCGeocoder,47,1,4.01,,b56d964c-44fe-4f0f-b8a7-0248be48e82e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5090.03253389,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8519760168,-96.7901978735,Relaxed
'057,DALLAS COUNTY,'10,'057911,HIGHLAND PARK ISD,INDEPENDENT,7015 WESTCHESTER DR,DALLAS,TX,75205-1061,7015 WESTCHESTER DR,DALLAS,TX,75205-1061,(214) 780-3000,(214) 780-3099,poteata@hpisd.org,www.hpisd.org,DR DAWSON ORR   ,7091,'057911105,MCCULLOCH INTERMEDIATE SCHOOL,REGULAR INSTRUCTIONAL,,3555 GRANADA AVE,DALLAS,TX,75205-2235,3555 GRANADA AVE,DALLAS,TX,75205-2235,(214) 780-3500,(214) 780-3599,,,MS LAURIE NORTON   ,'05-06,1096,Active,34925.0,2015-03-14T05:35:06,409,USCGeocoder,16,1,4.01,,54c50430-6dba-4b75-9d1b-c8a6d56851e8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5218.52693144,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8416358611,-96.7908559407,Relaxed
'057,DALLAS COUNTY,'10,'057912,IRVING ISD,INDEPENDENT,P O BOX 152637,IRVING,TX,75015-2637,2621 W AIRPORT FWY,IRVING,TX,75062-6020,(972) 600-5000,(972) 215-5003,jparra@irvingisd.net,www.irvingisd.net,DR JOSE PARRA   ,35191,'057912002,IRVING H S,REGULAR INSTRUCTIONAL,,900 N O'CONNOR RD,IRVING,TX,75061-4595,900 N O'CONNOR RD,IRVING,TX,75061-4595,(972) 600-6300,(972) 273-8319,ahgomez@irvingisd.net,www.irvingisd.net,AHNA GOMEZ   ,'09-12,2429,Active, ,2015-03-14T05:35:06,410,USCGeocoder,47,1,4.01,,84e3593f-66e5-4e98-a259-7d0128ed1a41,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,21910.8988126,LinearInterpolationAddressRange,StreetSegment,96.1961115807,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8225720319,-96.949789312,Relaxed;Soundex
'057,DALLAS COUNTY,'10,'057912,IRVING ISD,INDEPENDENT,P O BOX 152637,IRVING,TX,75015-2637,2621 W AIRPORT FWY,IRVING,TX,75062-6020,(972) 600-5000,(972) 215-5003,jparra@irvingisd.net,www.irvingisd.net,DR JOSE PARRA   ,35191,'057912003,MACARTHUR H S,REGULAR INSTRUCTIONAL,,3700 N MAC ARTHUR BLVD,IRVING,TX,75062-3699,3700 N MAC ARTHUR BLVD,IRVING,TX,75062-3699,(972) 600-7200,(972) 261-2299,dacummings@irvingisd.net,www.macards.com,DANIEL CUMMINGS   ,'09-12,2759,Active, ,2015-03-14T05:35:06,411,USCGeocoder,31,1,4.01,,85d91772-826d-4113-87dc-be75ea48d456,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.853787,-96.957147,Exact
'057,DALLAS COUNTY,'10,'057912,IRVING ISD,INDEPENDENT,P O BOX 152637,IRVING,TX,75015-2637,2621 W AIRPORT FWY,IRVING,TX,75062-6020,(972) 600-5000,(972) 215-5003,jparra@irvingisd.net,www.irvingisd.net,DR JOSE PARRA   ,35191,'057912004,NIMITZ H S,REGULAR INSTRUCTIONAL,,100 W OAKDALE,IRVING,TX,75060-6899,100 W OAKDALE,IRVING,TX,75060-6899,(972) 600-5700,(972) 273-8610,cmauricio@irvingisd.net,www.irvingisd.net,CURTIS MAURICIO   ,'09-12,2409,Active, ,2015-03-14T05:35:06,412,USCGeocoder,31,1,4.01,,31c44a88-d3b4-4e9e-95b7-2bd63d8cc289,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2855.98579121,LinearInterpolationAddressRange,StreetSegment,92.899408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7938048554,-96.9468448142,Relaxed
'057,DALLAS COUNTY,'10,'057912,IRVING ISD,INDEPENDENT,P O BOX 152637,IRVING,TX,75015-2637,2621 W AIRPORT FWY,IRVING,TX,75062-6020,(972) 600-5000,(972) 215-5003,jparra@irvingisd.net,www.irvingisd.net,DR JOSE PARRA   ,35191,'057912005,BARBARA CARDWELL CAREER PREPARATORY CENTER,ALTERNATIVE INSTRUCTIONAL,,101 E UNION BOWER RD,IRVING,TX,75061-7568,101 E UNION BOWER RD,IRVING,TX,75061-7568,(972) 600-6140,(972) 273-6188,dbrown01@irvingisd.net,www.irvingisd.net,DEEADRA BROWN   ,'06-12,398,Active, ,2015-03-14T05:35:06,413,USCGeocoder,47,1,4.01,,d4a6b4af-328b-42ce-aee2-a7f6af4bbe1b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3385.1938845,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8213121654,-96.9462606622,Exact
'057,DALLAS COUNTY,'10,'057912,IRVING ISD,INDEPENDENT,P O BOX 152637,IRVING,TX,75015-2637,2621 W AIRPORT FWY,IRVING,TX,75062-6020,(972) 600-5000,(972) 215-5003,jparra@irvingisd.net,www.irvingisd.net,DR JOSE PARRA   ,35191,'057912006,JACK E SINGLEY ACADEMY,REGULAR INSTRUCTIONAL,,4601 N MACARTHUR BLVD,IRVING,TX,75038.0,4601 N MACARTHUR BLVD,IRVING,TX,75038.0,(972) 600-5300,(972) 258-5301,tsmalskas@irvingisd.net,,TAMY SMALSKAS   ,'09-12,1726,Active, ,2015-03-14T05:35:06,414,USCGeocoder,31,1,4.01,,632a8cd4-d761-4ded-97c4-d52c61a092bf,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,765.549174996,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.872711783,-96.9592139107,Exact
'057,DALLAS COUNTY,'10,'057912,IRVING ISD,INDEPENDENT,P O BOX 152637,IRVING,TX,75015-2637,2621 W AIRPORT FWY,IRVING,TX,75062-6020,(972) 600-5000,(972) 215-5003,jparra@irvingisd.net,www.irvingisd.net,DR JOSE PARRA   ,35191,'057912007,DALLAS CO SCHOOL FOR ACCELERATED LRNG,JJAEP INSTRUCTIONAL,,1673 TERRE COLONY DR,DALLAS,TX,75212.0,1673 TERRE COLONY DR,DALLAS,TX,75212.0,(214) 652-7113,(214) 376-6205,vernetta.kinnard@dallascounty.org,www.irvingisd.net,MR GAYLON GARRISON   ,'05-12,24,Active, ,2015-03-14T05:35:06,415,USCGeocoder,16,1,4.01,,e644d345-7c25-4998-a1f3-5f126a9095c1,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,98086.4852536,LinearInterpolationAddressRange,StreetSegment,94.0828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7704644959,-96.8661694344,Relaxed
'057,DALLAS COUNTY,'10,'057912,IRVING ISD,INDEPENDENT,P O BOX 152637,IRVING,TX,75015-2637,2621 W AIRPORT FWY,IRVING,TX,75062-6020,(972) 600-5000,(972) 215-5003,jparra@irvingisd.net,www.irvingisd.net,DR JOSE PARRA   ,35191,'057912009,SECONDARY REASSIGN CTR,DAEP INSTRUCTIONAL,,3207 W PIONEER,IRVING,TX,75061-4169,3207 W PIONEER,IRVING,TX,75061-4169,(972) 600-4600,(972) 313-4602,rnolly@irvingisd.net,www.irvingisd.net,RICK NOLLY   ,'KG-12,0,Active,34835.0,2015-03-14T05:35:06,416,USCGeocoder,31,1,4.01,,5b831583-239b-4af6-a4ae-8e50e278cfe8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1366.87771897,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8285699451,-96.9903705368,Relaxed
'057,DALLAS COUNTY,'10,'057912,IRVING ISD,INDEPENDENT,P O BOX 152637,IRVING,TX,75015-2637,2621 W AIRPORT FWY,IRVING,TX,75062-6020,(972) 600-5000,(972) 215-5003,jparra@irvingisd.net,www.irvingisd.net,DR JOSE PARRA   ,35191,'057912041,BOWIE MIDDLE,REGULAR INSTRUCTIONAL,,600 E 6TH ST,IRVING,TX,75060-4299,600 E 6TH ST,IRVING,TX,75060-4299,(972) 600-3000,(972) 721-3044,jerose@irvingisd.net,www.irvingisd.net,JESSICA ROSE   ,'06-08,962,Active, ,2015-03-14T05:35:06,417,USCGeocoder,16,1,4.01,,f144b543-7b3c-4856-9f4a-de797041c162,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2715.55705056,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8085287317,-96.9403150724,Exact
'057,DALLAS COUNTY,'10,'057912,IRVING ISD,INDEPENDENT,P O BOX 152637,IRVING,TX,75015-2637,2621 W AIRPORT FWY,IRVING,TX,75062-6020,(972) 600-5000,(972) 215-5003,jparra@irvingisd.net,www.irvingisd.net,DR JOSE PARRA   ,35191,'057912042,CROCKETT MIDDLE,REGULAR INSTRUCTIONAL,,2431 HANCOCK ST,IRVING,TX,75061-1899,2431 HANCOCK ST,IRVING,TX,75061-1899,(972) 600-4700,(972) 313-4770,redwards@irvingisd.net,www.irvingisd.net,RAYMOND EDWARDS   ,'06-08,911,Active, ,2015-03-14T05:35:06,418,USCGeocoder,16,1,4.01,,73c340bb-63fd-41ae-a2ab-e1fa317ec0f3,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8764.10509502,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8343900348,-96.9771975795,Exact
'057,DALLAS COUNTY,'10,'057912,IRVING ISD,INDEPENDENT,P O BOX 152637,IRVING,TX,75015-2637,2621 W AIRPORT FWY,IRVING,TX,75062-6020,(972) 600-5000,(972) 215-5003,jparra@irvingisd.net,www.irvingisd.net,DR JOSE PARRA   ,35191,'057912043,TRAVIS MIDDLE,REGULAR INSTRUCTIONAL,,1600 FINLEY RD,IRVING,TX,75062-4399,1600 FINLEY RD,IRVING,TX,75062-4399,(972) 600-0100,(972) 261-2450,lgilcrease@irvingisd.net,www.irvingisd.net,LAURA GILCREASE   ,'06-08,997,Active, ,2015-03-14T05:35:06,419,USCGeocoder,47,1,4.01,,3f6fd816-5deb-4dc2-8457-dacb7ead6f31,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7497.46853704,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8511120307,-96.9648581524,Exact
'057,DALLAS COUNTY,'10,'057912,IRVING ISD,INDEPENDENT,P O BOX 152637,IRVING,TX,75015-2637,2621 W AIRPORT FWY,IRVING,TX,75062-6020,(972) 600-5000,(972) 215-5003,jparra@irvingisd.net,www.irvingisd.net,DR JOSE PARRA   ,35191,'057912044,LAMAR MIDDLE,REGULAR INSTRUCTIONAL,,219 CRANDALL RD,IRVING,TX,75060-2297,219 CRANDALL RD,IRVING,TX,75060-2297,(972) 600-4400,(972) 313-4499,jmoreno@irvingisd.net,www.irvingisd.net,JOE MORENO   ,'06-08,809,Active, ,2015-03-14T05:35:06,420,USCGeocoder,47,1,4.01,,faff26d8-4aa8-47c1-910e-06a5250a8f5c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4558.78774105,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.813925473,-96.9816705907,Exact
'057,DALLAS COUNTY,'10,'057912,IRVING ISD,INDEPENDENT,P O BOX 152637,IRVING,TX,75015-2637,2621 W AIRPORT FWY,IRVING,TX,75062-6020,(972) 600-5000,(972) 215-5003,jparra@irvingisd.net,www.irvingisd.net,DR JOSE PARRA   ,35191,'057912045,AUSTIN MIDDLE,REGULAR INSTRUCTIONAL,,825 E UNION BOWER RD,IRVING,TX,75061-4999,825 E UNION BOWER RD,IRVING,TX,75061-4999,(972) 600-3100,(972) 721-3105,treeves@irvingisd.net,www.irvingisd.net,TOSCHA REEVES   ,'06-08,994,Active, ,2015-03-14T05:35:06,421,USCGeocoder,109,1,4.01,,5fbee6f9-7e11-4fcf-997e-a12cd2833fba,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1624.75507566,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.822190158,-96.938528449,Exact
'057,DALLAS COUNTY,'10,'057912,IRVING ISD,INDEPENDENT,P O BOX 152637,IRVING,TX,75015-2637,2621 W AIRPORT FWY,IRVING,TX,75062-6020,(972) 600-5000,(972) 215-5003,jparra@irvingisd.net,www.irvingisd.net,DR JOSE PARRA   ,35191,'057912046,HOUSTON MIDDLE,REGULAR INSTRUCTIONAL,,3033 W COUNTRY CLUB RD,IRVING,TX,75038-5499,3033 W COUNTRY CLUB RD,IRVING,TX,75038-5499,(972) 600-7500,(972) 261-2399,ddahl@irvingisd.net,www.irvingisd.net,DIONN DAHL   ,'06-08,925,Active, ,2015-03-14T05:35:06,422,USCGeocoder,63,1,4.01,,de172247-d728-48a1-9bb0-126a7b3e0a7f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,18714.5622979,LinearInterpolationAddressRange,StreetSegment,93.4319526627,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8599432546,-96.9875420661,Relaxed
'057,DALLAS COUNTY,'10,'057912,IRVING ISD,INDEPENDENT,P O BOX 152637,IRVING,TX,75015-2637,2621 W AIRPORT FWY,IRVING,TX,75062-6020,(972) 600-5000,(972) 215-5003,jparra@irvingisd.net,www.irvingisd.net,DR JOSE PARRA   ,35191,'057912048,LORENZO DE ZAVALA MIDDLE,REGULAR INSTRUCTIONAL,,707 W PIONNER RD,IRVING,TX,75061.0,707 W PIONEER RD,IRVING,TX,75061.0,(972) 600-6000,(972) 273-8924,ahorgan@irvingisd.net,www.irvingisd.net,ANIKA HORGAN   ,'06-08,860,Active,35947.0,2015-03-14T05:35:06,423,USCGeocoder,16,1,4.01,,f5af10ca-63d4-4bd5-866d-fdde6a4b89bd,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5170.04057927,LinearInterpolationAddressRange,StreetSegment,94.0828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8188868218,-96.9544685371,Relaxed
