CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_Manzhi_output_17_mw,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'233,VAL VERDE COUNTY,'15,'233901,SAN FELIPE-DEL RIO CISD,INDEPENDENT,P O DRAWER 428002,DEL RIO,TX,78842.0,205 MEMORIAL DR,DEL RIO,TX,78842.0,(830) 778-4007,(830) 774-9892,carlos.rios@sfdr-cisd.org,www.sfdr-cisd.org,DR CARLOS RIOS   ,10666,'233901111,RUBEN CHAVIRA EL,REGULAR INSTRUCTIONAL,,P O BOX 428002,DEL RIO,TX,78842.0,2253 S US HWY 277,DEL RIO,TX,78840.0,(830) 778-4668,(830) 778-4921,jose.perez@sfdr-cisd.org,www.sfdr-cisd.org,MR JOSE PEREZ   ,'KG-05,576,Active, ,2015-03-14T05:35:00,370,USCGeocoder,63,1,4.01,,d7add0f0-02c6-47ea-9eaf-f0e2974e433c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7086.5860431,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.3907251363,-100.904976458,Relaxed
'233,VAL VERDE COUNTY,'15,'233901,SAN FELIPE-DEL RIO CISD,INDEPENDENT,P O DRAWER 428002,DEL RIO,TX,78842.0,205 MEMORIAL DR,DEL RIO,TX,78842.0,(830) 778-4007,(830) 774-9892,carlos.rios@sfdr-cisd.org,www.sfdr-cisd.org,DR CARLOS RIOS   ,10666,'233901112,DR FERMIN CALDERON EL,REGULAR INSTRUCTIONAL,,P O BOX 428002,DEL RIO,TX,78842.0,1900 HWY 90 E,DEL RIO,TX,78840.0,(830) 778-4620,(830) 774-9975,briana.muraira@sfdr-cisd.org,www.sfdr-cisd.org,MS BRIANA MURAIRA   ,'EE-12,632,Active,32324.0,2015-03-14T05:35:00,371,USCGeocoder,94,1,4.01,,a8bb3e9e-f504-4ed0-ad42-d2557d78e461,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,29.373237,-100.876499,Exact
'233,VAL VERDE COUNTY,'15,'233901,SAN FELIPE-DEL RIO CISD,INDEPENDENT,P O DRAWER 428002,DEL RIO,TX,78842.0,205 MEMORIAL DR,DEL RIO,TX,78842.0,(830) 778-4007,(830) 774-9892,carlos.rios@sfdr-cisd.org,www.sfdr-cisd.org,DR CARLOS RIOS   ,10666,'233901113,DR LONNIE GREEN JR EL,REGULAR INSTRUCTIONAL,,P O BOX 428002,DEL RIO,TX,78842.0,905 CANTU RD,DEL RIO,TX,78840.0,(830) 778-4756,(830) 774-9532,jane.villarreal@sfdr-cisd.org,www.sfdr-cisd.org,MS JANE VILLARREAL   ,'EE-05,728,Active,34942.0,2015-03-14T05:35:00,372,USCGeocoder,16,1,4.01,,475b7ae9-11a9-49a8-9e6d-f010240fa30f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1514.77464697,LinearInterpolationAddressRange,StreetSegment,94.0828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.3520891478,-100.890826911,Relaxed
'233,VAL VERDE COUNTY,'15,'233901,SAN FELIPE-DEL RIO CISD,INDEPENDENT,P O DRAWER 428002,DEL RIO,TX,78842.0,205 MEMORIAL DR,DEL RIO,TX,78842.0,(830) 778-4007,(830) 774-9892,carlos.rios@sfdr-cisd.org,www.sfdr-cisd.org,DR CARLOS RIOS   ,10666,'233901119,JUVENILE DETENTION CENTER,JJAEP INSTRUCTIONAL,,P O BOX 420128,DEL RIO,TX,78840-0128,GRINER ST,DEL RIO,TX,78842.0,(830) 778-4450,(830) 778-4905,ramon.menchaca@sfdr-cisd.org,www.sfdr-cisd.org,    ,'06-12,0,Active,35673.0,2015-03-14T05:35:00,373,USCGeocoder,31,1,4.01,,f857f7ab-e482-42d8-aaaf-9cd87f6d5919,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Unknown,,,0,,,Exact
'233,VAL VERDE COUNTY,'15,'233903,COMSTOCK ISD,INDEPENDENT,P O BOX 905,COMSTOCK,TX,78837-0905,101 SANDERSON ST,COMSTOCK,TX,78837-0905,(432) 292-4444,(432) 292-4436,okwolf@comstockisd.net,www.comstockisd.net,MR ORLIE K WOLFENBARGER III   ,206,'233903001,COMSTOCK SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 905,COMSTOCK,TX,78837-0905,101 SANDERSON ST,COMSTOCK,TX,78837-0905,(432) 292-4444,(432) 292-4436,okwolf@comstockisd.net,www.comstockisd.net,MRS DARLENE STEVENS   ,'KG-12,206,Active, ,2015-03-14T05:35:00,374,USCGeocoder,31,1,4.01,,1145a11e-0e00-40ed-987e-cc5ad0785217,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,29.5322375,-101.039835,Exact
'234,VAN ZANDT COUNTY,'07,'234801,RANCH ACADEMY,CHARTER,3120 VZCR 2318,CANTON,TX,75103.0,3120 VZCR 2318,CANTON,TX,75103.0,(903) 479-3601,(903) 479-1161,mpardue@raschools.com,,MELISSA PARDUE   ,114,'234801001,RANCH ACADEMY,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,3120 VZCR 2318,CANTON,TX,75103.0,3120 VZCR 2318,CANTON,TX,75103.0,(903) 479-3601,(903) 479-1161,mpardue@raschools.com,,MS MELISSA PARDUE   ,'06-12,76,Active,34699.0,2015-03-14T05:35:00,375,USCGeocoder,31,1,4.01,,93149f8f-9d45-4e8d-98cd-b9794dce31b4,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,174700.427435,LinearInterpolationAddressRange,StreetSegment,89.0088757396,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.528111416,-95.7493022289,Relaxed;Soundex
'234,VAN ZANDT COUNTY,'07,'234801,RANCH ACADEMY,CHARTER,3120 VZCR 2318,CANTON,TX,75103.0,3120 VZCR 2318,CANTON,TX,75103.0,(903) 479-3601,(903) 479-1161,mpardue@raschools.com,,MELISSA PARDUE   ,114,'234801002,RANCH ACADEMY - TYLER CAMPUS,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,3120 VZCR 2318,CANTON,TX,75103.0,14023 STATE HWY 155 S,TYLER,TX,75703.0,(903) 939-8000,(903) 939-8045,mvonsenden@raschools.com,,MELISSA VONSENDEN   ,'01-12,38,Active,38223.0,2015-03-14T05:35:00,376,USCGeocoder,94,1,4.01,,2bbb2f7b-49e6-4074-9e0c-bff41c40d006,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9988.02915797,LinearInterpolationAddressRange,StreetSegment,96.6272189349,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.2790425663,-95.3625317796,Relaxed
'234,VAN ZANDT COUNTY,'10,'234902,CANTON ISD,INDEPENDENT,225 W ELM ST,CANTON,TX,75103-1799,225 W ELM ST,CANTON,TX,75103-1799,(903) 567-4179,(903) 567-2370,stwilk@cantonisd.net,www.cantonisd.net,MR JAY TULLOS   ,2062,'234902001,CANTON H S,REGULAR INSTRUCTIONAL,,1110 W HWY 243,CANTON,TX,75103-2031,1110 W HWY 243,CANTON,TX,75103-2031,(903) 567-6561,(903) 567-6562,JBITTER@cantonisd.net,,MR JARROD BITTER   ,'09-12,594,Active, ,2015-03-14T05:35:00,377,USCGeocoder,141,1,4.01,,de71433c-4d39-4b21-ba0e-22f625d1efc0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3458.59768714,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.544010204,-95.886631418,Relaxed
'234,VAN ZANDT COUNTY,'10,'234902,CANTON ISD,INDEPENDENT,225 W ELM ST,CANTON,TX,75103-1799,225 W ELM ST,CANTON,TX,75103-1799,(903) 567-4179,(903) 567-2370,stwilk@cantonisd.net,www.cantonisd.net,MR JAY TULLOS   ,2062,'234902041,CANTON J H,REGULAR INSTRUCTIONAL,,1115 S BUFFALO ST,CANTON,TX,75103-2303,1115 S BUFFALO ST,CANTON,TX,75103-2303,(903) 567-4329,(903) 567-1298,aautry@cantonisd.net,,MRS AMY AUTRY   ,'06-08,483,Active, ,2015-03-14T05:35:00,378,USCGeocoder,63,1,4.01,,4a7a7eb4-ec8f-4a9b-bda4-3757bc058ce8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,11023.389379,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.5460939269,-95.8661605037,Exact
'234,VAN ZANDT COUNTY,'10,'234902,CANTON ISD,INDEPENDENT,225 W ELM ST,CANTON,TX,75103-1799,225 W ELM ST,CANTON,TX,75103-1799,(903) 567-4179,(903) 567-2370,stwilk@cantonisd.net,www.cantonisd.net,MR JAY TULLOS   ,2062,'234902101,CANTON EL,REGULAR INSTRUCTIONAL,,1163 S BUFFALO ST,CANTON,TX,75103-2303,1163 S BUFFALO ST,CANTON,TX,75103-2303,(903) 567-6521,(903) 567-5373,klamar@cantonisd.net,,MRS KELLY J LAMAR   ,'EE-02,537,Active, ,2015-03-14T05:35:00,379,USCGeocoder,31,1,4.01,,40f5aa15-a2be-4b65-8d72-37d32fb48474,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5167.30014806,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.5452624691,-95.8672380636,Exact
'234,VAN ZANDT COUNTY,'10,'234902,CANTON ISD,INDEPENDENT,225 W ELM ST,CANTON,TX,75103-1799,225 W ELM ST,CANTON,TX,75103-1799,(903) 567-4179,(903) 567-2370,stwilk@cantonisd.net,www.cantonisd.net,MR JAY TULLOS   ,2062,'234902102,CANTON INT,REGULAR INSTRUCTIONAL,,1190 W HWY 243,CANTON,TX,75103-2303,1190 W HWY 243,CANTON,TX,75103-2303,(903) 567-6418,(903) 567-2956,,,MRS MARSHA ROBISON   ,'03-05,448,Active,31582.0,2015-03-14T05:35:00,380,USCGeocoder,63,1,4.01,,7cb50e23-3d53-45bc-a9bb-cc12d579d1fd,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3458.59768714,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.5440718034,-95.8875216376,Relaxed
'234,VAN ZANDT COUNTY,'07,'234903,EDGEWOOD ISD,INDEPENDENT,804 E PINE ST,EDGEWOOD,TX,75117-0006,804 E PINE,EDGEWOOD,TX,75117-0006,(903) 896-4332,(903) 896-4302,abaker@edgewood-isd.net,www.edgewood-isd.net,MR EMMETT ANRDREW BAKER   ,915,'234903001,EDGEWOOD H S,REGULAR INSTRUCTIONAL,,804 E PINE ST,EDGEWOOD,TX,75117-0006,804 E PINE,EDGEWOOD,TX,75117-0006,(903) 896-4332 ext:8091,(903) 896-4302,jwehmeyer@edgewood-isd.net,www.edgewood-isd.net,JERRI WEHMEYER   ,'09-12,300,Active, ,2015-03-14T05:35:00,381,USCGeocoder,47,1,4.01,,ba6c84b7-02bc-4edd-a6dd-bec685dd0eb2,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.692067,-95.87098,Exact
'234,VAN ZANDT COUNTY,'07,'234903,EDGEWOOD ISD,INDEPENDENT,804 E PINE ST,EDGEWOOD,TX,75117-0006,804 E PINE,EDGEWOOD,TX,75117-0006,(903) 896-4332,(903) 896-4302,abaker@edgewood-isd.net,www.edgewood-isd.net,MR EMMETT ANRDREW BAKER   ,915,'234903041,EDGEWOOD MIDDLE,REGULAR INSTRUCTIONAL,,804 E PINE ST,EDGEWOOD,TX,75117-0006,804 E PINE,EDGEWOOD,TX,75117-0006,(903) 896-4332 ext:8059,(903) 896-4302,rdmcdaniel@edgewood-isd.net,www.edgewood-isd.net,BRENDA SANFORD   ,'06-08,210,Active, ,2015-03-14T05:35:00,382,USCGeocoder,31,1,4.01,,2e07b286-a9bc-4a86-97aa-078e6778b5f2,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.692162,-95.873631,Exact
'234,VAN ZANDT COUNTY,'07,'234903,EDGEWOOD ISD,INDEPENDENT,804 E PINE ST,EDGEWOOD,TX,75117-0006,804 E PINE,EDGEWOOD,TX,75117-0006,(903) 896-4332,(903) 896-4302,abaker@edgewood-isd.net,www.edgewood-isd.net,MR EMMETT ANRDREW BAKER   ,915,'234903042,EDGEWOOD INT,REGULAR INSTRUCTIONAL,,804 E PINE ST,EDGEWOOD,TX,75117-0006,804 E PINE,EDGEWOOD,TX,75117-0006,(903) 896-4332 ext:8031,(903) 896-4302,tphillips@edgewood-isd.net,www.edgewood-isd.net,MRS JENNIFER JOHNSON   ,'03-05,215,Active,34515.0,2015-03-14T05:35:00,383,USCGeocoder,31,1,4.01,,86c6eddb-e7dc-496f-a290-9b4d0f761a23,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.6939072,-95.8754432,Exact
'234,VAN ZANDT COUNTY,'07,'234903,EDGEWOOD ISD,INDEPENDENT,804 E PINE ST,EDGEWOOD,TX,75117-0006,804 E PINE,EDGEWOOD,TX,75117-0006,(903) 896-4332,(903) 896-4302,abaker@edgewood-isd.net,www.edgewood-isd.net,MR EMMETT ANRDREW BAKER   ,915,'234903101,EDGEWOOD EL,REGULAR INSTRUCTIONAL,,804 E PINE ST,EDGEWOOD,TX,75117-0006,804 E PINE,EDGEWOOD,TX,75117-0006,(903) 896-4332 ext:8031,(903) 896-4302,tphillips@edgewood-isd.net,www.edgewood-isd.net,MS CAROLYN JAMES   ,'EE-02,190,Active, ,2015-03-14T05:35:00,384,USCGeocoder,31,1,4.01,,528aa89f-27d6-4622-b659-d241af331344,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.692067,-95.87098,Exact
'234,VAN ZANDT COUNTY,'07,'234903,EDGEWOOD ISD,INDEPENDENT,804 E PINE ST,EDGEWOOD,TX,75117-0006,804 E PINE,EDGEWOOD,TX,75117-0006,(903) 896-4332,(903) 896-4302,abaker@edgewood-isd.net,www.edgewood-isd.net,MR EMMETT ANRDREW BAKER   ,915,'234903199,EDGEWOOD-GRAND SALINE SSA,REGULAR INSTRUCTIONAL,,804 E PINE ST,EDGEWOOD,TX,75117-0006,804 E PINE,EDGEWOOD,TX,75117-0006,(903) 896-4332 ext:8128,(903) 896-4302,cdenton@edgewood-isd.net,www.edgewood-isd.net,CATHY DENTON   ,'EE-12,0,Active,36677.0,2015-03-14T05:35:00,385,USCGeocoder,31,1,4.01,,cc142489-ef36-4097-bbea-cf3822df2878,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.692315,-95.874784,Exact
'234,VAN ZANDT COUNTY,'07,'234904,GRAND SALINE ISD,INDEPENDENT,400 STADIUM DR,GRAND SALINE,TX,75140-1149,400 STADIUM DR,GRAND SALINE,TX,75140-1149,(903) 962-7546,(903) 962-7464,telliott@grandsalineisd.net,www.grandsalineisd.net,MS TRISH ELLIOTT   ,1102,'234904001,GRAND SALINE H S,REGULAR INSTRUCTIONAL,,500 STADIUM DR,GRAND SALINE,TX,75140-1038,500 STADIUM DR,GRAND SALINE,TX,75140-1038,(903) 962-7533 ext:203 ,(903) 962-7482,rlaprade@grandsalineisd.net,www.grandsalineisd.net,MR RICKY LAPRADE   ,'09-12,328,Active, ,2015-03-14T05:35:00,386,USCGeocoder,16,1,4.01,,aa5a5a2f-8257-4272-993a-dcb7b5123693,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1052.65027639,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6842815171,-95.71356409,Relaxed
'234,VAN ZANDT COUNTY,'07,'234904,GRAND SALINE ISD,INDEPENDENT,400 STADIUM DR,GRAND SALINE,TX,75140-1149,400 STADIUM DR,GRAND SALINE,TX,75140-1149,(903) 962-7546,(903) 962-7464,telliott@grandsalineisd.net,www.grandsalineisd.net,MS TRISH ELLIOTT   ,1102,'234904002,VAN ZANDT CO YOUTH MULTI-SERVICE CTR,ALTERNATIVE INSTRUCTIONAL,,323 E GARLAND ST,GRAND SALINE,TX,75140-1986,323 E GARLAND ST,GRAND SALINE,TX,75140-1983,(903) 962-6292,(903) 962-6413,juvprobation@suddenlinkmail.com,www.vzcjpd.com,MR RICHARD ANDERSON   ,'05-12,6,Active,34515.0,2015-03-14T05:35:00,387,USCGeocoder,109,1,4.01,,d8b74708-2579-441c-ad90-69b4e4fcfe2c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2326.30689264,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6745759395,-95.7065637816,Exact
'234,VAN ZANDT COUNTY,'07,'234904,GRAND SALINE ISD,INDEPENDENT,400 STADIUM DR,GRAND SALINE,TX,75140-1149,400 STADIUM DR,GRAND SALINE,TX,75140-1149,(903) 962-7546,(903) 962-7464,telliott@grandsalineisd.net,www.grandsalineisd.net,MS TRISH ELLIOTT   ,1102,'234904003,VAN ZANDT ALTERNATIVE EDUCATION PROG COOP,ALTERNATIVE INSTRUCTIONAL,,318 N SALINE,GRAND SALINE,TX,75140-1916,318 N SALINE,GRAND SALINE,TX,75140-1916,(903) 962-6694,(903) 962-7170,randerson@grandsalineisd.net,,MR RICHARD W ANDERSON   ,'06-12,0,Active,34907.0,2015-03-14T05:35:00,388,USCGeocoder,0,1,4.01,,925dc735-0ee2-4135-9acd-cfd4708d3ccd,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2599.4445944,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6747030629,-95.7073086046,Relaxed
'234,VAN ZANDT COUNTY,'07,'234904,GRAND SALINE ISD,INDEPENDENT,400 STADIUM DR,GRAND SALINE,TX,75140-1149,400 STADIUM DR,GRAND SALINE,TX,75140-1149,(903) 962-7546,(903) 962-7464,telliott@grandsalineisd.net,www.grandsalineisd.net,MS TRISH ELLIOTT   ,1102,'234904041,GRAND SALINE MIDDLE,REGULAR INSTRUCTIONAL,,400 STADIUM DR,GRAND SALINE,TX,75140-1149,400 STADIUM DR,GRAND SALINE,TX,75140-1149,(903) 962-7537 ext:302 ,(903) 962-7474,bswain@grandsalineisd.net,www.grandsalineisd.net,MR BRAD SWAIN   ,'06-08,239,Active,27954.0,2015-03-14T05:35:00,389,USCGeocoder,47,1,4.01,,1a608695-0343-4c2d-9572-0d196397062f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,449.207956984,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6846252291,-95.7098979539,Exact
'234,VAN ZANDT COUNTY,'07,'234904,GRAND SALINE ISD,INDEPENDENT,400 STADIUM DR,GRAND SALINE,TX,75140-1149,400 STADIUM DR,GRAND SALINE,TX,75140-1149,(903) 962-7546,(903) 962-7464,telliott@grandsalineisd.net,www.grandsalineisd.net,MS TRISH ELLIOTT   ,1102,'234904101,GRAND SALINE EL,REGULAR INSTRUCTIONAL,,405 STADIUM DR,GRAND SALINE,TX,75140.0,405 STADIUM DR,GRAND SALINE,TX,75140.0,(903) 962-7526,(903) 962-7438,rorren@grandsalineisd.net,www.grandsalineisd.net,MRS RHONDA ORREN   ,'EE-02,300,Active, ,2015-03-14T05:35:00,390,USCGeocoder,94,1,4.01,,c4676634-c49b-49df-a7e6-d6d815807c8b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3125.44876758,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6841003284,-95.7127478008,Relaxed
'234,VAN ZANDT COUNTY,'07,'234904,GRAND SALINE ISD,INDEPENDENT,400 STADIUM DR,GRAND SALINE,TX,75140-1149,400 STADIUM DR,GRAND SALINE,TX,75140-1149,(903) 962-7546,(903) 962-7464,telliott@grandsalineisd.net,www.grandsalineisd.net,MS TRISH ELLIOTT   ,1102,'234904102,GRAND SALINE INT,REGULAR INSTRUCTIONAL,,200 STADIUM DR,GRAND SALINE,TX,75140-1184,200 STADIUM DR,GRAND SALINE,TX,75140-1184,(903) 962-5515 ext:402 ,(903) 962-3783,benglish@grandsalineisd.net,www.grandsalineisd.net,MRS BRENDA ENGLISH   ,'03-05,229,Active,33785.0,2015-03-14T05:35:00,391,USCGeocoder,16,1,4.01,,e60336ce-b9f5-496a-9357-7788631e0cdb,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,449.207956984,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6846151956,-95.7099447766,Exact
'234,VAN ZANDT COUNTY,'07,'234905,MARTINS MILL ISD,INDEPENDENT,301 F M 1861,MARTIN'S MILL,TX,75754.0,301 F M 1861,MARTIN'S MILL,TX,75754.0,(903) 479-3872 ext:221 ,(903) 479-3711,jhines@martinsmillisd.net,www.martinsmillisd.net,MR JAMES OLIVER   ,513,'234905001,MARTINS MILL H S,REGULAR INSTRUCTIONAL,,301 F M 1861,MARTIN'S MILL,TX,75754-9699,301 F M 1861,MARTIN'S MILL,TX,75754-9699,(903) 479-3234,(903) 479-3486,chines@martinsmillisd.net,,DR CORY HINES   ,'07-12,239,Active, ,2015-03-14T05:35:00,392,USCGeocoder,125,1,4.01,,64b7c9b2-2213-4a87-a2ae-6fe0c5c20641,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.414757,-95.791889,Exact
'234,VAN ZANDT COUNTY,'07,'234905,MARTINS MILL ISD,INDEPENDENT,301 F M 1861,MARTIN'S MILL,TX,75754.0,301 F M 1861,MARTIN'S MILL,TX,75754.0,(903) 479-3872 ext:221 ,(903) 479-3711,jhines@martinsmillisd.net,www.martinsmillisd.net,MR JAMES OLIVER   ,513,'234905003,MABANK DAEP,ALTERNATIVE INSTRUCTIONAL,,309 E MARKET ST,MABANK,TX,75147.0,309 E MARKET ST,MABANK,TX,75147.0,(903) 880-1300,(903) 880-1303,aecoker@mabankisd.net,mabankisd.net,RICHARD ANDERSON   ,'06-12,0,Active,36322.0,2015-03-14T05:35:00,393,USCGeocoder,16,1,4.01,,e4c84f67-1565-4361-9b18-4da99e31a23b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3466.02184543,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.3657968007,-96.0965604672,Exact
'234,VAN ZANDT COUNTY,'07,'234905,MARTINS MILL ISD,INDEPENDENT,301 F M 1861,MARTIN'S MILL,TX,75754.0,301 F M 1861,MARTIN'S MILL,TX,75754.0,(903) 479-3872 ext:221 ,(903) 479-3711,jhines@martinsmillisd.net,www.martinsmillisd.net,MR JAMES OLIVER   ,513,'234905101,MARTINS MILL EL,REGULAR INSTRUCTIONAL,,301 F M 1861,MARTIN'S MILL,TX,75754-9699,301 F M 1861,MARTIN'S MILL,TX,75754-9699,(903) 479-3706,(903) 479-3754,sstringer@martinsmillisd.net,,MRS SUZZETTE STRINGER   ,'EE-06,274,Active,32689.0,2015-03-14T05:35:00,394,USCGeocoder,125,1,4.01,,c4d0492a-4d4e-4c26-b097-0fc1e1a0cc68,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.4148,-95.7919,Exact
'234,VAN ZANDT COUNTY,'07,'234906,VAN ISD,INDEPENDENT,P O BOX 697,VAN,TX,75790-0697,549 E TEXAS ST,VAN,TX,75790-0697,(903) 963-8328,(903) 963-3904,hobbss@van.sprnet.org,www.vanschools.org,MR DON DUNN   ,2338,'234906001,VAN H S,REGULAR INSTRUCTIONAL,,P O BOX 697,VAN,TX,75790-0697,985 N MAPLE,VAN,TX,75790-0697,(903) 963-8623,(903) 963-5591,hutchinsj@van.sprnet.org,,MR JEFF HUTCHINS   ,'09-12,725,Active, ,2015-03-14T05:35:00,395,USCGeocoder,31,1,4.01,,c9482f6e-9eec-472c-a201-f67a92e603e0,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.535625,-95.638444,Exact
